advice,prev_eps,eps,est_price,rev_yoy,gm,status,prev_eps_yoy,om,name,price,expansion,pe,date,symbol,prev_year,prev_rev_yoy,eps_yoy
⚪ 數據不足,-0.65,-1.54,-39.300000000000004,7.41,-7.81%,🚀 利潤擴張,55.65,-65.06%,大略-KY,3.2699999809,8.24,0.0,2025-12,4804.TWO,2025,8.04,15.65
✅ 穩健價值,2.27,3.87,118.8,-0.56,N/A,🧐 疑業外收益,14.07,N/A,宇智,48.4500007629,8.06,6.117424338749999,2025-12,6470.TWO,2025,12.82,7.5
✅ 穩健價值,5.84,7.93,290.85,-3.78,N/A,🧐 疑業外收益,-5.4,N/A,智冠,96.0,8.03,4.951005673027334,2025-12,5478.TWO,2025,-8.2,4.25
✅ 穩健價值,1.41,2.45,74.1,20.92,15.35%,🚀 利潤擴張,-2.16,8.19%,華泰,62.2999992371,8.0,12.611335877955467,2025-12,2329.TW,2025,19.58,28.92
⚠️ 追價風險,26.92,36.75,1360.5,42.0,41.25%,🚀 利潤擴張,62.75,31.26%,健策,3875.0,7.960000000000001,42.723263506063944,2025-12,3653.TW,2025,52.19,49.96
✅ 穩健價值,13.9,19.63,690.6,31.04,32.53%,🚀 利潤擴張,23.16,8.38%,鼎翰,190.5,7.640000000000001,4.137706342311034,2025-12,3611.TWO,2025,40.71,38.68
✅ 穩健價值,2.82,4.74,121.2,15.91,N/A,🚀 利潤擴張,-1.4,N/A,凌網,47.1500015259,7.530000000000001,5.835396228452971,2025-12,5212.TWO,2025,17.89,23.44
✅ 穩健價值,1.22,2.02,59.1,18.23,30.40%,🚀 利潤擴張,-0.64,14.85%,東浦,47.0499992371,7.41,11.941624171852792,2025-12,3290.TWO,2025,15.97,25.64
⚪ 數據不足,-1.0,-1.18,-45.89999999999999,-0.93,15.28%,🧐 疑業外收益,11.5,-5.62%,矽瑪,22.1499996185,7.279999999999999,0.0,2025-12,3511.TWO,2025,1.3,6.35
⚪ 中性觀察,0.52,0.75,25.95,-2.83,4.90%,🧐 疑業外收益,-41.67,-1.88%,華新,35.8499984741,7.18,20.722542470578034,2025-12,1605.TW,2025,-0.21,4.35
✅ 穩健價值,34.07,48.08,1659.9,39.37,17.19%,🚀 利潤擴張,52.4,13.88%,漢唐,997.0,7.150000000000006,9.009578890294595,2025-12,2404.TW,2025,30.93,46.52
⚪ 中性觀察,4.75,6.58,241.20000000000002,5.01,17.62%,🚀 利潤擴張,5.79,5.81%,禾伸堂,300.0,7.09,18.656716417910445,2025-12,3026.TW,2025,5.39,12.1
✅ 穩健價值,8.62,10.02,395.85,6.1,N/A,🚀 利潤擴張,28.46,N/A,生展,96.6999969482,6.99,3.6642666520727545,2025-12,8279.TWO,2025,7.66,13.09
✅ 穩健價值,4.94,6.64,239.70000000000002,21.11,21.72%,🚀 利潤擴張,28.23,10.49%,光寶科,203.5,6.98,12.734668335419274,2025-12,2301.TW,2025,23.16,28.09
✅ 穩健價值,0.99,1.66,52.5,-10.2,N/A,🌑 雙重衰退,3.13,N/A,樂斯科,29.5,6.709999999999999,8.428571428571429,2025-12,6662.TWO,2025,-7.37,-3.49
✅ 穩健價值,0.94,1.34,45.3,0.59,32.08%,🚀 利潤擴張,10.59,2.52%,精聯,29.9500007629,6.61,9.91721879566225,2025-12,3652.TW,2025,0.48,7.2
✅ 穩健價值,2.56,3.06,122.85000000000002,3.7,N/A,🚀 利潤擴張,17.51,N/A,上海商銀,38.7999992371,6.409999999999999,4.737484644334554,2025-12,5876.TW,2025,3.26,10.11
⚪ 數據不足,-3.69,-3.92,-168.45000000000002,-3.41,N/A,🧐 疑業外收益,7.98,N/A,惠特,174.5,6.380000000000001,0.0,2025-12,6706.TW,2025,38.55,2.97
✅ 穩健價值,8.17,9.14,355.8,12.29,N/A,🚀 利潤擴張,75.65,N/A,元太,153.0,6.300000000000001,6.450252951096121,2025-12,8069.TWO,2025,29.4,18.59
✅ 穩健價值,5.77,9.9,327.6,-8.29,N/A,🌑 雙重衰退,-23.43,N/A,軒郁,112.0,6.289999999999999,5.128205128205128,2025-12,6703.TWO,2025,-15.54,-2.0
✅ 穩健價值,1.5,2.05,81.89999999999999,-5.76,17.17%,🧐 疑業外收益,2.8,6.80%,瑞智,22.9500007629,6.26,4.203296843021978,2025-12,4532.TW,2025,-0.93,0.5
⚠️ 追價風險,4.31,6.4,213.00000000000003,1.94,N/A,🚀 利潤擴張,19.44,N/A,矽力*-KY,424.5,6.200000000000001,29.894366197183096,2025-12,6415.TW,2025,0.55,8.14
✅ 穩健價值,2.24,6.0,151.04999999999998,-29.66,N/A,🌑 雙重衰退,-17.65,N/A,長虹,78.5999984741,6.09,7.805362311231382,2025-12,5534.TW,2025,-38.06,-23.57
✅ 穩健價值,6.36,8.43,315.15000000000003,10.6,31.02%,🚀 利潤擴張,15.04,14.37%,神基,99.0999984741,6.070000000000002,4.716801450456925,2025-12,3005.TW,2025,9.96,16.67
⚠️ 追價風險,0.32,0.42,15.75,1.81,N/A,🚀 利潤擴張,0.0,N/A,台聯櫃,35.4000015259,5.880000000000001,33.71428716752381,2025-12,5601.TWO,2025,1.76,7.69
⚪ 數據不足,-1.24,-1.74,-62.85000000000001,-18.82,-19.71%,🌑 雙重衰退,-18.1,-65.33%,再生-KY,5.0300002098,5.83,0.0,2025-12,1337.TW,2025,-18.71,-12.99
✅ 穩健價值,2.07,2.6,104.69999999999999,-1.68,29.22%,🧐 疑業外收益,6.7,5.88%,興農,42.2999992371,5.68,6.06017181047278,2025-12,1712.TW,2025,-2.3,4.0
✅ 穩健價值,3.44,4.78,173.55,1.36,N/A,🚀 利潤擴張,-0.87,N/A,擎邦,49.5999984741,5.67,4.2869488741659465,2025-12,6122.TWO,2025,-2.12,7.03
✅ 穩健價值,1.21,2.31,70.80000000000001,-17.82,25.16%,🌑 雙重衰退,-53.6,13.35%,太普高,16.1000003815,5.66,3.411017029978813,2025-12,3284.TWO,2025,-29.91,-12.16
⚪ 數據不足,2.36,3.18,0.0,-2.28,46.23%,🧐 疑業外收益,0.43,41.07%,台航,0.0,5.529999999999999,0.0,2025-12,2617.TW,2025,-5.48,3.25
✅ 穩健價值,5.51,7.34,275.55,-2.32,N/A,🧐 疑業外收益,1.73,N/A,穩得,201.5,5.21,10.968971148611866,2025-12,6761.TWO,2025,2.55,2.89
✅ 穩健價值,1.87,2.64,87.6,12.14,N/A,🚀 利潤擴張,5.65,N/A,群益證,31.1499996185,5.189999999999998,5.333904044263699,2025-12,6005.TW,2025,6.33,17.33
✅ 穩健價值,1.2,1.51,57.900000000000006,8.35,88.90%,🏰 高護城河,20.0,38.59%,彰銀,20.8999996185,5.18,5.414507673186528,2025-12,2801.TW,2025,7.51,13.53
✅ 穩健價值,1.86,2.45,91.95000000000002,-19.51,N/A,🌑 雙重衰退,-6.06,N/A,欣高,34.5,5.170000000000002,5.62805872756933,2025-12,9931.TW,2025,-27.73,-14.34
✅ 穩健價值,15.84,18.5,798.15,30.67,N/A,🚀 利潤擴張,86.67,N/A,振樺電,180.5,4.989999999999995,3.392219507611351,2025-12,8114.TW,2025,69.45,35.66
✅ 穩健價值,1.74,2.36,85.8,-6.2,N/A,🌑 雙重衰退,-1.14,N/A,全國,56.7999992371,4.94,9.930069796695806,2025-12,9937.TW,2025,-6.0,-1.26
✅ 穩健價值,10.38,13.61,498.75,18.13,5.88%,🚀 利潤擴張,34.73,3.28%,鴻海,253.5,4.890000000000001,7.62406015037594,2025-12,2317.TW,2025,16.23,23.02
✅ 穩健價值,3.49,4.77,176.54999999999998,-0.31,19.71%,🧐 疑業外收益,1.8,10.58%,台灣大,110.0,4.89,9.345794392523365,2025-12,3045.TW,2025,-0.87,4.58
✅ 穩健價值,6.2,8.73,316.65,26.34,N/A,🚀 利潤擴張,42.86,N/A,良維,281.5,4.739999999999998,13.334912363808622,2025-12,6290.TWO,2025,28.79,31.08
⚠️ 追價風險,33.4,46.93,1807.6499999999999,35.51,N/A,🚀 利潤擴張,39.53,N/A,穎崴,9860.0,4.730000000000004,81.81893618786823,2025-12,6515.TW,2025,32.04,40.24
⚪ 數據不足,-0.36,-1.59,-31.050000000000004,1.9,32.24%,🚀 利潤擴張,64.0,-58.77%,正峰,12.1999998093,4.57,0.0,2025-12,1538.TW,2025,22.91,6.47
✅ 穩健價值,1.63,1.77,74.55,4.69,27.24%,🚀 利潤擴張,26.36,-0.96%,長盛,22.8999996185,4.569999999999999,4.607645798490946,2025-12,3492.TWO,2025,7.91,9.26
✅ 穩健價值,3.11,4.3,151.05,32.43,25.09%,🚀 利潤擴張,36.4,7.94%,炎洲流通,67.3000030518,4.509999999999998,6.683217780714996,2025-12,3171.TWO,2025,23.81,36.94
⚠️ 追價風險,3.35,6.88,188.55,36.9,N/A,🚀 利潤擴張,1.87,N/A,博智,449.0,4.480000000000004,35.719968178202066,2025-12,8155.TWO,2025,35.15,41.38
⚠️ 追價風險,8.49,11.33,411.90000000000003,28.3,44.02%,🚀 利潤擴張,32.29,23.34%,新應材,987.0,4.48,35.943190094683175,2025-12,4749.TWO,2025,32.03,32.78
✅ 穩健價值,0.91,1.29,44.85,4.5,94.34%,🏰 高護城河,-1.98,35.36%,聯邦銀,20.5499992371,4.4399999999999995,6.8729094438461535,2025-12,2838.TW,2025,-0.7,8.94
✅ 穩健價值,2.49,3.03,132.89999999999998,-62.17,49.04%,🌑 雙重衰退,-57.58,34.02%,名軒,26.75,4.43,3.019187358916479,2025-12,1442.TW,2025,-63.75,-57.74
✅ 穩健價值,7.33,9.61,370.65,0.1,33.35%,🚀 利潤擴張,7.67,18.52%,鈞興-KY,197.5,4.3500000000000005,7.9927154997976535,2025-12,4571.TW,2025,4.55,4.45
⚠️ 追價風險,2.06,4.38,114.89999999999999,13.75,15.77%,🚀 利潤擴張,-37.88,6.82%,欣興,896.0,4.32,116.97127937336816,2025-12,3037.TW,2025,12.28,18.07
⚠️ 追價風險,0.45,0.81,8.700000000000001,-17.2,N/A,🌑 雙重衰退,-25.0,N/A,岳豐,30.3999996185,4.299999999999999,52.41379244568965,2025-12,6220.TWO,2025,-20.23,-12.9
⚪ 數據不足,2.67,4.33,0.0,-1.49,15.43%,🧐 疑業外收益,-9.42,5.11%,大成,0.0,4.28,0.0,2025-12,1210.TW,2025,-1.43,2.79
✅ 穩健價值,3.06,4.15,150.60000000000002,-2.69,17.90%,🧐 疑業外收益,2.0,6.27%,崇越電,111.0,4.16,11.055776892430277,2025-12,3388.TWO,2025,-2.28,1.47
✅ 穩健價值,6.28,8.84,309.75000000000006,-2.3,8.77%,🧐 疑業外收益,-5.56,5.39%,華立,132.0,4.14,6.392251815980629,2025-12,3010.TW,2025,-2.77,1.84
⚪ 數據不足,-0.64,-1.02,-35.1,5.58,15.17%,🚀 利潤擴張,48.21,-15.09%,寶德,23.4500007629,3.9399999999999995,0.0,2025-12,3349.TWO,2025,28.56,9.52
✅ 穩健價值,1.53,1.57,64.2,19.79,N/A,🚀 利潤擴張,96.15,N/A,微矽電子-創,56.2000007629,3.830000000000002,13.13084129974299,2025-12,8162.TW,2025,28.35,23.62
✅ 穩健價值,9.52,12.6,469.49999999999994,8.19,15.29%,🚀 利潤擴張,12.4,6.31%,智易,167.5,3.51,5.3514376996805115,2025-12,3596.TW,2025,8.39,11.7
✅ 穩健價值,1.15,2.31,72.9,-1.67,N/A,🧐 疑業外收益,-34.29,N/A,伊雲谷,70.6999969482,3.44,14.54732447493827,2025-12,6689.TW,2025,2.81,1.77
✅ 穩健價值,21.26,30.6,1094.85,2.65,N/A,🚀 利潤擴張,3.45,N/A,新普,371.0,3.3400000000000003,5.082888066858474,2025-12,6121.TWO,2025,-0.37,5.99
✅ 穩健價值,2.54,3.04,124.19999999999999,13.17,N/A,🚀 利潤擴張,27.0,N/A,東捷資訊,41.5,3.3100000000000005,5.012077294685991,2025-12,6697.TWO,2025,14.74,16.48
✅ 穩健價值,3.01,3.63,133.49999999999997,19.79,N/A,🚀 利潤擴張,11.48,N/A,東生華,50.7999992371,3.2600000000000016,5.707865082820226,2025-12,8432.TWO,2025,18.72,23.05
✅ 穩健價值,1.79,2.24,86.55000000000001,2.91,N/A,🚀 利潤擴張,1.13,N/A,德記,38.0999984741,3.25,6.603119319601386,2025-12,5902.TWO,2025,3.96,6.16
✅ 穩健價值,3.25,4.83,168.9,7.83,N/A,🚀 利潤擴張,9.43,N/A,韋僑,127.5,3.1999999999999993,11.323268206039076,2025-12,6417.TWO,2025,8.43,11.03
⚠️ 追價風險,1.55,3.13,103.64999999999999,22.86,26.27%,🚀 利潤擴張,-8.33,15.45%,新盛力,164.0,3.16,23.73371924746744,2025-12,4931.TWO,2025,4.97,26.02
⚪ 數據不足,-2.06,-2.97,-105.60000000000001,7.0,N/A,🚀 利潤擴張,13.87,N/A,生華科,52.0,3.09,0.0,2025-12,6492.TWO,2025,10.67,10.09
✅ 穩健價值,0.89,1.09,42.3,-3.04,30.45%,🌑 雙重衰退,-8.25,11.22%,佰鴻,30.5499992371,3.04,10.833333062801419,2025-12,3031.TW,2025,-7.8,0.0
✅ 穩健價值,0.37,0.5,17.250000000000004,16.5,14.20%,🚀 利潤擴張,5.71,8.91%,和桐,9.1400003433,3.0100000000000016,7.94782638547826,2025-12,1714.TW,2025,15.96,19.51
✅ 穩健價值,5.99,8.07,292.80000000000007,7.18,27.00%,🚀 利潤擴張,6.72,17.59%,中興電,156.5,2.960000000000001,8.017418032786884,2025-12,1513.TW,2025,9.03,10.14
✅ 穩健價值,3.53,3.46,159.6,-43.58,N/A,🌑 雙重衰退,44.67,N/A,昇益,26.4500007629,2.9299999999999997,2.485902327340226,2025-12,5455.TWO,2025,62.0,-40.65
✅ 穩健價值,2.12,3.26,105.30000000000001,8.9,N/A,🚀 利潤擴張,-7.86,N/A,信昌電,111.0,2.8200000000000003,15.81196581196581,2025-12,6173.TWO,2025,10.39,11.72
✅ 穩健價值,1.91,2.36,90.6,-1.77,83.45%,🏰 高護城河,-3.54,33.61%,兆豐金,39.6500015259,2.62,6.564569789056292,2025-12,2886.TW,2025,-5.03,0.85
⚪ 數據不足,-0.23,1.91,-15.600000000000001,-23.41,N/A,🔄 轉虧為盈,-112.85,N/A,中鼎,37.2999992371,2.4899999999999984,0.0,2025-12,9933.TW,2025,-23.49,-20.92
✅ 穩健價值,1.71,2.63,89.25,-0.87,N/A,🧐 疑業外收益,-0.58,N/A,白紗科,24.3999996185,2.41,4.100840272016807,2025-12,8401.TWO,2025,0.54,1.54
✅ 穩健價值,1.44,2.14,73.05,3.54,27.39%,🚀 利潤擴張,-2.04,1.25%,三商家購,40.9000015259,2.4000000000000004,8.39835760285421,2025-12,2945.TW,2025,3.48,5.94
✅ 穩健價值,2.55,3.5,117.44999999999999,22.61,34.09%,🚀 利潤擴張,50.0,7.78%,榮昌,58.5999984741,2.3900000000000006,7.484035565019157,2025-12,3684.TWO,2025,31.38,25.0
⚠️ 追價風險,9.71,13.82,491.70000000000005,17.37,37.11%,🚀 利潤擴張,15.18,15.14%,辛耘,797.0,2.3900000000000006,24.313605857230016,2025-12,3583.TW,2025,20.22,19.76
⚪ 數據不足,-0.3,-0.76,-29.1,16.01,29.80%,🚀 利潤擴張,67.57,-5.26%,東訊,13.0,2.3599999999999994,0.0,2025-12,2321.TW,2025,19.86,18.37
✅ 穩健價值,4.87,5.2,247.80000000000004,25.46,14.36%,🚀 利潤擴張,73.93,0.40%,神準,112.5,2.3000000000000007,6.809927360774817,2025-12,3558.TWO,2025,38.81,27.76
⚪ 數據不足,-0.68,0.2,-18.75,22.72,N/A,🔄 轉虧為盈,22.73,N/A,晉弘,69.6999969482,2.280000000000001,0.0,2025-12,6796.TW,2025,36.23,25.0
✅ 穩健價值,1.27,1.72,63.9,-13.1,17.29%,🌑 雙重衰退,-13.01,2.75%,世鎧,25.2999992371,2.219999999999999,5.938966957065728,2025-12,2063.TWO,2025,-10.3,-10.88
⚠️ 追價風險,1.4,1.95,69.45,16.68,N/A,🚀 利潤擴張,20.69,N/A,創威,114.0,2.219999999999999,24.622030237580994,2025-12,6530.TWO,2025,18.97,18.9
⚪ 中性觀察,3.35,4.3,170.70000000000002,10.3,N/A,🚀 利潤擴張,4.1,N/A,世界,185.5,2.17,16.300527240773285,2025-12,5347.TWO,2025,10.75,12.47
✅ 穩健價值,7.66,10.06,384.9,-6.01,N/A,🌑 雙重衰退,6.98,N/A,巨路,121.5,2.0,4.7349961028838665,2025-12,6192.TW,2025,-4.9,-4.01
✅ 穩健價值,5.46,6.27,271.95000000000005,6.01,17.20%,🚀 利潤擴張,9.86,7.03%,士電,199.5,1.9100000000000001,11.003861003861003,2025-12,1503.TW,2025,5.13,7.92
✅ 穩健價值,1.76,2.18,86.25000000000001,24.13,85.36%,🏰 高護城河,46.67,42.63%,德英,35.0,1.8800000000000026,6.08695652173913,2025-12,4911.TWO,2025,35.41,26.01
✅ 穩健價值,3.69,5.04,184.65,27.21,N/A,🚀 利潤擴張,86.8,N/A,AMAX-KY,170.5,1.759999999999998,13.850528025995125,2025-12,6933.TW,2025,36.49,28.97
✅ 穩健價值,4.47,5.83,221.10000000000002,21.54,78.77%,🏰 高護城河,29.11,11.96%,聯合,98.0999984741,1.7200000000000024,6.655359462286295,2025-12,4129.TWO,2025,24.04,23.26
✅ 穩健價值,2.19,2.77,105.75,14.68,16.53%,🚀 利潤擴張,14.06,13.07%,宏泰,37.2000007629,1.7100000000000009,5.2765958528936165,2025-12,1612.TW,2025,22.35,16.39
⚪ 中性觀察,7.59,10.49,377.69999999999993,33.22,60.64%,🏰 高護城河,37.0,34.18%,德律,417.5,1.6099999999999994,16.58061953931692,2025-12,3030.TW,2025,31.3,34.83
✅ 穩健價值,2.79,3.81,139.95,5.47,27.10%,🚀 利潤擴張,9.41,14.21%,遠傳,95.4000015259,1.5499999999999998,10.225080549399785,2025-12,4904.TW,2025,2.92,7.02
⚠️ 追價風險,31.23,41.67,1544.1000000000001,46.42,28.58%,🚀 利潤擴張,51.99,19.80%,台光電,4960.0,1.5399999999999991,48.18340781037497,2025-12,2383.TW,2025,51.33,47.96
⚪ 數據不足,-1.36,-1.38,-69.00000000000001,51.85,N/A,🚀 利潤擴張,33.98,N/A,鑽石投資,13.1999998093,1.5300000000000011,0.0,2025-12,6901.TW,2025,32.78,53.38
✅ 穩健價值,4.28,5.5,212.10000000000002,2.72,28.35%,🚀 利潤擴張,12.04,10.08%,永記,76.0,1.4499999999999997,5.374823196605375,2025-12,1726.TW,2025,5.97,4.17
⚠️ 追價風險,23.65,33.49,1187.5499999999997,31.45,N/A,🚀 利潤擴張,39.51,N/A,旺矽,5030.0,1.3099999999999987,63.534166982442855,2025-12,6223.TWO,2025,33.01,32.76
✅ 穩健價值,3.79,4.99,189.15,2.67,33.63%,🚀 利潤擴張,4.12,17.33%,中華電,135.5,1.29,10.745440126883425,2025-12,2412.TW,2025,3.52,3.96
✅ 穩健價值,1.09,1.74,54.6,-12.26,78.38%,🏰 高護城河,-34.81,39.14%,凱基金,22.4500007629,1.2699999999999996,6.167582627170329,2025-12,2883.TW,2025,-29.02,-10.99
✅ 穩健價值,4.6,5.78,224.70000000000002,-4.56,18.31%,🌑 雙重衰退,-1.93,4.93%,三陽工業,57.9000015259,1.2199999999999998,3.865153639913218,2025-12,2206.TW,2025,-6.07,-3.34
✅ 穩健價值,2.53,3.45,125.25000000000003,7.81,24.27%,🚀 利潤擴張,13.57,12.13%,大毅,80.0999984741,1.1399999999999997,9.59281418851497,2025-12,2478.TW,2025,10.63,8.95
✅ 穩健價值,4.21,5.46,208.95,5.36,34.11%,🚀 利潤擴張,94.01,23.81%,中航,58.5999984741,1.0699999999999994,4.206747916302943,2025-12,2612.TW,2025,7.95,6.43
✅ 穩健價值,2.44,4.03,130.35000000000002,12.17,21.20%,🚀 利潤擴張,15.64,14.33%,晟銘電,105.0,1.0299999999999994,12.082853855005752,2025-12,3013.TW,2025,11.48,13.2
✅ 穩健價值,6.12,8.36,309.9,16.17,36.55%,🚀 利潤擴張,23.67,18.42%,世禾,215.0,1.0299999999999976,10.406582768635044,2025-12,3551.TWO,2025,12.87,17.2
✅ 穩健價值,3.23,4.22,156.6,9.51,N/A,🚀 利潤擴張,10.53,N/A,星亞,42.25,0.8800000000000008,4.046934865900384,2025-12,7753.TWO,2025,16.17,10.39
⚪ 數據不足,-0.92,-0.92,-41.85,-7.81,11.28%,🌑 雙重衰退,-217.24,-2.28%,國碩,34.9000015259,0.8299999999999992,0.0,2025-12,2406.TW,2025,-32.0,-6.98
✅ 穩健價值,27.9,38.51,1405.9499999999998,19.01,97.58%,🏰 高護城河,21.2,59.33%,鈊象,720.0,0.8099999999999987,7.681638749599916,2025-12,3293.TWO,2025,21.48,19.82
⚪ 數據不足,-2.11,-2.18,0.0,9.49,41.13%,🚀 利潤擴張,-31.06,-478.52%,合一,0.0,0.7999999999999989,0.0,2025-12,4743.TWO,2025,-0.69,10.29
✅ 穩健價值,2.95,4.08,140.70000000000002,20.29,N/A,🚀 利潤擴張,28.82,N/A,國統,52.7999992371,0.7800000000000011,5.628997786471215,2025-12,8936.TWO,2025,17.98,21.07
✅ 穩健價值,2.38,3.17,119.4,18.17,8.10%,🚀 利潤擴張,21.43,2.38%,精技,48.2999992371,0.5599999999999987,6.067839100138191,2025-12,2414.TW,2025,23.71,18.73
✅ 穩健價值,0.6,0.96,38.7,2.69,N/A,🚀 利潤擴張,0.0,N/A,時報,19.5499992371,0.54,7.577519084147286,2025-12,8923.TWO,2025,9.05,3.23
✅ 穩健價值,0.61,0.89,30.150000000000002,-6.78,-0.45%,🌑 雙重衰退,-10.29,-7.50%,磐亞,16.1000003815,0.45999999999999996,8.009950438557212,2025-12,4707.TWO,2025,-1.16,-6.32
⚪ 數據不足,-1.56,-1.96,-73.8,-15.0,30.43%,🌑 雙重衰退,16.58,-23.61%,欣大健康,39.9000015259,0.3800000000000008,0.0,2025-12,4198.TWO,2025,-18.9,-14.62
✅ 穩健價值,2.43,2.92,116.55,-3.05,31.15%,🌑 雙重衰退,-5.81,10.03%,第一保,26.1000003815,0.3799999999999999,3.3590734081724585,2025-12,2852.TW,2025,-3.25,-2.67
✅ 穩健價值,5.54,7.1,278.40000000000003,19.26,N/A,🚀 利潤擴張,25.35,N/A,意德士,284.0,0.16000000000000014,15.301724137931032,2025-12,7556.TWO,2025,19.5,19.42
✅ 穩健價值,4.38,5.88,213.14999999999998,14.03,N/A,🚀 利潤擴張,21.33,N/A,捷敏-KY,109.5,0.14000000000000057,7.705840957072485,2025-12,6525.TW,2025,15.99,14.17
⚪ 數據不足,-0.68,-0.77,-34.800000000000004,34.16,N/A,🚀 利潤擴張,26.09,N/A,蒙恬,20.25,0.030000000000001137,0.0,2025-12,5211.TWO,2025,25.77,34.19
❌ 暫避觀望,2.71,4.21,145.2,15.52,N/A,⚠️ 獲利稀釋,-5.9,N/A,金居,469.0,-0.17999999999999972,48.450413223140494,2025-12,8358.TWO,2025,11.75,15.34
⚪ 中性觀察,4.16,5.46,199.80000000000004,11.63,14.11%,⚠️ 獲利稀釋,10.05,9.96%,長榮航太,159.0,-0.20000000000000107,11.936936936936934,2025-12,2645.TW,2025,13.98,11.43
⚪ 數據不足,-1.54,-1.86,-73.05,-3.72,-20.30%,🌑 雙重衰退,-8.76,-35.14%,元翎,18.9500007629,-0.2999999999999994,0.0,2025-12,4564.TW,2025,8.43,-4.02
⚪ 數據不足,-0.95,-1.3,-50.4,15.88,76.40%,🏰 高護城河,18.8,-174.96%,杏國,20.7999992371,-0.3000000000000007,0.0,2025-12,4192.TWO,2025,17.43,15.58
⚪ 數據不足,-0.91,-1.43,-49.8,-21.87,N/A,🌑 雙重衰退,7.14,N/A,中茂,22.2999992371,-0.34999999999999787,0.0,2025-12,5205.TWO,2025,-19.89,-22.22
❌ 暫避觀望,0.73,0.58,33.9,14.37,N/A,⚠️ 獲利稀釋,151.72,N/A,雷虎,151.5,-0.3699999999999992,67.0353982300885,2025-12,8033.TW,2025,17.35,14.0
⚪ 中性觀察,1.01,1.26,48.75,2.85,97.54%,🏰 高護城河,4.12,41.10%,臺企銀,16.1499996185,-0.41000000000000014,4.969230651846154,2025-12,2834.TW,2025,1.98,2.44
⚪ 中性觀察,2.0,2.57,96.15,4.92,21.12%,⚠️ 獲利稀釋,6.95,11.17%,聯華,41.7000007629,-0.4299999999999997,6.505460337425896,2025-12,1229.TW,2025,-0.11,4.49
⚪ 中性觀察,1.81,2.42,93.60000000000001,2.58,18.07%,⚠️ 獲利稀釋,5.85,9.36%,華航,18.6000003815,-0.4700000000000002,2.980769291907051,2025-12,2610.TW,2025,2.68,2.11
❌ 暫避觀望,13.87,23.46,726.5999999999999,64.22,N/A,⚠️ 獲利稀釋,66.63,N/A,光聖,2095.0,-0.5,43.24938067712635,2025-12,6442.TW,2025,92.55,63.72
⚪ 中性觀察,0.24,0.58,15.9,-69.37,42.09%,🌑 雙重衰退,-46.67,22.63%,昇陽,13.5,-0.5799999999999983,12.735849056603772,2025-12,3266.TW,2025,-47.7,-69.95
⚪ 中性觀察,4.99,6.77,249.14999999999998,6.29,N/A,⚠️ 獲利稀釋,3.81,N/A,中保科,113.5,-0.5800000000000001,6.833232992173389,2025-12,9917.TW,2025,7.59,5.71
⚪ 中性觀察,3.41,9.06,219.9,13.69,48.58%,⚠️ 獲利稀釋,64.73,9.78%,喬山,130.0,-0.5800000000000001,8.867667121418826,2025-12,1736.TW,2025,14.96,13.11
❌ 暫避觀望,2.39,3.7,129.45,-9.17,22.24%,🌑 雙重衰退,-23.89,10.72%,三福化,142.5,-0.5899999999999999,16.512166859791428,2025-12,4755.TW,2025,0.49,-9.76
⚪ 中性觀察,8.52,11.47,440.55,3.64,N/A,⚠️ 獲利稀釋,6.85,N/A,中華資安,243.0,-0.6699999999999999,8.273748723186925,2025-12,7765.TW,2025,11.43,2.97
⚪ 中性觀察,11.25,14.36,559.9499999999999,11.2,N/A,⚠️ 獲利稀釋,6.94,N/A,宏�硌穈T,212.0,-0.7399999999999984,5.679078489150817,2025-12,6811.TWO,2025,8.94,10.46
⚪ 中性觀察,5.51,6.6,248.25,14.74,15.53%,⚠️ 獲利稀釋,23.82,5.80%,亞光,143.0,-0.75,8.640483383685801,2025-12,3019.TW,2025,16.37,13.99
❌ 暫避觀望,3.94,6.14,208.65,7.51,N/A,⚠️ 獲利稀釋,-4.62,N/A,矽格,213.0,-0.8799999999999999,15.31272465851905,2025-12,6257.TW,2025,7.66,6.63
⚪ 中性觀察,4.84,7.06,254.54999999999998,-2.04,62.29%,🏰 高護城河,-27.4,30.59%,國泰金,79.0,-0.8999999999999999,4.655274012964054,2025-12,2882.TW,2025,-12.01,-2.94
⚪ 中性觀察,5.52,7.55,287.55,20.51,30.92%,⚠️ 獲利稀釋,25.52,12.50%,湧德,128.0,-0.9000000000000021,6.677099634846113,2025-12,3689.TWO,2025,21.75,19.61
⚪ 中性觀察,0.89,1.17,45.150000000000006,2.75,43.22%,⚠️ 獲利稀釋,-2.2,38.82%,台灣高鐵,26.3500003815,-1.01,8.754152950664452,2025-12,2633.TW,2025,0.9,1.74
⚪ 中性觀察,1.54,1.72,63.9,1.69,N/A,⚠️ 獲利稀釋,0.0,N/A,大台北,29.4500007629,-1.0899999999999999,6.913145718990611,2025-12,9908.TW,2025,3.19,0.6
⚪ 數據不足,-1.96,-2.41,-99.3,9.49,N/A,⚠️ 獲利稀釋,8.41,N/A,金萬林-創,12.8999996185,-1.120000000000001,0.0,2025-12,6645.TW,2025,8.78,8.37
❌ 暫避觀望,0.03,0.27,5.700000000000001,-14.0,13.94%,🌑 雙重衰退,-88.0,-0.53%,亞帝歐,20.1499996185,-1.1500000000000004,53.02631478552631,2025-12,3516.TWO,2025,-21.23,-15.15
