Combination,Impact_Score
HMA_5 + MA_Long,0.8882
HMA_5 + DMA,0.8882
HMA_5 + AMA,0.8882
HMA_5 + DMA_Golden_Cross,0.8882
HMA_5 + DMA_Death_Cross,0.8882
HMA_5 + DMA_Bullish,0.8882
HMA_5 + DMA_Diff,0.8882
HMA_5 + DMA_Momentum_Up,0.8882
HMA_5 + MA200,0.8882
HMA_5 + High_120,0.8882
HMA_5 + MA20,0.8882
HMA_5 + Bias_Ratio,0.8882
HMA_5 + V_MA20,0.8882
HMA_5 + MA_60,0.8882
HMA_5 + ATR_20,0.8882
HMA_5 + ChangePercent,0.8882
HMA_5 + DealerBuyVolK,0.8882
HMA_5 + DealerDiffVolK,0.8882
HMA_5 + DealerSellVolK,0.8882
HMA_5 + ForeignBuyVolK,0.8882
HMA_5 + ForeignDiffVolK,0.8882
HMA_5 + ForeignHoldPercent,0.8882
HMA_5 + ForeignSellVolK,0.8882
HMA_5 + InvestmentTrustBuyVolK,0.8882
HMA_5 + InvestmentTrustDiffVolK,0.8882
HMA_5 + InvestmentTrustSellVolK,0.8882
HMA_5 + TotalBuyVolK,0.8882
Prev_Close + Change_percent,0.887428
Prev_Close + Change,0.887428
Prev_Close + TotalDiffVolK,0.887428
Prev_Close + MA200,0.887428
Prev_Close + ShortFinancingPercent,0.887428
Prev_Close + DayTradingVolK,0.887428
Prev_Close + Foreign_Hold_Increasing,0.887428
Prev_Close + Foreign_Consecutive_BuyDays,0.887428
Prev_Close + Foreign_LayoutScore,0.887428
Prev_Close + Foreign_VolumeK,0.887428
Prev_Close + TotalSellVolK,0.887428
Prev_Close + SMA_20,0.887428
Prev_Close + TotalBuyVolK,0.887428
Prev_Close + InvestmentTrustSellVolK,0.887428
Prev_Close + InvestmentTrustDiffVolK,0.887428
Prev_Close + InvestmentTrustBuyVolK,0.887428
Prev_Close + ForeignSellVolK,0.887428
Prev_Close + ForeignHoldPercent,0.887428
Prev_Close + ForeignDiffVolK,0.887428
Prev_Close + ForeignBuyVolK,0.887428
Prev_Close + DealerSellVolK,0.887428
Prev_Close + DealerDiffVolK,0.887428
Prev_Close + DealerBuyVolK,0.887428
Prev_Close + ChangePercent,0.887428
Prev_Close + ATR_20,0.887428
Prev_Close + MA_60,0.887428
Prev_Close + V_MA20,0.887428
Prev_Close + Bias_Ratio,0.887428
Prev_Close + MA20,0.887428
Prev_Close + FinancingBuyVolK,0.887428
Prev_Close + FinancingSellVolK,0.887428
Prev_Close + WMA_20,0.887428
Prev_Close + HMA_5,0.887428
Prev_Close + ShortRepayVolK,0.887428
Prev_Close + ShortSellVolK,0.887428
Prev_Close + ShortBuyVolK,0.887428
Prev_Close + FinancingUsageRatio,0.887428
Prev_Close + FinancingLimitVolK,0.887428
Prev_Close + FinancingTotalVolK,0.887428
Prev_Close + FinancingPaybackVolK,0.887428
Prev_Close + MA_5,0.887428
Prev_Close + EMA_5,0.887428
Prev_Close + WMA_5,0.887428
Prev_Close + SMA_5,0.887428
Prev_Close + DEMA_5,0.887428
Prev_Close + EMA_20,0.887428
Prev_Close + KAMA_5,0.887428
Prev_Close + SMMA_5,0.887428
Prev_Close + MA_10,0.887428
Prev_Close + EMA_10,0.887428
Prev_Close + WMA_10,0.887428
Prev_Close + SMA_10,0.887428
Prev_Close + HMA_10,0.887428
Prev_Close + DEMA_10,0.887428
Prev_Close + KAMA_10,0.887428
Prev_Close + SMMA_10,0.887428
Prev_Close + MA_20,0.887428
Prev_Close + High_120,0.887428
Prev_Close + DMA_Momentum_Up,0.887428
Prev_Close + HMA_20,0.887428
Prev_Close + DMA_Diff,0.887428
Prev_Close + Williams,0.887428
Prev_Close + BOLL,0.887428
Prev_Close + Lower_Band,0.887428
Prev_Close + Upper_Band,0.887428
Prev_Close + SMA,0.887428
Prev_Close + RSI,0.887428
Prev_Close + MACD_Momentum_Ratio,0.887428
Prev_Close + MACD_Bearish_Strong,0.887428
Prev_Close + MACD_Bullish_Strong,0.887428
Prev_Close + MACD_Momentum_Down,0.887428
Prev_Close + MACD_Momentum_Up,0.887428
Prev_Close + MACD_Diff,0.887428
Prev_Close + MACD_Bearish_Zone,0.887428
Prev_Close + MACD_Bullish_Zone,0.887428
Prev_Close + MACD_Death_Cross,0.887428
Prev_Close + MACD_Golden_Cross,0.887428
Prev_Close + MACD_OSC,0.887428
Prev_Close + MACD_Hist,0.887428
Prev_Close + MACD_Signal,0.887428
Prev_Close + MACD,0.887428
Prev_Close + DEA,0.887428
Prev_Close + DIF,0.887428
Prev_Close + WMA_6,0.887428
Prev_Close + SMMA_20,0.887428
Prev_Close + KAMA_20,0.887428
Prev_Close + KDJ_K,0.887428
Prev_Close + KDJ_D,0.887428
Prev_Close + KDJ_J,0.887428
Prev_Close + Bullish_Align,0.887428
Prev_Close + DMA_Bullish,0.887428
Prev_Close + DMA_Death_Cross,0.887428
Prev_Close + DMA_Golden_Cross,0.887428
Prev_Close + AMA,0.887428
Prev_Close + DMA,0.887428
Prev_Close + MA_Long,0.887428
Prev_Close + MA_Short,0.887428
Prev_Close + Golden_Cross,0.887428
Prev_Close + Bias_Divergence,0.887428
Prev_Close + Strong_Trend,0.887428
Prev_Close + Short_Term_Rebound,0.887428
Prev_Close + BIAS_20,0.887428
Prev_Close + OBV,0.887428
Prev_Close + BIAS_6,0.887428
Prev_Close + BIAS_Short_Col,0.887428
Prev_Close + Vol_Spike,0.887428
Prev_Close + Vol_Ratio,0.887428
Prev_Close + Vol_MA6,0.887428
Prev_Close + ADX_5,0.887428
Prev_Close + ADX,0.887428
Prev_Close + -DI,0.887428
Prev_Close + +DI,0.887428
Prev_Close + CCI,0.887428
Prev_Close + OBV_MA,0.887428
Prev_Close + ShortTotalVolK,0.887428
Prev_Close + DEMA_20,0.887428
Prev_Close + LendingSellVolK,0.887428
Prev_Close + MainHoldPercent,0.887428
Prev_Close + ShortLimitVolK,0.887428
Prev_Close + ShortUsageRatio,0.887428
Prev_Close + LendingRepayVolK,0.887428
Prev_Close + LendingTotalVolK,0.887428
Prev_Close + DirSupHoldPercent,0.887428
Prev_Close + MainHolderCount,0.887428
Prev_Close + TotalDifferenceVolK,0.887428
Prev_Close + TotalOverbuyVolK,0.887428
Prev_Close + TotalOversellVolK,0.887428
Prev_Close + TradeVolumeRate,0.887428
Prev_Close + BIAS_Accel,0.887428
Prev_Close + BB_Pos,0.887428
TotalDifferenceVolK + BB_Pos,0.883921
TotalDifferenceVolK + TotalOversellVolK,0.883921
TotalDifferenceVolK + TradeVolumeRate,0.883921
TotalDifferenceVolK + BIAS_Accel,0.883921
TotalDifferenceVolK + TotalOverbuyVolK,0.883921
HMA_10 + Lower_Band,0.877393
HMA_10 + BOLL,0.877393
HMA_10 + Williams,0.877393
HMA_10 + Upper_Band,0.877393
HMA_10 + SMA,0.877393
HMA_10 + RSI,0.877393
HMA_10 + KDJ_K,0.877393
HMA_10 + TotalBuyVolK,0.877393
HMA_10 + ADX,0.877393
HMA_10 + KDJ_D,0.877393
HMA_10 + KDJ_J,0.877393
HMA_10 + OBV,0.877393
HMA_10 + OBV_MA,0.877393
HMA_10 + CCI,0.877393
HMA_10 + +DI,0.877393
HMA_10 + -DI,0.877393
HMA_10 + MACD_Bearish_Strong,0.877393
HMA_10 + TotalDiffVolK,0.877393
HMA_10 + Vol_MA6,0.877393
HMA_10 + Vol_Ratio,0.877393
HMA_10 + Vol_Spike,0.877393
HMA_10 + MACD_Momentum_Ratio,0.877393
HMA_10 + MACD_Golden_Cross,0.877393
HMA_10 + MACD_Bullish_Strong,0.877393
HMA_10 + WMA_6,0.877393
HMA_10 + DEMA_10,0.877393
HMA_10 + KAMA_10,0.877393
HMA_10 + SMMA_10,0.877393
HMA_10 + MA_20,0.877393
HMA_10 + EMA_20,0.877393
HMA_10 + WMA_20,0.877393
HMA_10 + SMA_20,0.877393
HMA_10 + HMA_20,0.877393
HMA_10 + DEMA_20,0.877393
HMA_10 + KAMA_20,0.877393
HMA_10 + SMMA_20,0.877393
HMA_10 + DIF,0.877393
HMA_10 + MACD_Momentum_Down,0.877393
HMA_10 + DEA,0.877393
HMA_10 + MACD,0.877393
HMA_10 + MACD_Signal,0.877393
HMA_10 + MACD_Hist,0.877393
HMA_10 + MACD_OSC,0.877393
HMA_10 + BIAS_6,0.877393
HMA_10 + MACD_Death_Cross,0.877393
HMA_10 + MACD_Bullish_Zone,0.877393
HMA_10 + MACD_Bearish_Zone,0.877393
HMA_10 + MACD_Diff,0.877393
HMA_10 + MACD_Momentum_Up,0.877393
HMA_10 + BIAS_Short_Col,0.877393
HMA_10 + ADX_5,0.877393
HMA_10 + BIAS_20,0.877393
HMA_10 + BB_Pos,0.877393
HMA_10 + TradeVolumeRate,0.877393
HMA_10 + TotalOversellVolK,0.877393
HMA_10 + TotalOverbuyVolK,0.877393
HMA_10 + TotalDifferenceVolK,0.877393
HMA_10 + MainHoldPercent,0.877393
HMA_10 + MainHolderCount,0.877393
HMA_10 + Bullish_Align,0.877393
HMA_10 + LendingTotalVolK,0.877393
HMA_10 + LendingRepayVolK,0.877393
HMA_10 + LendingSellVolK,0.877393
HMA_10 + ShortUsageRatio,0.877393
HMA_10 + ShortLimitVolK,0.877393
HMA_10 + InvestmentTrustSellVolK,0.877393
HMA_10 + ShortRepayVolK,0.877393
HMA_10 + ShortSellVolK,0.877393
HMA_10 + ShortBuyVolK,0.877393
HMA_10 + FinancingUsageRatio,0.877393
HMA_10 + FinancingLimitVolK,0.877393
HMA_10 + FinancingTotalVolK,0.877393
HMA_10 + FinancingPaybackVolK,0.877393
HMA_10 + FinancingSellVolK,0.877393
HMA_10 + FinancingBuyVolK,0.877393
HMA_10 + ShortFinancingPercent,0.877393
HMA_10 + DayTradingVolK,0.877393
HMA_10 + Foreign_Hold_Increasing,0.877393
HMA_10 + Foreign_Consecutive_BuyDays,0.877393
HMA_10 + Foreign_LayoutScore,0.877393
HMA_10 + Foreign_VolumeK,0.877393
HMA_10 + TotalSellVolK,0.877393
HMA_10 + BIAS_Accel,0.877393
HMA_10 + DirSupHoldPercent,0.877393
HMA_10 + InvestmentTrustDiffVolK,0.877393
HMA_10 + MA200,0.877393
HMA_10 + Short_Term_Rebound,0.877393
HMA_10 + Strong_Trend,0.877393
HMA_10 + Bias_Divergence,0.877393
HMA_10 + Golden_Cross,0.877393
HMA_10 + MA_Short,0.877393
HMA_10 + MA_Long,0.877393
HMA_10 + InvestmentTrustBuyVolK,0.877393
HMA_10 + AMA,0.877393
HMA_10 + DMA_Golden_Cross,0.877393
HMA_10 + DMA_Death_Cross,0.877393
HMA_10 + DMA_Bullish,0.877393
HMA_10 + DMA_Diff,0.877393
HMA_10 + DMA_Momentum_Up,0.877393
HMA_10 + DMA,0.877393
HMA_10 + High_120,0.877393
HMA_10 + DealerDiffVolK,0.877393
HMA_10 + MA20,0.877393
HMA_10 + ForeignSellVolK,0.877393
HMA_10 + ForeignHoldPercent,0.877393
HMA_10 + ForeignDiffVolK,0.877393
HMA_10 + ForeignBuyVolK,0.877393
HMA_10 + DealerSellVolK,0.877393
HMA_10 + ShortTotalVolK,0.877393
HMA_10 + DealerBuyVolK,0.877393
HMA_10 + ATR_20,0.877393
HMA_10 + MA_60,0.877393
HMA_10 + V_MA20,0.877393
HMA_10 + Bias_Ratio,0.877393
HMA_10 + ChangePercent,0.877393
FinancingUsageRatio + LendingTotalVolK,0.877307
FinancingUsageRatio + ShortBuyVolK,0.877307
FinancingUsageRatio + ShortTotalVolK,0.877307
FinancingUsageRatio + ShortLimitVolK,0.877307
FinancingUsageRatio + ShortUsageRatio,0.877307
FinancingUsageRatio + LendingSellVolK,0.877307
FinancingUsageRatio + LendingRepayVolK,0.877307
FinancingUsageRatio + MainHoldPercent,0.877307
FinancingUsageRatio + DirSupHoldPercent,0.877307
FinancingUsageRatio + MainHolderCount,0.877307
FinancingUsageRatio + TotalDifferenceVolK,0.877307
FinancingUsageRatio + TotalOverbuyVolK,0.877307
FinancingUsageRatio + TotalOversellVolK,0.877307
FinancingUsageRatio + TradeVolumeRate,0.877307
FinancingUsageRatio + BB_Pos,0.877307
FinancingUsageRatio + BIAS_Accel,0.877307
FinancingUsageRatio + ShortSellVolK,0.877307
FinancingUsageRatio + ShortRepayVolK,0.877307
FinancingTotalVolK + FinancingLimitVolK,0.876318
FinancingTotalVolK + ShortBuyVolK,0.876318
FinancingTotalVolK + ShortSellVolK,0.876318
FinancingTotalVolK + ShortRepayVolK,0.876318
FinancingTotalVolK + ShortTotalVolK,0.876318
FinancingTotalVolK + ShortLimitVolK,0.876318
FinancingTotalVolK + ShortUsageRatio,0.876318
FinancingTotalVolK + LendingSellVolK,0.876318
FinancingTotalVolK + LendingRepayVolK,0.876318
FinancingTotalVolK + DirSupHoldPercent,0.876318
FinancingTotalVolK + MainHolderCount,0.876318
FinancingTotalVolK + MainHoldPercent,0.876318
FinancingTotalVolK + TotalDifferenceVolK,0.876318
FinancingTotalVolK + TotalOverbuyVolK,0.876318
FinancingTotalVolK + TotalOversellVolK,0.876318
FinancingTotalVolK + TradeVolumeRate,0.876318
FinancingTotalVolK + BIAS_Accel,0.876318
FinancingTotalVolK + BB_Pos,0.876318
FinancingTotalVolK + FinancingUsageRatio,0.876318
FinancingTotalVolK + LendingTotalVolK,0.876318
DEMA_5 + Upper_Band,0.876311
DEMA_5 + Bias_Divergence,0.876311
DEMA_5 + Vol_Spike,0.876311
DEMA_5 + Vol_Ratio,0.876311
DEMA_5 + Vol_MA6,0.876311
DEMA_5 + ADX_5,0.876311
DEMA_5 + ADX,0.876311
DEMA_5 + -DI,0.876311
DEMA_5 + KAMA_20,0.876311
DEMA_5 + +DI,0.876311
DEMA_5 + CCI,0.876311
DEMA_5 + OBV_MA,0.876311
DEMA_5 + OBV,0.876311
DEMA_5 + KDJ_J,0.876311
DEMA_5 + KDJ_D,0.876311
DEMA_5 + KDJ_K,0.876311
DEMA_5 + Williams,0.876311
DEMA_5 + BOLL,0.876311
DEMA_5 + Lower_Band,0.876311
DEMA_5 + SMMA_20,0.876311
DEMA_5 + WMA_6,0.876311
DEMA_5 + Strong_Trend,0.876311
DEMA_5 + Golden_Cross,0.876311
DEMA_5 + DEA,0.876311
DEMA_5 + DEMA_20,0.876311
DEMA_5 + BIAS_6,0.876311
DEMA_5 + BIAS_20,0.876311
DEMA_5 + Bullish_Align,0.876311
DEMA_5 + Short_Term_Rebound,0.876311
DEMA_5 + KAMA_5,0.876311
DEMA_5 + SMMA_5,0.876311
DEMA_5 + MA_10,0.876311
DEMA_5 + EMA_10,0.876311
DEMA_5 + WMA_10,0.876311
DEMA_5 + SMA_10,0.876311
DEMA_5 + HMA_10,0.876311
DEMA_5 + DEMA_10,0.876311
DEMA_5 + KAMA_10,0.876311
DEMA_5 + SMMA_10,0.876311
DEMA_5 + MA_20,0.876311
DEMA_5 + EMA_20,0.876311
DEMA_5 + WMA_20,0.876311
DEMA_5 + SMA_20,0.876311
DEMA_5 + HMA_20,0.876311
DEMA_5 + DIF,0.876311
DEMA_5 + MACD,0.876311
DEMA_5 + SMA,0.876311
DEMA_5 + DealerSellVolK,0.876311
DEMA_5 + DealerBuyVolK,0.876311
DEMA_5 + ChangePercent,0.876311
DEMA_5 + ATR_20,0.876311
DEMA_5 + MA_60,0.876311
DEMA_5 + V_MA20,0.876311
DEMA_5 + Bias_Ratio,0.876311
DEMA_5 + MA20,0.876311
DEMA_5 + High_120,0.876311
DEMA_5 + MA200,0.876311
DEMA_5 + DMA_Momentum_Up,0.876311
DEMA_5 + DMA_Diff,0.876311
DEMA_5 + DMA_Bullish,0.876311
DEMA_5 + DMA_Death_Cross,0.876311
DEMA_5 + DMA_Golden_Cross,0.876311
DEMA_5 + AMA,0.876311
DEMA_5 + DMA,0.876311
DEMA_5 + MA_Long,0.876311
DEMA_5 + MACD_Momentum_Ratio,0.876311
DEMA_5 + RSI,0.876311
DEMA_5 + DealerDiffVolK,0.876311
DEMA_5 + ForeignBuyVolK,0.876311
DEMA_5 + MACD_Signal,0.876311
DEMA_5 + ForeignDiffVolK,0.876311
DEMA_5 + MACD_Hist,0.876311
DEMA_5 + MACD_OSC,0.876311
DEMA_5 + MACD_Golden_Cross,0.876311
DEMA_5 + MACD_Death_Cross,0.876311
DEMA_5 + MACD_Bullish_Zone,0.876311
DEMA_5 + MACD_Bearish_Zone,0.876311
DEMA_5 + MACD_Diff,0.876311
DEMA_5 + MACD_Momentum_Up,0.876311
DEMA_5 + MA_Short,0.876311
DEMA_5 + MACD_Bullish_Strong,0.876311
DEMA_5 + MACD_Bearish_Strong,0.876311
DEMA_5 + TotalSellVolK,0.876311
DEMA_5 + TotalDiffVolK,0.876311
DEMA_5 + TotalBuyVolK,0.876311
DEMA_5 + InvestmentTrustSellVolK,0.876311
DEMA_5 + InvestmentTrustDiffVolK,0.876311
DEMA_5 + InvestmentTrustBuyVolK,0.876311
DEMA_5 + ForeignSellVolK,0.876311
DEMA_5 + ForeignHoldPercent,0.876311
DEMA_5 + MACD_Momentum_Down,0.876311
DEMA_5 + BIAS_Short_Col,0.876311
DEMA_5 + Foreign_VolumeK,0.876311
DEMA_5 + ShortLimitVolK,0.876311
DEMA_5 + Foreign_LayoutScore,0.876311
DEMA_5 + Foreign_Consecutive_BuyDays,0.876311
DEMA_5 + Foreign_Hold_Increasing,0.876311
DEMA_5 + DayTradingVolK,0.876311
DEMA_5 + ShortFinancingPercent,0.876311
DEMA_5 + FinancingBuyVolK,0.876311
DEMA_5 + FinancingSellVolK,0.876311
DEMA_5 + FinancingPaybackVolK,0.876311
DEMA_5 + FinancingLimitVolK,0.876311
DEMA_5 + FinancingUsageRatio,0.876311
DEMA_5 + ShortBuyVolK,0.876311
DEMA_5 + ShortSellVolK,0.876311
DEMA_5 + ShortRepayVolK,0.876311
DEMA_5 + ShortTotalVolK,0.876311
DEMA_5 + FinancingTotalVolK,0.876311
DEMA_5 + ShortUsageRatio,0.876311
DEMA_5 + TotalDifferenceVolK,0.876311
DEMA_5 + LendingSellVolK,0.876311
DEMA_5 + BB_Pos,0.876311
DEMA_5 + BIAS_Accel,0.876311
DEMA_5 + TradeVolumeRate,0.876311
DEMA_5 + TotalOverbuyVolK,0.876311
DEMA_5 + TotalOversellVolK,0.876311
DEMA_5 + MainHoldPercent,0.876311
DEMA_5 + MainHolderCount,0.876311
DEMA_5 + DirSupHoldPercent,0.876311
DEMA_5 + LendingTotalVolK,0.876311
DEMA_5 + LendingRepayVolK,0.876311
Bias_Ratio + ShortFinancingPercent,0.876205
Bias_Ratio + TotalSellVolK,0.876205
Bias_Ratio + DayTradingVolK,0.876205
Bias_Ratio + Foreign_Hold_Increasing,0.876205
Bias_Ratio + Foreign_Consecutive_BuyDays,0.876205
Bias_Ratio + Foreign_LayoutScore,0.876205
Bias_Ratio + Foreign_VolumeK,0.876205
Bias_Ratio + TradeVolumeRate,0.876205
Bias_Ratio + TotalDiffVolK,0.876205
Bias_Ratio + TotalOverbuyVolK,0.876205
Bias_Ratio + InvestmentTrustSellVolK,0.876205
Bias_Ratio + TotalDifferenceVolK,0.876205
Bias_Ratio + BB_Pos,0.876205
Bias_Ratio + TotalOversellVolK,0.876205
Bias_Ratio + FinancingSellVolK,0.876205
Bias_Ratio + FinancingBuyVolK,0.876205
Bias_Ratio + TotalBuyVolK,0.876205
Bias_Ratio + FinancingPaybackVolK,0.876205
Bias_Ratio + ShortUsageRatio,0.876205
Bias_Ratio + MainHolderCount,0.876205
Bias_Ratio + InvestmentTrustDiffVolK,0.876205
Bias_Ratio + DirSupHoldPercent,0.876205
Bias_Ratio + LendingTotalVolK,0.876205
Bias_Ratio + LendingRepayVolK,0.876205
Bias_Ratio + LendingSellVolK,0.876205
Bias_Ratio + ShortLimitVolK,0.876205
Bias_Ratio + FinancingTotalVolK,0.876205
Bias_Ratio + ShortTotalVolK,0.876205
Bias_Ratio + ShortRepayVolK,0.876205
Bias_Ratio + ShortSellVolK,0.876205
Bias_Ratio + ShortBuyVolK,0.876205
Bias_Ratio + FinancingUsageRatio,0.876205
Bias_Ratio + FinancingLimitVolK,0.876205
Bias_Ratio + BIAS_Accel,0.876205
Bias_Ratio + MainHoldPercent,0.876205
Bias_Ratio + InvestmentTrustBuyVolK,0.876205
Bias_Ratio + ForeignDiffVolK,0.876205
Bias_Ratio + ForeignBuyVolK,0.876205
Bias_Ratio + DealerSellVolK,0.876205
Bias_Ratio + DealerDiffVolK,0.876205
Bias_Ratio + DealerBuyVolK,0.876205
Bias_Ratio + ChangePercent,0.876205
Bias_Ratio + ATR_20,0.876205
Bias_Ratio + MA_60,0.876205
Bias_Ratio + V_MA20,0.876205
Bias_Ratio + ForeignSellVolK,0.876205
Bias_Ratio + ForeignHoldPercent,0.876205
ATR_20 + Foreign_VolumeK,0.875143
ATR_20 + DayTradingVolK,0.875143
ATR_20 + BB_Pos,0.875143
ATR_20 + FinancingTotalVolK,0.875143
ATR_20 + FinancingPaybackVolK,0.875143
ATR_20 + FinancingSellVolK,0.875143
ATR_20 + FinancingBuyVolK,0.875143
ATR_20 + ShortFinancingPercent,0.875143
ATR_20 + Foreign_Hold_Increasing,0.875143
ATR_20 + TotalSellVolK,0.875143
ATR_20 + Foreign_Consecutive_BuyDays,0.875143
ATR_20 + InvestmentTrustBuyVolK,0.875143
ATR_20 + InvestmentTrustDiffVolK,0.875143
ATR_20 + InvestmentTrustSellVolK,0.875143
ATR_20 + TotalBuyVolK,0.875143
ATR_20 + Foreign_LayoutScore,0.875143
ATR_20 + TotalDiffVolK,0.875143
ATR_20 + ChangePercent,0.875143
ATR_20 + FinancingLimitVolK,0.875143
ATR_20 + LendingRepayVolK,0.875143
ATR_20 + TradeVolumeRate,0.875143
ATR_20 + TotalOversellVolK,0.875143
ATR_20 + FinancingUsageRatio,0.875143
ATR_20 + LendingTotalVolK,0.875143
ATR_20 + ForeignSellVolK,0.875143
ATR_20 + ForeignHoldPercent,0.875143
ATR_20 + ForeignDiffVolK,0.875143
ATR_20 + ForeignBuyVolK,0.875143
ATR_20 + DealerSellVolK,0.875143
ATR_20 + DealerDiffVolK,0.875143
ATR_20 + DealerBuyVolK,0.875143
ATR_20 + DirSupHoldPercent,0.875143
ATR_20 + MainHolderCount,0.875143
ATR_20 + MainHoldPercent,0.875143
ATR_20 + TotalDifferenceVolK,0.875143
ATR_20 + BIAS_Accel,0.875143
ATR_20 + TotalOverbuyVolK,0.875143
ATR_20 + ShortTotalVolK,0.875143
ATR_20 + ShortBuyVolK,0.875143
ATR_20 + LendingSellVolK,0.875143
ATR_20 + ShortUsageRatio,0.875143
ATR_20 + ShortLimitVolK,0.875143
ATR_20 + ShortRepayVolK,0.875143
ATR_20 + ShortSellVolK,0.875143
Change + Vol_Ratio,0.873875
Change + Bias_Divergence,0.873875
Change + Strong_Trend,0.873875
Change + Short_Term_Rebound,0.873875
Change + Bullish_Align,0.873875
Change + BIAS_20,0.873875
Change + BIAS_6,0.873875
Change + BIAS_Short_Col,0.873875
Change + Vol_Spike,0.873875
Change + Vol_MA6,0.873875
Change + ADX_5,0.873875
Change + KDJ_D,0.873875
Change + KDJ_J,0.873875
Change + OBV,0.873875
Change + OBV_MA,0.873875
Change + CCI,0.873875
Change + +DI,0.873875
Change + -DI,0.873875
Change + ADX,0.873875
Change + KDJ_K,0.873875
Change + EMA_10,0.873875
Change + MA_Short,0.873875
Change + ShortRepayVolK,0.873875
Change + TotalDifferenceVolK,0.873875
Change + MainHoldPercent,0.873875
Change + MainHolderCount,0.873875
Change + DirSupHoldPercent,0.873875
Change + LendingTotalVolK,0.873875
Change + LendingRepayVolK,0.873875
Change + LendingSellVolK,0.873875
Change + ShortUsageRatio,0.873875
Change + ShortLimitVolK,0.873875
Change + ShortTotalVolK,0.873875
Change + ShortSellVolK,0.873875
Change + BB_Pos,0.873875
Change + ShortBuyVolK,0.873875
Change + FinancingUsageRatio,0.873875
Change + FinancingLimitVolK,0.873875
Change + FinancingTotalVolK,0.873875
Change + FinancingPaybackVolK,0.873875
Change + FinancingSellVolK,0.873875
Change + FinancingBuyVolK,0.873875
Change + ShortFinancingPercent,0.873875
Change + TradeVolumeRate,0.873875
Change + BIAS_Accel,0.873875
Change + Golden_Cross,0.873875
Change + High_120,0.873875
Change + MA_Long,0.873875
Change + InvestmentTrustBuyVolK,0.873875
Change + DMA,0.873875
Change + MACD,0.873875
Change + TotalOversellVolK,0.873875
Change + MACD_Signal,0.873875
Change + MACD_Hist,0.873875
Change + DealerSellVolK,0.873875
Change + ForeignBuyVolK,0.873875
Change + ForeignDiffVolK,0.873875
Change + ForeignHoldPercent,0.873875
Change + ForeignSellVolK,0.873875
Change + InvestmentTrustDiffVolK,0.873875
Change + MACD_Death_Cross,0.873875
Change + InvestmentTrustSellVolK,0.873875
Change + TotalBuyVolK,0.873875
Change + TotalDiffVolK,0.873875
Change + TotalSellVolK,0.873875
Change + Foreign_VolumeK,0.873875
Change + Foreign_LayoutScore,0.873875
Change + Foreign_Consecutive_BuyDays,0.873875
Change + Foreign_Hold_Increasing,0.873875
Change + DayTradingVolK,0.873875
Change + MACD_OSC,0.873875
Change + DIF,0.873875
Change + WMA_6,0.873875
Change + Change_percent,0.873875
Change + MA_5,0.873875
Change + SMA_10,0.873875
Change + HMA_10,0.873875
Change + DEMA_10,0.873875
Change + KAMA_10,0.873875
Change + SMMA_10,0.873875
Change + MA_20,0.873875
Change + EMA_20,0.873875
Change + WMA_20,0.873875
Change + SMA_20,0.873875
Change + HMA_20,0.873875
Change + DEMA_20,0.873875
Change + KAMA_20,0.873875
Change + SMMA_20,0.873875
Change + MA_10,0.873875
Change + SMMA_5,0.873875
Change + KAMA_5,0.873875
Change + DEMA_5,0.873875
Change + HMA_5,0.873875
Change + SMA_5,0.873875
Change + WMA_5,0.873875
Change + EMA_5,0.873875
Change + MACD_Golden_Cross,0.873875
Change + DEA,0.873875
Change + MACD_Bullish_Zone,0.873875
Change + ChangePercent,0.873875
Change + AMA,0.873875
Change + DMA_Golden_Cross,0.873875
Change + DMA_Death_Cross,0.873875
Change + DMA_Bullish,0.873875
Change + DMA_Diff,0.873875
Change + DMA_Momentum_Up,0.873875
Change + MA200,0.873875
Change + WMA_10,0.873875
Change + MACD_Bearish_Zone,0.873875
Change + MA20,0.873875
Change + Bias_Ratio,0.873875
Change + V_MA20,0.873875
Change + MA_60,0.873875
Change + ATR_20,0.873875
Change + TotalOverbuyVolK,0.873875
Change + DealerBuyVolK,0.873875
Change + MACD_Bullish_Strong,0.873875
Change + Upper_Band,0.873875
Change + SMA,0.873875
Change + RSI,0.873875
Change + MACD_Momentum_Ratio,0.873875
Change + MACD_Bearish_Strong,0.873875
Change + DealerDiffVolK,0.873875
Change + MACD_Momentum_Down,0.873875
Change + MACD_Diff,0.873875
Change + Lower_Band,0.873875
Change + BOLL,0.873875
Change + Williams,0.873875
Change + MACD_Momentum_Up,0.873875
Vol_MA6 + Foreign_Consecutive_BuyDays,0.87342
Vol_MA6 + FinancingBuyVolK,0.87342
Vol_MA6 + ShortFinancingPercent,0.87342
Vol_MA6 + DayTradingVolK,0.87342
Vol_MA6 + Foreign_Hold_Increasing,0.87342
Vol_MA6 + Foreign_VolumeK,0.87342
Vol_MA6 + Foreign_LayoutScore,0.87342
Vol_MA6 + TotalSellVolK,0.87342
Vol_MA6 + TotalDiffVolK,0.87342
Vol_MA6 + TotalBuyVolK,0.87342
Vol_MA6 + FinancingPaybackVolK,0.87342
Vol_MA6 + FinancingSellVolK,0.87342
Vol_MA6 + LendingRepayVolK,0.87342
Vol_MA6 + FinancingTotalVolK,0.87342
Vol_MA6 + MainHoldPercent,0.87342
Vol_MA6 + MainHolderCount,0.87342
Vol_MA6 + DirSupHoldPercent,0.87342
