eps,price,prev_year,est_price,expansion,eps_yoy,pe,name,gm,om,rev_yoy,date,advice,prev_eps,prev_eps_yoy,symbol,prev_rev_yoy,status
1.51,20.4500007629,2025,57.900000000000006,5.18,13.53,5.297927658782383,彰銀,88.90%,38.59%,8.35,2025-12,✅ 穩健價值,1.2,20.0,2801.TW,7.51,🏰 高護城河
2.45,34.75,2025,91.95000000000002,5.170000000000002,-14.34,5.668841761827079,欣高,N/A,N/A,-19.51,2025-12,✅ 穩健價值,1.86,-6.06,9931.TW,-27.73,🌑 雙重衰退
18.5,259.5,2025,798.15,4.989999999999995,35.66,4.876902837812441,振樺電,N/A,N/A,30.67,2025-12,✅ 穩健價值,15.84,86.67,8114.TW,69.45,🚀 利潤擴張
2.36,55.7000007629,2025,85.8,4.94,-1.26,9.737762371136364,全國,N/A,N/A,-6.2,2025-12,✅ 穩健價值,1.74,-1.14,9937.TW,-6.0,🌑 雙重衰退
13.61,293.5,2025,498.75,4.890000000000001,23.02,8.827067669172932,鴻海,5.88%,3.28%,18.13,2025-12,✅ 穩健價值,10.38,34.73,2317.TW,16.23,🚀 利潤擴張
4.77,114.0,2025,176.54999999999998,4.89,4.58,9.685641461342396,台灣大,19.71%,10.58%,-0.31,2025-12,✅ 穩健價值,3.49,1.8,3045.TW,-0.87,🧐 疑業外收益
8.73,367.0,2025,316.65,4.739999999999998,31.08,17.385125532922785,良維,N/A,N/A,26.34,2025-12,⚪ 中性觀察,6.2,42.86,6290.TWO,28.79,🚀 利潤擴張
46.93,8705.0,2025,1807.6499999999999,4.730000000000004,40.24,72.23466932204796,穎崴,N/A,N/A,35.51,2025-12,⚠️ 追價風險,33.4,39.53,6515.TW,32.04,🚀 利潤擴張
-1.59,11.6999998093,2025,-31.050000000000004,4.57,6.47,0.0,正峰,32.24%,-58.77%,1.9,2025-12,⚪ 數據不足,-0.36,64.0,1538.TW,22.91,🚀 利潤擴張
1.77,23.3999996185,2025,74.55,4.569999999999999,9.26,4.708249420221328,長盛,27.24%,-0.96%,4.69,2025-12,✅ 穩健價值,1.63,26.36,3492.TWO,7.91,🚀 利潤擴張
4.3,69.5,2025,151.05,4.509999999999998,36.94,6.901688182720953,炎洲流通,25.09%,7.94%,32.43,2025-12,✅ 穩健價值,3.11,36.4,3171.TWO,23.81,🚀 利潤擴張
6.88,398.5,2025,188.55,4.480000000000004,41.38,31.702466189339695,博智,N/A,N/A,36.9,2025-12,⚠️ 追價風險,3.35,1.87,8155.TWO,35.15,🚀 利潤擴張
11.33,1065.0,2025,411.90000000000003,4.48,32.78,38.783685360524395,新應材,44.02%,23.34%,28.3,2025-12,⚠️ 追價風險,8.49,32.29,4749.TWO,32.03,🚀 利潤擴張
1.29,20.5,2025,44.85,4.4399999999999995,8.94,6.856187290969899,聯邦銀,94.34%,35.36%,4.5,2025-12,✅ 穩健價值,0.91,-1.98,2838.TW,-0.7,🏰 高護城河
3.03,26.7999992371,2025,132.89999999999998,4.43,-57.74,3.0248306136681715,名軒,49.04%,34.02%,-62.17,2025-12,✅ 穩健價值,2.49,-57.58,1442.TW,-63.75,🌑 雙重衰退
9.61,217.5,2025,370.65,4.3500000000000005,4.45,8.802104411169568,鈞興-KY,33.35%,18.52%,0.1,2025-12,✅ 穩健價值,7.33,7.67,4571.TW,4.55,🚀 利潤擴張
4.38,1050.0,2025,114.89999999999999,4.32,18.07,137.0757180156658,欣興,15.77%,6.82%,13.75,2025-12,⚠️ 追價風險,2.06,-37.88,3037.TW,12.28,🚀 利潤擴張
0.81,33.6500015259,2025,8.700000000000001,4.299999999999999,-12.9,58.01724401017241,岳豐,N/A,N/A,-17.2,2025-12,⚠️ 追價風險,0.45,-25.0,6220.TWO,-20.23,🌑 雙重衰退
4.33,0.0,2025,0.0,4.28,2.79,0.0,大成,15.43%,5.11%,-1.49,2025-12,⚪ 數據不足,2.67,-9.42,1210.TW,-1.43,🧐 疑業外收益
4.15,106.0,2025,150.60000000000002,4.16,1.47,10.557768924302788,崇越電,17.90%,6.27%,-2.69,2025-12,✅ 穩健價值,3.06,2.0,3388.TWO,-2.28,🧐 疑業外收益
8.84,138.5,2025,309.75000000000006,4.14,1.84,6.707021791767554,華立,8.77%,5.39%,-2.3,2025-12,✅ 穩健價值,6.28,-5.56,3010.TW,-2.77,🧐 疑業外收益
-1.02,17.8999996185,2025,-35.1,3.9399999999999995,9.52,0.0,寶德,15.17%,-15.09%,5.58,2025-12,⚪ 數據不足,-0.64,48.21,3349.TWO,28.56,🚀 利潤擴張
1.57,80.8000030518,2025,64.2,3.830000000000002,23.62,18.87850538593458,微矽電子-創,N/A,N/A,19.79,2025-12,⚪ 中性觀察,1.53,96.15,8162.TW,28.35,🚀 利潤擴張
12.6,193.5,2025,469.49999999999994,3.51,11.7,6.182108626198084,智易,15.29%,6.31%,8.19,2025-12,✅ 穩健價值,9.52,12.4,3596.TW,8.39,🚀 利潤擴張
2.31,71.5,2025,72.9,3.44,1.77,14.7119341563786,伊雲谷,N/A,N/A,-1.67,2025-12,✅ 穩健價值,1.15,-34.29,6689.TW,2.81,🧐 疑業外收益
30.6,396.0,2025,1094.85,3.3400000000000003,5.99,5.425400739827374,新普,N/A,N/A,2.65,2025-12,✅ 穩健價值,21.26,3.45,6121.TWO,-0.37,🚀 利潤擴張
3.04,43.7000007629,2025,124.19999999999999,3.3100000000000005,16.48,5.277777869915459,東捷資訊,N/A,N/A,13.17,2025-12,✅ 穩健價值,2.54,27.0,6697.TWO,14.74,🚀 利潤擴張
3.63,49.75,2025,133.49999999999997,3.2600000000000016,23.05,5.589887640449439,東生華,N/A,N/A,19.79,2025-12,✅ 穩健價值,3.01,11.48,8432.TWO,18.72,🚀 利潤擴張
2.24,34.4500007629,2025,86.55000000000001,3.25,6.16,5.97053739391681,德記,N/A,N/A,2.91,2025-12,✅ 穩健價值,1.79,1.13,5902.TWO,3.96,🚀 利潤擴張
4.83,141.0,2025,168.9,3.1999999999999993,11.03,12.522202486678509,韋僑,N/A,N/A,7.83,2025-12,✅ 穩健價值,3.25,9.43,6417.TWO,8.43,🚀 利潤擴張
3.13,238.5,2025,103.64999999999999,3.16,26.02,34.515195369030394,新盛力,26.27%,15.45%,22.86,2025-12,⚠️ 追價風險,1.55,-8.33,4931.TWO,4.97,🚀 利潤擴張
-2.97,45.1500015259,2025,-105.60000000000001,3.09,10.09,0.0,生華科,N/A,N/A,7.0,2025-12,⚪ 數據不足,-2.06,13.87,6492.TWO,10.67,🚀 利潤擴張
1.09,32.4000015259,2025,42.3,3.04,0.0,11.489362243226951,佰鴻,30.45%,11.22%,-3.04,2025-12,✅ 穩健價值,0.89,-8.25,3031.TW,-7.8,🌑 雙重衰退
0.5,9.8100004196,2025,17.250000000000004,3.0100000000000016,19.51,8.53043514747826,和桐,14.20%,8.91%,16.5,2025-12,✅ 穩健價值,0.37,5.71,1714.TW,15.96,🚀 利潤擴張
8.07,168.5,2025,292.80000000000007,2.960000000000001,10.14,8.63217213114754,中興電,27.00%,17.59%,7.18,2025-12,✅ 穩健價值,5.99,6.72,1513.TW,9.03,🚀 利潤擴張
3.46,24.6000003815,2025,159.6,2.9299999999999997,-40.65,2.3120301110432333,昇益,N/A,N/A,-43.58,2025-12,✅ 穩健價值,3.53,44.67,5455.TWO,62.0,🌑 雙重衰退
3.26,237.0,2025,105.30000000000001,2.8200000000000003,11.72,33.76068376068376,信昌電,N/A,N/A,8.9,2025-12,⚠️ 追價風險,2.12,-7.86,6173.TWO,10.39,🚀 利潤擴張
2.36,41.4500007629,2025,90.6,2.62,0.85,6.8625829077649,兆豐金,83.45%,33.61%,-1.77,2025-12,✅ 穩健價值,1.91,-3.54,2886.TW,-5.03,🏰 高護城河
1.91,39.6500015259,2025,-15.600000000000001,2.4899999999999984,-20.92,0.0,中鼎,N/A,N/A,-23.41,2025-12,⚪ 數據不足,-0.23,-112.85,9933.TW,-23.49,🔄 轉虧為盈
2.63,22.8999996185,2025,89.25,2.41,1.54,3.8487394316806722,白紗科,N/A,N/A,-0.87,2025-12,✅ 穩健價值,1.71,-0.58,8401.TWO,0.54,🧐 疑業外收益
2.14,41.7000007629,2025,73.05,2.4000000000000004,5.94,8.562628493408623,三商家購,27.39%,1.25%,3.54,2025-12,✅ 穩健價值,1.44,-2.04,2945.TW,3.48,🚀 利潤擴張
3.5,59.7000007629,2025,117.44999999999999,2.3900000000000006,25.0,7.624521170229886,榮昌,34.09%,7.78%,22.61,2025-12,✅ 穩健價值,2.55,50.0,3684.TWO,31.38,🚀 利潤擴張
13.82,867.0,2025,491.70000000000005,2.3900000000000006,19.76,26.449054301403294,辛耘,37.11%,15.14%,17.37,2025-12,⚠️ 追價風險,9.71,15.18,3583.TW,20.22,🚀 利潤擴張
-0.76,14.9499998093,2025,-29.1,2.3599999999999994,18.37,0.0,東訊,29.80%,-5.26%,16.01,2025-12,⚪ 數據不足,-0.3,67.57,2321.TW,19.86,🚀 利潤擴張
5.2,140.5,2025,247.80000000000004,2.3000000000000007,27.76,8.504842615012105,神準,14.36%,0.40%,25.46,2025-12,✅ 穩健價值,4.87,73.93,3558.TWO,38.81,🚀 利潤擴張
0.2,61.9000015259,2025,-18.75,2.280000000000001,25.0,0.0,晉弘,N/A,N/A,22.72,2025-12,⚪ 數據不足,-0.68,22.73,6796.TW,36.23,🔄 轉虧為盈
1.72,25.2000007629,2025,63.9,2.219999999999999,-10.88,5.915493136830986,世鎧,17.29%,2.75%,-13.1,2025-12,✅ 穩健價值,1.27,-13.01,2063.TWO,-10.3,🌑 雙重衰退
1.95,107.0,2025,69.45,2.219999999999999,18.9,23.110151187904968,創威,N/A,N/A,16.68,2025-12,⚠️ 追價風險,1.4,20.69,6530.TWO,18.97,🚀 利潤擴張
4.3,179.0,2025,170.70000000000002,2.17,12.47,15.729349736379612,世界,N/A,N/A,10.3,2025-12,✅ 穩健價值,3.35,4.1,5347.TWO,10.75,🚀 利潤擴張
10.06,129.0,2025,384.9,2.0,-4.01,5.027279812938426,巨路,N/A,N/A,-6.01,2025-12,✅ 穩健價值,7.66,6.98,6192.TW,-4.9,🌑 雙重衰退
6.27,220.5,2025,271.95000000000005,1.9100000000000001,7.92,12.16216216216216,士電,17.20%,7.03%,6.01,2025-12,✅ 穩健價值,5.46,9.86,1503.TW,5.13,🚀 利潤擴張
2.18,32.0,2025,86.25000000000001,1.8800000000000026,26.01,5.565217391304347,德英,85.36%,42.63%,24.13,2025-12,✅ 穩健價值,1.76,46.67,4911.TWO,35.41,🏰 高護城河
5.04,189.5,2025,184.65,1.759999999999998,28.97,15.393988627132412,AMAX-KY,N/A,N/A,27.21,2025-12,✅ 穩健價值,3.69,86.8,6933.TW,36.49,🚀 利潤擴張
5.83,88.8000030518,2025,221.10000000000002,1.7200000000000024,23.26,6.0244235448982355,聯合,78.77%,11.96%,21.54,2025-12,✅ 穩健價值,4.47,29.11,4129.TWO,24.04,🏰 高護城河
2.77,37.6500015259,2025,105.75,1.7100000000000009,16.39,5.34042574835461,宏泰,16.53%,13.07%,14.68,2025-12,✅ 穩健價值,2.19,14.06,1612.TW,22.35,🚀 利潤擴張
10.49,408.0,2025,377.69999999999993,1.6099999999999994,34.83,16.203335980937254,德律,60.64%,34.18%,33.22,2025-12,⚪ 中性觀察,7.59,37.0,3030.TW,31.3,🏰 高護城河
3.81,97.0999984741,2025,139.95,1.5499999999999998,7.02,10.407288153708468,遠傳,27.10%,14.21%,5.47,2025-12,✅ 穩健價值,2.79,9.41,4904.TW,2.92,🚀 利潤擴張
41.67,5070.0,2025,1544.1000000000001,1.5399999999999991,47.96,49.251991451330866,台光電,28.58%,19.80%,46.42,2025-12,⚠️ 追價風險,31.23,51.99,2383.TW,51.33,🚀 利潤擴張
-1.38,13.1499996185,2025,-69.00000000000001,1.5300000000000011,53.38,0.0,鑽石投資,N/A,N/A,51.85,2025-12,⚪ 數據不足,-1.36,33.98,6901.TW,32.78,🚀 利潤擴張
5.5,77.8000030518,2025,212.10000000000002,1.4499999999999997,4.17,5.502121856562942,永記,28.35%,10.08%,2.72,2025-12,✅ 穩健價值,4.28,12.04,1726.TW,5.97,🚀 利潤擴張
33.49,5680.0,2025,1187.5499999999997,1.3099999999999987,32.76,71.74434760641658,旺矽,N/A,N/A,31.45,2025-12,⚠️ 追價風險,23.65,39.51,6223.TWO,33.01,🚀 利潤擴張
4.99,140.5,2025,189.15,1.29,3.96,11.141950832672482,中華電,33.63%,17.33%,2.67,2025-12,✅ 穩健價值,3.79,4.12,2412.TW,3.52,🚀 利潤擴張
1.74,22.6499996185,2025,54.6,1.2699999999999996,-10.99,6.22252736771978,凱基金,78.38%,39.14%,-12.26,2025-12,✅ 穩健價值,1.09,-34.81,2883.TW,-29.02,🏰 高護城河
5.78,61.0,2025,224.70000000000002,1.2199999999999998,-3.34,4.0720961281708945,三陽工業,18.31%,4.93%,-4.56,2025-12,✅ 穩健價值,4.6,-1.93,2206.TW,-6.07,🌑 雙重衰退
3.45,144.0,2025,125.25000000000003,1.1399999999999997,8.95,17.245508982035926,大毅,24.27%,12.13%,7.81,2025-12,⚪ 中性觀察,2.53,13.57,2478.TW,10.63,🚀 利潤擴張
5.46,57.2999992371,2025,208.95,1.0699999999999994,6.43,4.113424209411343,中航,34.11%,23.81%,5.36,2025-12,✅ 穩健價值,4.21,94.01,2612.TW,7.95,🚀 利潤擴張
4.03,123.5,2025,130.35000000000002,1.0299999999999994,13.2,14.211737629459146,晟銘電,21.20%,14.33%,12.17,2025-12,✅ 穩健價值,2.44,15.64,3013.TW,11.48,🚀 利潤擴張
8.36,218.5,2025,309.9,1.0299999999999976,17.2,10.575992255566312,世禾,36.55%,18.42%,16.17,2025-12,✅ 穩健價值,6.12,23.67,3551.TWO,12.87,🚀 利潤擴張
4.22,43.5499992371,2025,156.6,0.8800000000000008,10.39,4.1714558656226055,星亞,N/A,N/A,9.51,2025-12,✅ 穩健價值,3.23,10.53,7753.TWO,16.17,🚀 利潤擴張
-0.92,35.9000015259,2025,-41.85,0.8299999999999992,-6.98,0.0,國碩,11.28%,-2.28%,-7.81,2025-12,⚪ 數據不足,-0.92,-217.24,2406.TW,-32.0,🌑 雙重衰退
38.51,769.0,2025,1405.9499999999998,0.8099999999999987,19.82,8.204416942281021,鈊象,97.58%,59.33%,19.01,2025-12,✅ 穩健價值,27.9,21.2,3293.TWO,21.48,🏰 高護城河
-2.18,0.0,2025,0.0,0.7999999999999989,10.29,0.0,合一,41.13%,-478.52%,9.49,2025-12,⚪ 數據不足,-2.11,-31.06,4743.TWO,-0.69,🚀 利潤擴張
4.08,53.4000015259,2025,140.70000000000002,0.7800000000000011,21.07,5.692963915341151,國統,N/A,N/A,20.29,2025-12,✅ 穩健價值,2.95,28.82,8936.TWO,17.98,🚀 利潤擴張
3.17,51.5,2025,119.4,0.5599999999999987,18.73,6.469849246231155,精技,8.10%,2.38%,18.17,2025-12,✅ 穩健價值,2.38,21.43,2414.TW,23.71,🚀 利潤擴張
0.96,18.8999996185,2025,38.7,0.54,3.23,7.325581247480621,時報,N/A,N/A,2.69,2025-12,✅ 穩健價值,0.6,0.0,8923.TWO,9.05,🚀 利潤擴張
0.89,17.8999996185,2025,30.150000000000002,0.45999999999999996,-6.32,8.905472447014924,磐亞,-0.45%,-7.50%,-6.78,2025-12,✅ 穩健價值,0.61,-10.29,4707.TWO,-1.16,🌑 雙重衰退
-1.96,38.6500015259,2025,-73.8,0.3800000000000008,-14.62,0.0,欣大健康,30.43%,-23.61%,-15.0,2025-12,⚪ 數據不足,-1.56,16.58,4198.TWO,-18.9,🌑 雙重衰退
2.92,27.1000003815,2025,116.55,0.3799999999999999,-2.67,3.487773536872587,第一保,31.15%,10.03%,-3.05,2025-12,✅ 穩健價值,2.43,-5.81,2852.TW,-3.25,🌑 雙重衰退
7.1,278.5,2025,278.40000000000003,0.16000000000000014,19.42,15.00538793103448,意德士,N/A,N/A,19.26,2025-12,✅ 穩健價值,5.54,25.35,7556.TWO,19.5,🚀 利潤擴張
5.88,120.5,2025,213.14999999999998,0.14000000000000057,14.17,8.479943701618579,捷敏-KY,N/A,N/A,14.03,2025-12,✅ 穩健價值,4.38,21.33,6525.TW,15.99,🚀 利潤擴張
-0.77,18.4500007629,2025,-34.800000000000004,0.030000000000001137,34.19,0.0,蒙恬,N/A,N/A,34.16,2025-12,⚪ 數據不足,-0.68,26.09,5211.TWO,25.77,🚀 利潤擴張
4.21,668.0,2025,145.2,-0.17999999999999972,15.34,69.00826446280992,金居,N/A,N/A,15.52,2025-12,❌ 暫避觀望,2.71,-5.9,8358.TWO,11.75,⚠️ 獲利稀釋
5.46,172.5,2025,199.80000000000004,-0.20000000000000107,11.43,12.950450450450449,長榮航太,14.11%,9.96%,11.63,2025-12,⚪ 中性觀察,4.16,10.05,2645.TW,13.98,⚠️ 獲利稀釋
-1.86,15.6499996185,2025,-73.05,-0.2999999999999994,-4.02,0.0,元翎,-20.30%,-35.14%,-3.72,2025-12,⚪ 數據不足,-1.54,-8.76,4564.TW,8.43,🌑 雙重衰退
-1.3,19.7999992371,2025,-50.4,-0.3000000000000007,15.58,0.0,杏國,76.40%,-174.96%,15.88,2025-12,⚪ 數據不足,-0.95,18.8,4192.TWO,17.43,🏰 高護城河
-1.43,23.2999992371,2025,-49.8,-0.34999999999999787,-22.22,0.0,中茂,N/A,N/A,-21.87,2025-12,⚪ 數據不足,-0.91,7.14,5205.TWO,-19.89,🌑 雙重衰退
0.58,141.0,2025,33.9,-0.3699999999999992,14.0,62.389380530973455,雷虎,N/A,N/A,14.37,2025-12,❌ 暫避觀望,0.73,151.72,8033.TW,17.35,⚠️ 獲利稀釋
1.26,16.2000007629,2025,48.75,-0.41000000000000014,2.44,4.984615619353846,臺企銀,97.54%,41.10%,2.85,2025-12,⚪ 中性觀察,1.01,4.12,2834.TW,1.98,🏰 高護城河
2.57,40.4000015259,2025,96.15,-0.4299999999999997,4.49,6.302652344134166,聯華,21.12%,11.17%,4.92,2025-12,⚪ 中性觀察,2.0,6.95,1229.TW,-0.11,⚠️ 獲利稀釋
2.42,19.5499992371,2025,93.60000000000001,-0.4700000000000002,2.11,3.133012698253205,華航,18.07%,9.36%,2.58,2025-12,⚪ 中性觀察,1.81,5.85,2610.TW,2.68,⚠️ 獲利稀釋
23.46,1885.0,2025,726.5999999999999,-0.5,63.72,38.914120561519404,光聖,N/A,N/A,64.22,2025-12,❌ 暫避觀望,13.87,66.63,6442.TW,92.55,⚠️ 獲利稀釋
0.58,13.0,2025,15.9,-0.5799999999999983,-69.95,12.264150943396226,昇陽,42.09%,22.63%,-69.37,2025-12,⚪ 中性觀察,0.24,-46.67,3266.TW,-47.7,🌑 雙重衰退
6.77,115.0,2025,249.14999999999998,-0.5800000000000001,5.71,6.923540036122818,中保科,N/A,N/A,6.29,2025-12,⚪ 中性觀察,4.99,3.81,9917.TW,7.59,⚠️ 獲利稀釋
9.06,118.5,2025,219.9,-0.5800000000000001,13.11,8.083219645293315,喬山,48.58%,9.78%,13.69,2025-12,⚪ 中性觀察,3.41,64.73,1736.TW,14.96,⚠️ 獲利稀釋
3.7,152.0,2025,129.45,-0.5899999999999999,-9.76,17.612977983777522,三福化,22.24%,10.72%,-9.17,2025-12,❌ 暫避觀望,2.39,-23.89,4755.TW,0.49,🌑 雙重衰退
11.47,271.0,2025,440.55,-0.6699999999999999,2.97,9.227102485529452,中華資安,N/A,N/A,3.64,2025-12,⚪ 中性觀察,8.52,6.85,7765.TW,11.43,⚠️ 獲利稀釋
14.36,236.0,2025,559.9499999999999,-0.7399999999999984,10.46,6.32199303509242,宏�硌穈T,N/A,N/A,11.2,2025-12,⚪ 中性觀察,11.25,6.94,6811.TWO,8.94,⚠️ 獲利稀釋
6.6,155.0,2025,248.25,-0.75,13.99,9.365558912386707,亞光,15.53%,5.80%,14.74,2025-12,⚪ 中性觀察,5.51,23.82,3019.TW,16.37,⚠️ 獲利稀釋
6.14,219.5,2025,208.65,-0.8799999999999999,6.63,15.78001437814522,矽格,N/A,N/A,7.51,2025-12,❌ 暫避觀望,3.94,-4.62,6257.TW,7.66,⚠️ 獲利稀釋
7.06,88.1999969482,2025,254.54999999999998,-0.8999999999999999,-2.94,5.197407009322333,國泰金,62.29%,30.59%,-2.04,2025-12,⚪ 中性觀察,4.84,-27.4,2882.TW,-12.01,🏰 高護城河
7.55,137.5,2025,287.55,-0.9000000000000021,19.61,7.1726656233698485,湧德,30.92%,12.50%,20.51,2025-12,⚪ 中性觀察,5.52,25.52,3689.TWO,21.75,⚠️ 獲利稀釋
1.17,25.1000003815,2025,45.150000000000006,-1.01,1.74,8.338870558637874,台灣高鐵,43.22%,38.82%,2.75,2025-12,⚪ 中性觀察,0.89,-2.2,2633.TW,0.9,⚠️ 獲利稀釋
1.72,29.2999992371,2025,63.9,-1.0899999999999999,0.6,6.877934093215963,大台北,N/A,N/A,1.69,2025-12,⚪ 中性觀察,1.54,0.0,9908.TW,3.19,⚠️ 獲利稀釋
-2.41,11.6999998093,2025,-99.3,-1.120000000000001,8.37,0.0,金萬林-創,N/A,N/A,9.49,2025-12,⚪ 數據不足,-1.96,8.41,6645.TW,8.78,⚠️ 獲利稀釋
0.27,23.25,2025,5.700000000000001,-1.1500000000000004,-15.15,61.18421052631578,亞帝歐,13.94%,-0.53%,-14.0,2025-12,❌ 暫避觀望,0.03,-88.0,3516.TWO,-21.23,🌑 雙重衰退
2.23,72.0,2025,85.80000000000001,-1.1799999999999997,5.83,12.587412587412587,詠業,N/A,N/A,7.01,2025-12,⚪ 中性觀察,1.89,41.22,6792.TW,9.04,⚠️ 獲利稀釋
12.25,517.0,2025,443.40000000000003,-1.2999999999999972,17.26,17.489851150202977,研華,39.78%,15.69%,18.56,2025-12,❌ 暫避觀望,8.67,17.5,2395.TW,21.83,⚠️ 獲利稀釋
0.63,14.75,2025,20.85,-1.3199999999999998,3.28,10.611510791366905,國票金,90.85%,38.94%,4.6,2025-12,⚪ 中性觀察,0.47,-2.08,2889.TW,-2.64,🏰 高護城河
4.23,118.5,2025,137.55,-1.4499999999999993,4.19,12.92257360959651,久元,N/A,N/A,5.64,2025-12,⚪ 中性觀察,2.7,-11.76,6261.TWO,-1.1,⚠️ 獲利稀釋
12.31,140.0,2025,453.00000000000006,-1.5,-2.07,4.635761589403973,大學光,58.77%,32.73%,-0.57,2025-12,⚪ 中性觀察,8.83,-9.44,3218.TWO,-0.6,🏰 高護城河
17.32,673.0,2025,670.2,-1.6499999999999995,7.78,15.062667860340197,達發,N/A,N/A,9.43,2025-12,❌ 暫避觀望,14.0,13.73,6526.TW,14.59,⚠️ 獲利稀釋
1.41,81.5,2025,51.0,-1.6899999999999995,-9.62,23.97058823529412,長興,21.29%,3.94%,-7.93,2025-12,❌ 暫避觀望,1.09,-4.39,1717.TW,-7.17,🌑 雙重衰退
5.71,76.0,2025,229.35,-1.6900000000000002,1.64,4.970568999345978,致伸,17.61%,4.16%,3.33,2025-12,⚪ 中性觀察,4.76,3.8,4915.TW,0.47,⚠️ 獲利稀釋
1.34,16.75,2025,51.150000000000006,-1.6900000000000013,31.37,4.912023460410557,華票,87.03%,65.42%,33.06,2025-12,⚪ 中性觀察,1.05,29.63,2820.TW,29.19,🏰 高護城河
7.99,247.0,2025,273.45,-1.72,0.0,13.549094898518925,家碩,N/A,N/A,1.72,2025-12,⚪ 中性觀察,5.53,-4.49,6953.TWO,-7.09,📉 獲利侵蝕
0.4,12.8000001907,2025,13.950000000000001,-1.7700000000000014,-14.89,13.763441065268816,中工,9.34%,5.82%,-13.12,2025-12,⚪ 中性觀察,0.27,-21.21,2515.TW,-10.98,🌑 雙重衰退
42.0,1350.0,2025,1528.5,-1.790000000000001,10.18,13.24828263002944,亞德客-KY,47.51%,31.25%,11.97,2025-12,⚪ 中性觀察,30.36,4.29,1590.TW,9.91,⚠️ 獲利稀釋
6.27,73.6999969482,2025,234.15,-1.9400000000000004,7.55,4.721332283677129,東洋,56.36%,21.51%,9.49,2025-12,⚪ 中性觀察,5.05,37.23,4105.TWO,14.57,🏰 高護城河
20.5,1830.0,2025,703.5,-1.9400000000000048,60.48,39.01918976545842,竑騰,N/A,N/A,62.42,2025-12,❌ 暫避觀望,14.3,44.57,7751.TWO,54.14,⚠️ 獲利稀釋
4.0,238.5,2025,136.2,-1.9800000000000004,4.76,26.266519823788546,宏觀,N/A,N/A,6.74,2025-12,❌ 暫避觀望,2.37,-24.19,6568.TWO,5.88,⚠️ 獲利稀釋
0.39,39.7999992371,2025,10.95,-1.99,0.0,54.52054690013699,華容,N/A,N/A,1.99,2025-12,❌ 暫避觀望,0.21,61.54,5328.TWO,5.47,📉 獲利侵蝕
7.64,247.5,2025,284.40000000000003,-2.3,-6.83,13.05379746835443,同欣電,N/A,N/A,-4.53,2025-12,⚪ 中性觀察,5.41,-15.2,6271.TW,-4.19,🌑 雙重衰退
-0.38,7.9400000572,2025,-17.400000000000002,-2.3100000000000023,-31.03,0.0,研勤,54.59%,3.73%,-28.72,2025-12,⚪ 數據不足,-0.43,-760.0,3632.TWO,-35.55,🏰 高護城河
1.24,46.4500007629,2025,46.349999999999994,-2.3200000000000003,18.27,15.032362706440129,華晶科,23.91%,2.92%,20.59,2025-12,❌ 暫避觀望,0.98,16.87,3059.TW,25.58,⚠️ 獲利稀釋
28.42,1005.0,2025,991.2000000000002,-2.3500000000000014,34.76,15.208837772397091,聖暉*,N/A,N/A,37.11,2025-12,❌ 暫避觀望,20.35,34.86,5536.TWO,46.97,⚠️ 獲利稀釋
16.02,236.0,2025,604.8000000000001,-2.46,2.75,5.853174603174602,王品,47.07%,7.36%,5.21,2025-12,⚪ 中性觀察,12.01,-2.81,2727.TW,3.33,⚠️ 獲利稀釋
18.2,387.0,2025,687.3,-2.5,24.57,8.446093408991707,技嘉,10.28%,4.26%,27.07,2025-12,⚪ 中性觀察,13.77,33.43,2376.TW,24.08,⚠️ 獲利稀釋
25.6,3280.0,2025,920.6999999999999,-2.55,4.19,53.4376018246986,力旺,100.00%,60.64%,6.74,2025-12,❌ 暫避觀望,18.06,2.21,3529.TWO,7.92,🏰 高護城河
44.56,799.0,2025,0.0,-2.6399999999999997,3.16,0.0,威聯通,N/A,N/A,5.8,2025-12,⚪ 數據不足,30.84,3.99,7805.TWO,6.11,⚠️ 獲利稀釋
1.56,21.8999996185,2025,54.6,-2.81,-5.49,6.016483411675824,遠百,54.41%,14.06%,-2.68,2025-12,⚪ 中性觀察,1.12,1.83,2903.TW,-2.99,🏰 高護城河
45.48,3265.0,2025,1443.0,-2.950000000000003,56.98,33.939708939708936,弘塑,42.10%,29.56%,59.93,2025-12,❌ 暫避觀望,26.19,28.76,3131.TWO,53.06,⚠️ 獲利稀釋
3.4,42.5,2025,89.55000000000001,-3.1000000000000014,-19.05,7.118927973199329,方土霖,29.77%,16.80%,-15.95,2025-12,⚪ 中性觀察,1.34,-52.98,4527.TWO,-24.37,🌑 雙重衰退
7.91,144.0,2025,265.05,-3.1500000000000004,9.74,8.149405772495754,精誠,N/A,N/A,12.89,2025-12,⚪ 中性觀察,5.42,-6.74,6214.TW,15.19,⚠️ 獲利稀釋
3.43,43.0,2025,140.70000000000002,-3.21,-4.72,4.584221748400853,君帆,34.23%,12.30%,-1.51,2025-12,⚪ 中性觀察,2.63,-4.71,4584.TWO,5.03,🌑 雙重衰退
3.02,0.0,2025,0.0,-3.25,0.0,0.0,全科,4.62%,3.28%,3.25,2025-12,⚪ 數據不足,1.58,-34.03,3209.TW,-1.06,📉 獲利侵蝕
5.78,82.5,2025,175.2,-3.46,2.66,7.063356164383562,互動,N/A,N/A,6.12,2025-12,⚪ 中性觀察,2.84,-16.72,6486.TWO,-9.56,⚠️ 獲利稀釋
