eps,prev_eps_yoy,prev_rev_yoy,name,symbol,pe,price,expansion,est_price,eps_yoy,rev_yoy,om,advice,prev_eps,gm,date,status,prev_year
0.6,-22.13,22.92,聰泰,5474.TWO,12.237479806138936,151.5,-156.84,185.7,-41.18,115.66,N/A,⚪ 中性觀察,5.49,N/A,2026-03,📉 獲利侵蝕,2025
1.75,11.33,19.77,久禾光,6498.TWO,4.318329872681017,66.1999969482,-156.91000000000003,229.95000000000002,16.67,173.58,N/A,⚪ 中性觀察,6.51,N/A,2026-03,⚠️ 獲利稀釋,2025
0.63,-28.18,2.96,欣天然,9918.TW,9.977064220183486,43.5,-157.4,65.4,16.98,174.38,N/A,⚪ 中性觀察,1.61,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.62,16.9,-2.17,志旭,8067.TWO,0.0,12.5,-157.79,-29.85,-100.0,57.79,N/A,⚪ 數據不足,-0.59,N/A,2026-03,📉 獲利侵蝕,2025
-0.57,-1377.78,2.86,笙科,5272.TWO,0.0,16.7999992371,-158.26999999999998,-50.4,-90.0,68.27,N/A,⚪ 數據不足,-1.33,N/A,2026-03,📉 獲利侵蝕,2025
0.02,-57.58,-31.39,憶聲,3024.TW,15.978260662282606,14.6999998093,-158.51,13.800000000000002,-90.0,68.51,-2.71%,❌ 暫避觀望,0.28,24.73%,2026-03,📉 獲利侵蝕,2025
0.02,139.29,22.38,泰霖,8080.TWO,48.50000063583333,29.1000003815,-158.55,9.0,-81.82,76.73,N/A,❌ 暫避觀望,0.12,N/A,2026-03,📉 獲利侵蝕,2025
1.0,-19.59,2.98,三集瑞-KY,6862.TW,7.131280388978931,132.0,-159.02,277.65,-68.65,90.37,N/A,⚪ 中性觀察,8.29,N/A,2026-03,📉 獲利侵蝕,2025
-0.31,31.02,9.94,中天,4128.TWO,0.0,14.3999996185,-159.39000000000001,-58.650000000000006,26.19,185.58,-18.87%,⚪ 數據不足,-1.29,42.56%,2026-03,⚠️ 獲利稀釋,2025
3.27,-14.17,-9.4,力領科技,6996.TWO,5.912826009289032,165.5,-159.41,419.85,36.13,195.54,N/A,⚪ 中性觀察,12.15,N/A,2026-03,⚠️ 獲利稀釋,2025
0.51,-13.92,0.3,倉佑,1568.TW,8.799392329148937,28.9500007629,-159.61,49.35,-3.77,155.84,17.09%,⚪ 中性觀察,1.36,34.44%,2026-03,📉 獲利侵蝕,2025
-0.24,-462.96,11.69,驊訊,6237.TWO,0.0,33.2000007629,-161.35,-67.2,52.94,214.29,N/A,⚪ 數據不足,-1.52,N/A,2026-03,⚠️ 獲利稀釋,2025
0.4,-62.55,-23.31,傑霖科技,8102.TWO,11.886792452830191,63.0,-162.27,79.49999999999999,-61.9,100.37,N/A,⚪ 中性觀察,2.25,N/A,2026-03,📉 獲利侵蝕,2025
1.37,57.43,37.15,海韻電,6203.TWO,5.432211170418562,59.7000007629,-162.29000000000002,164.85,-25.14,137.15,N/A,⚪ 中性觀察,5.51,N/A,2026-03,📉 獲利侵蝕,2025
2.47,-22.95,3.91,全宇昕,6651.TWO,9.102564102564102,142.0,-163.5,234.00000000000003,22.89,186.39,N/A,⚪ 中性觀察,6.32,N/A,2026-03,⚠️ 獲利稀釋,2025
2.59,-12.32,1.19,茂訊,3213.TWO,6.208311954848639,121.0,-164.20999999999998,292.35,-8.48,155.73,7.00%,⚪ 中性觀察,7.4,25.33%,2026-03,📉 獲利侵蝕,2025
-0.58,59.69,34.04,隴華,2424.TW,0.0,7.9800000191,-165.21,-58.8,-114.81,50.4,-40.94%,⚪ 數據不足,-1.34,27.86%,2026-03,📉 獲利侵蝕,2025
0.84,-32.69,-11.82,曜亞,4138.TWO,5.524691436512345,53.7000007629,-165.56,145.8,-26.32,139.24,12.42%,⚪ 中性觀察,3.81,44.64%,2026-03,📉 獲利侵蝕,2025
1.17,-22.2,-4.75,裕民,2606.TW,8.211206567693967,76.1999969482,-165.8,139.19999999999996,333.33,499.13,30.49%,⚪ 中性觀察,4.31,35.36%,2026-03,⚠️ 獲利稀釋,2025
0.09,141.94,-3.71,海灣,3252.TWO,90.00000112176471,15.3000001907,-166.92,2.55,12.5,179.42,22.84%,❌ 暫避觀望,0.13,43.11%,2026-03,⚠️ 獲利稀釋,2025
1.19,240.74,-0.48,有成精密,4949.TW,13.595505332228466,72.5999984741,-167.23000000000002,80.1,197.5,364.73,N/A,⚪ 中性觀察,1.91,N/A,2026-03,⚠️ 獲利稀釋,2025
3.21,-0.23,12.03,佳必琪,6197.TW,13.686635944700463,297.0,-167.26,325.49999999999994,96.93,264.19,N/A,⚪ 中性觀察,8.67,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.64,-40.62,-62.05,北極星藥業-KY,6550.TW,0.0,9.8999996185,-167.39999999999998,-160.04999999999998,25.58,192.98,N/A,⚪ 數據不足,-5.1,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.23,-234.57,-16.89,連宇,2482.TW,0.0,15.75,-167.48000000000002,-45.3,-4.55,162.93,-38.32%,⚪ 數據不足,-1.09,35.81%,2026-03,📉 獲利侵蝕,2025
-0.4,-516.13,-31.28,大地-KY,8437.TWO,0.0,9.1099996567,-168.3,-46.050000000000004,-11.11,157.19,N/A,⚪ 數據不足,-1.29,N/A,2026-03,📉 獲利侵蝕,2025
3.85,17.26,18.56,研華,2395.TW,22.156084656084655,670.0,-168.54,453.6,21.52,190.06,15.69%,❌ 暫避觀望,12.25,39.78%,2026-03,⚠️ 獲利稀釋,2025
0.64,-69.96,-2.5,聚鼎,6224.TW,27.156549520766774,85.0,-168.57000000000002,46.949999999999996,46.51,215.08,N/A,❌ 暫避觀望,0.67,N/A,2026-03,⚠️ 獲利稀釋,2025
3.66,32.78,28.3,新應材,4749.TWO,24.58391123439667,709.0,-169.10000000000002,432.6,63.39,232.49,23.34%,❌ 暫避觀望,11.33,44.02%,2026-03,⚠️ 獲利稀釋,2025
0.96,-50.25,-13.26,天虹,6937.TW,41.08695652173913,283.5,-169.86,103.49999999999999,31.51,201.37,N/A,❌ 暫避觀望,3.01,N/A,2026-03,⚠️ 獲利稀釋,2025
2.27,36.27,13.3,安�硌穈T,6690.TWO,7.856247388215627,188.0,-170.18,358.95000000000005,21.39,191.57,N/A,⚪ 中性觀察,10.22,N/A,2026-03,⚠️ 獲利稀釋,2025
0.0,152.21,16.84,點序,6485.TWO,85.28571537557143,59.7000007629,-170.28,10.5,-100.0,70.28,N/A,❌ 暫避觀望,0.71,N/A,2026-03,📉 獲利侵蝕,2025
-0.21,-54.29,-1.45,佑全,6929.TWO,0.0,22.0499992371,-170.61,-49.05,25.0,195.61,N/A,⚪ 數據不足,-1.63,N/A,2026-03,⚠️ 獲利稀釋,2025
1.65,-22.77,-12.32,杰力,5299.TWO,8.635097493036211,93.0,-170.81,161.55,18.71,189.52,N/A,⚪ 中性觀察,4.58,N/A,2026-03,⚠️ 獲利稀釋,2025
0.36,-89.88,-23.91,永裕,1323.TW,31.91176582779412,21.7000007629,-172.04999999999995,10.2,620.0,792.05,1.25%,❌ 暫避觀望,0.26,15.09%,2026-03,⚠️ 獲利稀釋,2025
0.28,-22.56,-2.97,精湛,2070.TWO,13.755760544447003,59.7000007629,-172.23000000000002,65.1,-43.18,129.05,17.87%,⚪ 中性觀察,2.3,45.13%,2026-03,📉 獲利侵蝕,2025
0.75,60.88,38.81,動力-KY,6591.TW,3.0580030488913366,41.6500015259,-172.28,204.29999999999998,-55.88,116.4,N/A,⚪ 中性觀察,5.37,N/A,2026-03,📉 獲利侵蝕,2025
0.17,100.0,1.84,誠品生活,2926.TWO,23.515625298046874,30.1000003815,-172.47,19.2,6.25,178.72,-1.48%,❌ 暫避觀望,0.54,40.82%,2026-03,⚠️ 獲利稀釋,2025
-0.05,461.54,20.59,杭特,3297.TWO,22.804877428536585,28.0499992371,-173.02,18.45,28.57,201.59,-18.51%,❌ 暫避觀望,0.47,30.70%,2026-03,⚠️ 獲利稀釋,2025
0.7,-22.56,-11.73,明遠精密,7704.TWO,12.448979591836736,61.0,-173.26,73.49999999999999,42.86,216.12,N/A,⚪ 中性觀察,2.07,N/A,2026-03,⚠️ 獲利稀釋,2025
1.57,-21.14,1.36,諾貝兒,6844.TWO,9.162790461100776,59.0999984741,-173.3,96.74999999999999,18.94,192.24,N/A,⚪ 中性觀察,2.35,N/A,2026-03,⚠️ 獲利稀釋,2025
5.19,-14.04,10.19,均華,6640.TWO,34.80135509701262,1130.0,-174.41,487.05000000000007,218.52,392.93,N/A,❌ 暫避觀望,12.75,N/A,2026-03,⚠️ 獲利稀釋,2025
1.3,3.96,2.67,中華電,2412.TW,11.264822134387352,142.5,-174.49,189.75,3.17,177.66,17.33%,⚪ 中性觀察,4.99,33.63%,2026-03,⚠️ 獲利稀釋,2025
0.53,-13.79,-3.52,邁達康,9960.TWO,8.002645502645501,30.25,-174.67999999999998,56.7,29.27,203.95,N/A,⚪ 中性觀察,1.75,N/A,2026-03,⚠️ 獲利稀釋,2025
0.19,-43.1,-3.87,鴻名,3021.TW,22.009804669509805,22.4500007629,-175.97999999999996,15.3,416.67,592.65,N/A,❌ 暫避觀望,0.33,N/A,2026-03,⚠️ 獲利稀釋,2025
1.51,-66.46,-9.88,德微,3675.TWO,45.96122778675283,284.5,-176.56,92.85,11.85,188.41,9.03%,❌ 暫避觀望,2.67,36.51%,2026-03,⚠️ 獲利稀釋,2025
3.81,-27.15,20.03,研揚,6579.TW,10.08801624915369,149.0,-176.75,221.54999999999998,84.31,261.06,N/A,⚪ 中性觀察,5.62,N/A,2026-03,⚠️ 獲利稀釋,2025
0.14,-93.38,-54.43,寶徠,1805.TW,18.703704410185182,10.1000003815,-177.2,8.100000000000001,-30.0,147.2,10.56%,❌ 暫避觀望,0.2,21.75%,2026-03,📉 獲利侵蝕,2025
0.37,-73.51,-7.24,通嘉,3588.TW,33.529411266078434,51.2999992371,-177.57,22.95,42.31,219.88,-1.96%,❌ 暫避觀望,0.5,31.63%,2026-03,⚠️ 獲利稀釋,2025
2.24,-40.84,8.51,閎康,3587.TWO,15.807327001356851,233.0,-177.81,221.1,196.0,373.81,10.45%,❌ 暫避觀望,6.1,30.02%,2026-03,⚠️ 獲利稀釋,2025
1.06,-18.46,4.29,全新,2455.TW,76.42857142857143,535.0,-178.23,105.0,24.71,202.94,21.78%,❌ 暫避觀望,2.97,37.27%,2026-03,⚠️ 獲利稀釋,2025
0.5,-12.16,-17.82,太普高,3284.TWO,4.141630737575108,19.2999992371,-178.42000000000002,69.89999999999999,-10.71,167.71,13.35%,⚪ 中性觀察,2.31,25.16%,2026-03,📉 獲利侵蝕,2025
0.55,117.01,8.73,綠界科技*,6763.TWO,4.215384458882051,41.0999984741,-178.65,146.25,-9.84,168.81,N/A,⚪ 中性觀察,4.21,N/A,2026-03,📉 獲利侵蝕,2025
0.1,-50.0,10.32,天鉞電,5251.TWO,0.0,26.5,-178.89999999999998,-4.35,-16.67,162.23,N/A,⚪ 數據不足,0.03,N/A,2026-03,📉 獲利侵蝕,2025
1.42,-0.37,7.88,中菲,5403.TWO,4.728564025783865,93.1999969482,-179.3,295.65000000000003,-26.34,152.96,N/A,⚪ 中性觀察,8.57,N/A,2026-03,📉 獲利侵蝕,2025
0.48,-99.85,-24.49,嘉威,3557.TW,16.214286259214287,22.7000007629,-179.72,21.0,-81.89,97.83,N/A,❌ 暫避觀望,0.01,N/A,2026-03,📉 獲利侵蝕,2025
0.69,31.15,13.44,聯鈞,3450.TW,42.24066390041494,509.0,-179.77,180.75,-70.51,109.26,15.62%,❌ 暫避觀望,5.01,26.67%,2026-03,📉 獲利侵蝕,2025
0.92,16.97,0.49,岱稜,3303.TWO,4.3784279274131634,47.9000015259,-179.86,164.1,-23.33,156.53,N/A,⚪ 中性觀察,4.57,N/A,2026-03,📉 獲利侵蝕,2025
0.13,-94.0,-8.17,中電,1611.TW,47.70833253874999,11.4499998093,-180.07999999999998,3.6,8.33,188.41,11.05%,❌ 暫避觀望,0.03,37.93%,2026-03,⚠️ 獲利稀釋,2025
0.57,-56.63,-4.28,森田,8410.TWO,5.482041587901701,29.0,-180.4,79.35,-48.65,131.75,N/A,⚪ 中性觀察,3.27,N/A,2026-03,📉 獲利侵蝕,2025
1.18,-31.43,22.39,虎山,7736.TW,5.937500132456597,68.4000015259,-180.68,172.79999999999998,-24.52,156.16,N/A,⚪ 中性觀察,5.04,N/A,2026-03,📉 獲利侵蝕,2025
0.83,-10.98,-1.52,波力-KY,8467.TW,3.137254786885369,83.1999969482,-180.94,397.80000000000007,-67.69,113.25,N/A,⚪ 中性觀察,10.03,N/A,2026-03,📉 獲利侵蝕,2025
2.45,66.99,55.14,坤悅,5206.TWO,1.5922190476585014,22.1000003815,-182.03,208.2,152.58,334.61,N/A,⚪ 中性觀察,3.44,N/A,2026-03,⚠️ 獲利稀釋,2025
0.02,66.67,5.6,宏齊,6168.TW,2995.000076289997,29.9500007629,-182.06,0.15000000000000013,100.0,282.06,N/A,❌ 暫避觀望,0.05,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.12,18.37,16.01,東訊,2321.TW,0.0,27.6112594604,-183.29000000000002,-23.549999999999997,45.45,228.74,-5.26%,⚪ 數據不足,-0.76,29.80%,2026-03,⚠️ 獲利稀釋,2025
0.83,2.69,20.5,倫飛,2364.TW,6.518667858133199,64.5999984741,-183.38,148.65,-42.76,140.62,7.82%,⚪ 中性觀察,4.2,39.87%,2026-03,📉 獲利侵蝕,2025
-1.18,-85.58,4.22,科懋,6496.TWO,0.0,24.25,-183.4,-152.85,-34.88,148.52,N/A,⚪ 數據不足,-3.97,N/A,2026-03,📉 獲利侵蝕,2025
2.6,-8.99,13.67,宸曜,6922.TWO,10.092491838955388,185.5,-184.0,275.7,2.36,186.36,N/A,⚪ 中性觀察,6.9,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.11,-5.88,-1.34,優盛,4121.TWO,0.0,12.6999998093,-184.14,-13.799999999999999,8.33,192.47,-3.01%,⚪ 數據不足,-0.36,33.58%,2026-03,⚠️ 獲利稀釋,2025
0.01,137.2,-15.36,安格,6684.TWO,5.24852052947929,44.3499984741,-184.59,126.74999999999999,-99.76,84.83,N/A,⚪ 中性觀察,1.57,N/A,2026-03,📉 獲利侵蝕,2025
2.25,-37.99,1.82,艾訊,3088.TWO,11.665098777046097,124.0,-185.04000000000002,159.45,92.31,277.35,10.77%,⚪ 中性觀察,4.68,33.38%,2026-03,⚠️ 獲利稀釋,2025
1.23,13.09,6.1,生展,8279.TWO,3.1033121825,78.6999969482,-185.14999999999998,380.4,-45.58,139.57,N/A,⚪ 中性觀察,10.02,N/A,2026-03,📉 獲利侵蝕,2025
1.15,-5.22,2.32,統一,1216.TW,7.927736288427205,74.5999984741,-185.4,141.15,26.37,211.77,2.59%,⚪ 中性觀察,3.45,31.73%,2026-03,⚠️ 獲利稀釋,2025
0.42,22.61,5.66,碩網,7547.TWO,7.983870967741937,49.5,-185.5,92.99999999999999,-2.33,183.17,N/A,⚪ 中性觀察,2.65,N/A,2026-03,📉 獲利侵蝕,2025
0.5,-54.63,-13.56,凌通,4952.TW,13.563218610028734,47.2000007629,-185.56,52.2,19.05,204.61,N/A,⚪ 中性觀察,1.03,N/A,2026-03,⚠️ 獲利稀釋,2025
1.34,4.76,6.74,宏觀,6568.TWO,14.770240700218817,135.0,-185.79,137.10000000000002,6.4,192.19,N/A,⚪ 中性觀察,4.0,N/A,2026-03,⚠️ 獲利稀釋,2025
4.41,-26.4,-3.69,帝寶,6605.TW,4.159021406727828,136.0,-185.92,490.50000000000006,-12.5,173.42,N/A,⚪ 中性觀察,13.97,N/A,2026-03,📉 獲利侵蝕,2025
1.8,4.56,19.07,融程電,3416.TW,9.184255561893897,161.0,-186.06,262.95,-3.23,182.83,18.05%,⚪ 中性觀察,7.39,38.51%,2026-03,📉 獲利侵蝕,2025
1.02,-65.38,-25.1,嘉基,6715.TW,67.44639376218323,346.0,-186.09,76.95,46.38,232.47,N/A,❌ 暫避觀望,1.8,N/A,2026-03,⚠️ 獲利稀釋,2025
2.63,-37.78,3.18,可成,2474.TW,8.44983552631579,205.5,-186.16,364.8,-38.46,147.7,13.69%,⚪ 中性觀察,11.33,33.00%,2026-03,📉 獲利侵蝕,2025
1.57,19.71,6.37,富鼎,8261.TW,12.360801781737191,166.5,-186.21,202.05000000000004,9.03,195.24,N/A,⚪ 中性觀察,5.73,N/A,2026-03,⚠️ 獲利稀釋,2025
3.68,31.94,22.89,茂達,6138.TWO,8.581016299137104,268.5,-186.28,469.34999999999997,40.71,226.99,N/A,⚪ 中性觀察,13.04,N/A,2026-03,⚠️ 獲利稀釋,2025
0.33,25.87,11.98,欣陸,3703.TW,5.695652063333334,19.6499996185,-186.28999999999996,51.74999999999999,560.0,746.29,7.24%,⚪ 中性觀察,1.8,13.84%,2026-03,⚠️ 獲利稀釋,2025
-0.31,-129.33,-20.79,上亞科技,6130.TWO,0.0,24.1499996185,-186.60000000000002,-57.3,18.42,205.02,N/A,⚪ 數據不足,-1.72,N/A,2026-03,⚠️ 獲利稀釋,2025
1.29,-11.97,2.26,聯電,2303.TW,16.745005875440658,142.5,-187.08999999999997,127.64999999999999,108.06,295.15,19.78%,❌ 暫避觀望,3.34,30.67%,2026-03,⚠️ 獲利稀釋,2025
0.17,-77.66,-23.26,昶和,1468.TW,0.0,13.25,-187.21,-0.5999999999999996,-34.62,152.59,2.42%,⚪ 數據不足,0.21,18.12%,2026-03,📉 獲利侵蝕,2025
-0.31,58.98,-72.48,德晉,3466.TWO,0.0,24.1499996185,-187.35000000000002,-46.50000000000001,62.2,249.55,-223.66%,⚪ 數據不足,-1.11,-8.98%,2026-03,⚠️ 獲利稀釋,2025
-0.07,-63.43,29.3,磐儀,3594.TWO,0.0,46.5,-187.85000000000002,-0.5999999999999996,66.67,254.52,10.21%,⚪ 數據不足,0.49,41.27%,2026-03,⚠️ 獲利稀釋,2025
0.96,294.12,20.44,大銀微系統,4576.TW,46.625766871165645,228.0,-187.90999999999997,73.35,118.18,306.09,13.23%,❌ 暫避觀望,2.01,38.42%,2026-03,⚠️ 獲利稀釋,2025
2.05,-34.26,11.44,宜特,3289.TWO,9.32678821879383,133.0,-188.26000000000002,213.89999999999998,18.82,207.08,4.49%,⚪ 中性觀察,4.81,25.60%,2026-03,⚠️ 獲利稀釋,2025
0.81,27.34,5.0,五鼎,1733.TW,6.774553656584822,30.3500003815,-188.87,67.19999999999999,30.65,219.52,7.57%,⚪ 中性觀察,1.63,30.15%,2026-03,⚠️ 獲利稀釋,2025
0.28,-431.94,-4.71,上福,6128.TW,0.0,18.9500007629,-188.97000000000003,-268.8,-41.67,147.3,N/A,⚪ 數據不足,-9.56,N/A,2026-03,🔄 轉虧為盈,2025
0.87,-13.68,2.05,百和,9938.TW,3.597156470417061,37.9500007629,-189.29,158.25,-43.51,145.78,N/A,⚪ 中性觀察,4.1,N/A,2026-03,📉 獲利侵蝕,2025
0.76,48.04,6.92,強信-KY,4560.TW,3.913630229419703,29.0,-189.35000000000002,111.15,-17.39,171.96,16.61%,⚪ 中性觀察,3.02,33.75%,2026-03,📉 獲利侵蝕,2025
1.54,-38.69,-11.96,營邦,3693.TWO,17.60040931184446,688.0,-189.51,586.35,-81.73,107.78,0.48%,❌ 暫避觀望,15.5,29.12%,2026-03,📉 獲利侵蝕,2025
2.46,17.2,16.17,世禾,3551.TWO,8.075273939971414,169.5,-189.9,314.85,15.17,205.07,18.42%,⚪ 中性觀察,8.36,36.55%,2026-03,⚠️ 獲利稀釋,2025
3.29,-6.3,20.89,華城,1519.TW,22.3469060596345,697.0,-190.43,467.85,9.67,200.1,19.22%,❌ 暫避觀望,13.99,42.20%,2026-03,⚠️ 獲利稀釋,2025
0.33,-49.1,-10.89,普安,2495.TW,23.167701389503108,37.2999992371,-191.19,24.15,3.13,194.32,9.76%,❌ 暫避觀望,1.13,43.31%,2026-03,⚠️ 獲利稀釋,2025
1.9,-18.35,2.41,友輝,4933.TWO,3.965917952199845,51.2000007629,-191.64999999999998,193.65,-17.11,174.54,12.48%,⚪ 中性觀察,5.77,28.71%,2026-03,📉 獲利侵蝕,2025
1.33,-7.65,11.78,迎廣,6117.TW,7.496932328110429,61.0999984741,-192.04999999999998,122.25,177.08,369.13,N/A,⚪ 中性觀察,3.77,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.03,53.77,-52.73,創業家,8477.TWO,0.0,15.3000001907,-192.17000000000002,-30.450000000000003,94.64,286.81,N/A,⚪ 數據不足,-0.92,N/A,2026-03,⚠️ 獲利稀釋,2025
1.38,61.93,19.44,幸康,3332.TWO,6.143001007049346,61.0,-192.23000000000002,148.95,39.39,231.62,N/A,⚪ 中性觀察,3.53,N/A,2026-03,⚠️ 獲利稀釋,2025
1.73,-2.81,0.88,騰輝電子-KY,6672.TW,23.88483373884834,294.5,-192.51,184.95,64.76,257.27,N/A,❌ 暫避觀望,4.85,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.67,-102.22,12.63,凱衛,5201.TWO,0.0,29.9500007629,-192.66,-22.8,-103.03,89.63,N/A,⚪ 數據不足,-0.06,N/A,2026-03,📉 獲利侵蝕,2025
-0.48,-35.42,-29.93,揚智,3041.TW,0.0,22.3500003815,-192.74,-106.95,-20.0,172.74,-198.78%,⚪ 數據不足,-3.43,5.61%,2026-03,📉 獲利侵蝕,2025
1.96,-77.5,-9.64,世德,2066.TWO,9.694656342958016,50.7999992371,-194.24,78.60000000000001,-3.47,190.77,-4.97%,⚪ 中性觀察,1.34,19.80%,2026-03,📉 獲利侵蝕,2025
0.67,-356.73,-3.81,智崴,5263.TWO,0.0,91.1999969482,-194.54999999999998,-137.10000000000002,201.59,396.14,N/A,⚪ 數據不足,-2.87,N/A,2026-03,🔄 轉虧為盈,2025
3.82,39.41,15.02,視陽,6782.TW,6.668625146886017,227.0,-195.34,510.59999999999997,24.03,219.37,N/A,⚪ 中性觀察,14.08,N/A,2026-03,⚠️ 獲利稀釋,2025
2.52,19.42,19.26,意德士,7556.TWO,12.716763005780345,242.0,-195.95999999999998,285.45000000000005,22.93,218.89,N/A,⚪ 中性觀察,7.1,N/A,2026-03,⚠️ 獲利稀釋,2025
0.44,-31.2,-0.92,晶采,8049.TWO,5.845237913595238,24.5499992371,-196.48999999999998,63.0,-4.35,192.14,N/A,⚪ 中性觀察,1.72,N/A,2026-03,📉 獲利侵蝕,2025
3.66,10.57,16.17,望隼,4771.TW,6.482364156339371,204.0,-196.72,472.04999999999995,10.24,206.96,N/A,⚪ 中性觀察,12.71,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.51,-73.98,-51.34,鴻華先進-創,2258.TW,0.0,30.1000003815,-196.74,-69.45,-70.0,126.74,-262.93%,⚪ 數據不足,-2.15,19.82%,2026-03,📉 獲利侵蝕,2025
0.72,8.01,16.17,僑威,3078.TWO,2.874015697972441,43.7999992371,-196.95999999999998,228.6,-61.08,135.88,12.10%,⚪ 中性觀察,6.07,23.99%,2026-03,📉 獲利侵蝕,2025
6.55,-9.03,0.95,南寶,4766.TW,6.287707390648567,333.5,-197.02,795.6,8.26,205.28,16.17%,⚪ 中性觀察,20.25,33.74%,2026-03,⚠️ 獲利稀釋,2025
0.9,62.03,29.59,正淩,8147.TWO,15.416178194607266,131.5,-197.9,127.95000000000002,28.57,226.47,N/A,❌ 暫避觀望,3.08,N/A,2026-03,⚠️ 獲利稀釋,2025
0.04,-57.53,-4.54,遠見,3040.TW,31.88679173311321,33.7999992371,-198.34,15.9,-91.84,106.5,-3.25%,❌ 暫避觀望,0.32,58.07%,2026-03,🏰 高護城河,2025
3.24,24.88,2.94,鮮活果汁-KY,1256.TW,6.1253561253561255,172.0,-198.42999999999995,421.2,350.0,548.43,6.32%,⚪ 中性觀察,11.19,24.61%,2026-03,⚠️ 獲利稀釋,2025
2.41,4.45,0.1,鈞興-KY,4571.TW,6.1774461028192365,149.0,-198.67,361.8,-19.45,179.22,18.52%,⚪ 中性觀察,9.61,33.35%,2026-03,📉 獲利侵蝕,2025
0.75,-28.08,-3.53,立端,6245.TWO,8.697863682604273,85.5,-198.81,147.45,-29.91,168.9,N/A,⚪ 中性觀察,4.38,N/A,2026-03,📉 獲利侵蝕,2025
1.6,5.71,6.29,中保科,9917.TW,6.407942238267149,106.5,-199.3,249.29999999999995,0.64,199.94,N/A,⚪ 中性觀察,6.77,N/A,2026-03,⚠️ 獲利稀釋,2025
0.35,-75.14,-15.65,裕隆,2201.TW,11.782945588565891,30.3999996185,-199.35,38.7,-17.07,182.28,7.44%,⚪ 中性觀察,0.93,30.14%,2026-03,📉 獲利侵蝕,2025
1.95,34.97,7.08,欣銓,3264.TWO,15.582191780821915,227.5,-199.36,219.00000000000003,53.66,253.02,26.59%,❌ 暫避觀望,5.99,37.83%,2026-03,⚠️ 獲利稀釋,2025
0.21,-3.49,-10.2,樂斯科,6662.TWO,8.107344848276837,28.7000007629,-199.65,53.1,23.53,223.18,N/A,⚪ 中性觀察,1.66,N/A,2026-03,⚠️ 獲利稀釋,2025
0.13,-76.4,39.1,大研生醫*,7780.TW,2.4845679601080244,16.1000003815,-200.55,97.2,-92.57,107.98,N/A,⚪ 中性觀察,0.51,N/A,2026-03,📉 獲利侵蝕,2025
2.97,-2.88,3.79,統一超,2912.TW,7.726623840114203,216.5,-201.63000000000002,420.30000000000007,6.45,208.08,2.95%,⚪ 中性觀察,10.78,34.07%,2026-03,⚠️ 獲利稀釋,2025
0.08,13.11,13.69,喬山,1736.TW,8.966015907447577,124.0,-202.11,207.45,-91.21,110.9,9.78%,⚪ 中性觀察,9.06,48.58%,2026-03,📉 獲利侵蝕,2025
1.17,17.71,5.25,瀚荃,8103.TW,12.958715596330274,113.0,-202.12999999999997,130.8,58.9,261.03,N/A,⚪ 中性觀察,3.92,N/A,2026-03,⚠️ 獲利稀釋,2025
2.21,-2.81,6.85,興勤,2428.TW,9.156713716974304,253.0,-202.16,414.45,-25.59,176.57,22.33%,⚪ 中性觀察,11.76,39.10%,2026-03,📉 獲利侵蝕,2025
1.67,-14.93,-7.81,勁豐,6577.TWO,6.162246489859595,79.0,-202.24,192.29999999999998,17.61,219.85,N/A,⚪ 中性觀察,5.64,N/A,2026-03,⚠️ 獲利稀釋,2025
0.82,-37.18,0.66,金興精密,7732.TW,7.297008873055557,34.1500015259,-202.33,70.19999999999999,-1.22,201.11,N/A,⚪ 中性觀察,1.73,N/A,2026-03,📉 獲利侵蝕,2025
0.59,2.66,6.12,互動,6486.TWO,7.1682991985752444,80.5,-202.45000000000002,168.45000000000002,-43.27,159.18,N/A,⚪ 中性觀察,5.78,N/A,2026-03,📉 獲利侵蝕,2025
2.91,-10.95,2.9,台灣虎航,6757.TW,3.407079742471555,53.9000015259,-202.66,237.30000000000004,41.46,244.12,N/A,⚪ 中性觀察,5.37,N/A,2026-03,⚠️ 獲利稀釋,2025
1.32,-15.57,5.34,晶技,3042.TW,13.681783243658723,178.0,-203.09,195.15000000000003,-5.07,198.02,14.07%,⚪ 中性觀察,5.28,32.18%,2026-03,📉 獲利侵蝕,2025
1.61,51.58,26.97,昇陽半導體,8028.TW,20.191431175934365,221.5,-203.17,164.55,19.4,222.57,N/A,❌ 暫避觀望,4.37,N/A,2026-03,⚠️ 獲利稀釋,2025
1.95,37.27,1.41,洛��,8077.TWO,3.1651717843124065,42.3499984741,-203.32999999999998,200.7,33.56,236.89,N/A,⚪ 中性觀察,6.04,N/A,2026-03,⚠️ 獲利稀釋,2025
2.08,242.99,78.68,寬宏藝術,6596.TWO,2.088479676622502,93.0,-203.49,667.9499999999999,-45.41,158.08,N/A,⚪ 中性觀察,18.83,N/A,2026-03,📉 獲利侵蝕,2025
