om,prev_rev_yoy,date,advice,name,prev_year,prev_eps,pe,prev_eps_yoy,eps_yoy,expansion,symbol,gm,price,rev_yoy,eps,est_price,status
-1.88%,-0.21,2025-12,⚪ 中性觀察,華新,2025,0.52,20.693641177514454,-41.67,4.35,7.18,1605.TW,4.90%,35.7999992371,-2.83,0.75,25.95,🧐 疑業外收益
13.88%,30.93,2025-12,✅ 穩健價值,漢唐,2025,34.07,10.030724742454364,52.4,46.52,7.150000000000006,2404.TW,17.19%,1110.0,39.37,48.08,1659.9,🚀 利潤擴張
5.81%,5.39,2025-12,⚠️ 追價風險,禾伸堂,2025,4.75,37.37562189054726,5.79,12.1,7.09,3026.TW,17.62%,601.0,5.01,6.58,241.20000000000002,🚀 利潤擴張
N/A,7.66,2025-12,✅ 穩健價值,生展,2025,8.62,3.645320081402046,28.46,13.09,6.99,8279.TWO,N/A,96.1999969482,6.1,10.02,395.85,🚀 利潤擴張
10.49%,23.16,2025-12,✅ 穩健價值,光寶科,2025,4.94,13.67334167709637,28.23,28.09,6.98,2301.TW,21.72%,218.5,21.11,6.64,239.70000000000002,🚀 利潤擴張
N/A,-7.37,2025-12,✅ 穩健價值,樂斯科,2025,0.99,8.399999891,3.13,-3.49,6.709999999999999,6662.TWO,N/A,29.3999996185,-10.2,1.66,52.5,🌑 雙重衰退
2.52%,0.48,2025-12,✅ 穩健價值,精聯,2025,0.94,10.546357742218543,10.59,7.2,6.61,3652.TW,32.08%,31.8500003815,0.59,1.34,45.3,🚀 利潤擴張
N/A,3.26,2025-12,✅ 穩健價值,上海商銀,2025,2.56,4.902320088632478,17.51,10.11,6.409999999999999,5876.TW,N/A,40.1500015259,3.7,3.06,122.85000000000002,🚀 利潤擴張
N/A,38.55,2025-12,⚪ 數據不足,惠特,2025,-3.69,0.0,7.98,2.97,6.380000000000001,6706.TW,N/A,173.0,-3.41,-3.92,-168.45000000000002,🧐 疑業外收益
N/A,29.4,2025-12,✅ 穩健價值,元太,2025,8.17,8.368465430016862,75.65,18.59,6.300000000000001,8069.TWO,N/A,198.5,12.29,9.14,355.8,🚀 利潤擴張
N/A,-15.54,2025-12,✅ 穩健價值,軒郁,2025,5.77,4.945054945054944,-23.43,-2.0,6.289999999999999,6703.TWO,N/A,108.0,-8.29,9.9,327.6,🌑 雙重衰退
6.80%,-0.93,2025-12,✅ 穩健價值,瑞智,2025,1.5,4.432234571959707,2.8,0.5,6.26,4532.TW,17.17%,24.2000007629,-5.76,2.05,81.89999999999999,🧐 疑業外收益
N/A,0.55,2025-12,⚠️ 追價風險,矽力*-KY,2025,4.31,36.901408450704224,19.44,8.14,6.200000000000001,6415.TW,N/A,524.0,1.94,6.4,213.00000000000003,🚀 利潤擴張
N/A,-38.06,2025-12,✅ 穩健價值,長虹,2025,2.24,7.626614007130091,-17.65,-23.57,6.09,5534.TW,N/A,76.8000030518,-29.66,6.0,151.04999999999998,🌑 雙重衰退
14.37%,9.96,2025-12,✅ 穩健價值,神基,2025,6.36,4.973821989528796,15.04,16.67,6.070000000000002,3005.TW,31.02%,104.5,10.6,8.43,315.15000000000003,🚀 利潤擴張
N/A,1.76,2025-12,⚠️ 追價風險,台聯櫃,2025,0.32,30.523808797238097,0.0,7.69,5.880000000000001,5601.TWO,N/A,32.0499992371,1.81,0.42,15.75,🚀 利潤擴張
-65.33%,-18.71,2025-12,⚪ 數據不足,再生-KY,2025,-1.24,0.0,-18.1,-12.99,5.83,1337.TW,-19.71%,5.0199999809,-18.82,-1.74,-62.85000000000001,🌑 雙重衰退
5.88%,-2.3,2025-12,✅ 穩健價值,興農,2025,2.07,5.630372383538683,6.7,4.0,5.68,1712.TW,29.22%,39.2999992371,-1.68,2.6,104.69999999999999,🧐 疑業外收益
N/A,-2.12,2025-12,✅ 穩健價值,擎邦,2025,3.44,4.122731267320656,-0.87,7.03,5.67,6122.TWO,N/A,47.7000007629,1.36,4.78,173.55,🚀 利潤擴張
13.35%,-29.91,2025-12,✅ 穩健價值,太普高,2025,1.21,4.099576352012711,-53.6,-12.16,5.66,3284.TWO,25.16%,19.3500003815,-17.82,2.31,70.80000000000001,🌑 雙重衰退
41.07%,-5.48,2025-12,⚪ 數據不足,台航,2025,2.36,0.0,0.43,3.25,5.529999999999999,2617.TW,46.23%,0.0,-2.28,3.18,0.0,🧐 疑業外收益
N/A,2.55,2025-12,✅ 穩健價值,穩得,2025,5.51,11.785519869352203,1.73,2.89,5.21,6761.TWO,N/A,216.5,-2.32,7.34,275.55,🧐 疑業外收益
N/A,6.33,2025-12,✅ 穩健價值,群益證,2025,1.87,6.9434930200513705,5.65,17.33,5.189999999999998,6005.TW,N/A,40.5499992371,12.14,2.64,87.6,🚀 利潤擴張
38.59%,7.51,2025-12,✅ 穩健價值,彰銀,2025,1.2,5.4404145077720205,20.0,13.53,5.18,2801.TW,88.90%,21.0,8.35,1.51,57.900000000000006,🏰 高護城河
N/A,-27.73,2025-12,✅ 穩健價值,欣高,2025,1.86,5.6199022451712874,-6.06,-14.34,5.170000000000002,9931.TW,N/A,34.4500007629,-19.51,2.45,91.95000000000002,🌑 雙重衰退
N/A,69.45,2025-12,✅ 穩健價值,振樺電,2025,15.84,3.8808494643863933,86.67,35.66,4.989999999999995,8114.TW,N/A,206.5,30.67,18.5,798.15,🚀 利潤擴張
N/A,-6.0,2025-12,✅ 穩健價值,全國,2025,1.74,9.75524462187063,-1.14,-1.26,4.94,9937.TW,N/A,55.7999992371,-6.2,2.36,85.8,🌑 雙重衰退
3.28%,16.23,2025-12,✅ 穩健價值,鴻海,2025,10.38,8.105263157894736,34.73,23.02,4.890000000000001,2317.TW,5.88%,269.5,18.13,13.61,498.75,🚀 利潤擴張
10.58%,-0.87,2025-12,✅ 穩健價值,台灣大,2025,3.49,9.770603228547154,1.8,4.58,4.89,3045.TW,19.71%,115.0,-0.31,4.77,176.54999999999998,🧐 疑業外收益
N/A,28.79,2025-12,✅ 穩健價值,良維,2025,6.2,14.94552344860256,42.86,31.08,4.739999999999998,6290.TWO,N/A,315.5,26.34,8.73,316.65,🚀 利潤擴張
N/A,32.04,2025-12,⚠️ 追價風險,穎崴,2025,33.4,69.5377976931375,39.53,40.24,4.730000000000004,6515.TW,N/A,8380.0,35.51,46.93,1807.6499999999999,🚀 利潤擴張
-58.77%,22.91,2025-12,⚪ 數據不足,正峰,2025,-0.36,0.0,64.0,6.47,4.57,1538.TW,32.24%,11.1499996185,1.9,-1.59,-31.050000000000004,🚀 利潤擴張
-0.96%,7.91,2025-12,✅ 穩健價值,長盛,2025,1.63,4.476861167002013,26.36,9.26,4.569999999999999,3492.TWO,27.24%,22.25,4.69,1.77,74.55,🚀 利潤擴張
7.94%,23.81,2025-12,✅ 穩健價值,炎洲流通,2025,3.11,7.1698110176961265,36.4,36.94,4.509999999999998,3171.TWO,25.09%,72.1999969482,32.43,4.3,151.05,🚀 利潤擴張
N/A,35.15,2025-12,⚠️ 追價風險,博智,2025,3.35,28.59984089101034,1.87,41.38,4.480000000000004,8155.TWO,N/A,359.5,36.9,6.88,188.55,🚀 利潤擴張
23.34%,32.03,2025-12,⚠️ 追價風險,新應材,2025,8.49,34.48652585579024,32.29,32.78,4.48,4749.TWO,44.02%,947.0,28.3,11.33,411.90000000000003,🚀 利潤擴張
35.36%,-0.7,2025-12,✅ 穩健價值,聯邦銀,2025,0.91,6.9397993311036785,-1.98,8.94,4.4399999999999995,2838.TW,94.34%,20.75,4.5,1.29,44.85,🏰 高護城河
34.02%,-63.75,2025-12,✅ 穩健價值,名軒,2025,2.49,3.0079006341422123,-57.58,-57.74,4.43,1442.TW,49.04%,26.6499996185,-62.17,3.03,132.89999999999998,🌑 雙重衰退
18.52%,4.55,2025-12,✅ 穩健價值,鈞興-KY,2025,7.33,7.729664103601782,7.67,4.45,4.3500000000000005,4571.TW,33.35%,191.0,0.1,9.61,370.65,🚀 利潤擴張
6.82%,12.28,2025-12,⚠️ 追價風險,欣興,2025,2.06,118.9295039164491,-37.88,18.07,4.32,3037.TW,15.77%,911.0,13.75,4.38,114.89999999999999,🚀 利潤擴張
N/A,-20.23,2025-12,⚠️ 追價風險,岳豐,2025,0.45,56.03448275862068,-25.0,-12.9,4.299999999999999,6220.TWO,N/A,32.5,-17.2,0.81,8.700000000000001,🌑 雙重衰退
5.11%,-1.43,2025-12,⚪ 數據不足,大成,2025,2.67,0.0,-9.42,2.79,4.28,1210.TW,15.43%,0.0,-1.49,4.33,0.0,🧐 疑業外收益
6.27%,-2.28,2025-12,✅ 穩健價值,崇越電,2025,3.06,9.352589793416334,2.0,1.47,4.16,3388.TWO,17.90%,93.9000015259,-2.69,4.15,150.60000000000002,🧐 疑業外收益
5.39%,-2.77,2025-12,✅ 穩健價值,華立,2025,6.28,6.368038740920096,-5.56,1.84,4.14,3010.TW,8.77%,131.5,-2.3,8.84,309.75000000000006,🧐 疑業外收益
-15.09%,28.56,2025-12,⚪ 數據不足,寶德,2025,-0.64,0.0,48.21,9.52,3.9399999999999995,3349.TWO,15.17%,17.75,5.58,-1.02,-35.1,🚀 利潤擴張
N/A,28.35,2025-12,✅ 穩健價值,微矽電子-創,2025,1.53,15.537383177570092,96.15,23.62,3.830000000000002,8162.TW,N/A,66.5,19.79,1.57,64.2,🚀 利潤擴張
6.31%,8.39,2025-12,✅ 穩健價值,智易,2025,9.52,5.782747603833866,12.4,11.7,3.51,3596.TW,15.29%,181.0,8.19,12.6,469.49999999999994,🚀 利潤擴張
N/A,2.81,2025-12,✅ 穩健價值,伊雲谷,2025,1.15,14.650205133374484,-34.29,1.77,3.44,6689.TW,N/A,71.1999969482,-1.67,2.31,72.9,🧐 疑業外收益
N/A,-0.37,2025-12,✅ 穩健價值,新普,2025,21.26,5.562405809014934,3.45,5.99,3.3400000000000003,6121.TWO,N/A,406.0,2.65,30.6,1094.85,🚀 利潤擴張
N/A,14.74,2025-12,✅ 穩健價值,東捷資訊,2025,2.54,5.0543476417995175,27.0,16.48,3.3100000000000005,6697.TWO,N/A,41.8499984741,13.17,3.04,124.19999999999999,🚀 利潤擴張
N/A,18.72,2025-12,✅ 穩健價值,東生華,2025,3.01,5.876404408662923,11.48,23.05,3.2600000000000016,8432.TWO,N/A,52.2999992371,19.79,3.63,133.49999999999997,🚀 利潤擴張
N/A,3.96,2025-12,✅ 穩健價值,德記,2025,1.79,6.117850820987869,1.13,6.16,3.25,5902.TWO,N/A,35.2999992371,2.91,2.24,86.55000000000001,🚀 利潤擴張
N/A,8.43,2025-12,✅ 穩健價值,韋僑,2025,3.25,11.811722912966253,9.43,11.03,3.1999999999999993,6417.TWO,N/A,133.0,7.83,4.83,168.9,🚀 利潤擴張
15.45%,4.97,2025-12,⚠️ 追價風險,新盛力,2025,1.55,38.567293777134594,-8.33,26.02,3.16,4931.TWO,26.27%,266.5,22.86,3.13,103.64999999999999,🚀 利潤擴張
N/A,10.67,2025-12,⚪ 數據不足,生華科,2025,-2.06,0.0,13.87,10.09,3.09,6492.TWO,N/A,44.4000015259,7.0,-2.97,-105.60000000000001,🚀 利潤擴張
11.22%,-7.8,2025-12,✅ 穩健價值,佰鴻,2025,0.89,10.230496589184398,-8.25,0.0,3.04,3031.TW,30.45%,28.8500003815,-3.04,1.09,42.3,🌑 雙重衰退
8.91%,15.96,2025-12,✅ 穩健價值,和桐,2025,0.37,10.99999966826087,5.71,19.51,3.0100000000000016,1714.TW,14.20%,12.6499996185,16.5,0.5,17.250000000000004,🚀 利潤擴張
17.59%,9.03,2025-12,✅ 穩健價值,中興電,2025,5.99,8.683401639344261,6.72,10.14,2.960000000000001,1513.TW,27.00%,169.5,7.18,8.07,292.80000000000007,🚀 利潤擴張
N/A,62.0,2025-12,✅ 穩健價值,昇益,2025,3.53,2.3120301110432333,44.67,-40.65,2.9299999999999997,5455.TWO,N/A,24.6000003815,-43.58,3.46,159.6,🌑 雙重衰退
N/A,10.39,2025-12,⚠️ 追價風險,信昌電,2025,2.12,29.843304843304843,-7.86,11.72,2.8200000000000003,6173.TWO,N/A,209.5,8.9,3.26,105.30000000000001,🚀 利潤擴張
33.61%,-5.03,2025-12,✅ 穩健價值,兆豐金,2025,1.91,6.8211921792880785,-3.54,0.85,2.62,2886.TW,83.45%,41.2000007629,-1.77,2.36,90.6,🏰 高護城河
N/A,-23.49,2025-12,⚪ 數據不足,中鼎,2025,-0.23,0.0,-112.85,-20.92,2.4899999999999984,9933.TW,N/A,41.7999992371,-23.41,1.91,-15.600000000000001,🔄 轉虧為盈
N/A,0.54,2025-12,✅ 穩健價值,白紗科,2025,1.71,3.7983193918487395,-0.58,1.54,2.41,8401.TWO,N/A,22.6000003815,-0.87,2.63,89.25,🧐 疑業外收益
1.25%,3.48,2025-12,✅ 穩健價值,三商家購,2025,1.44,8.449692305112936,-2.04,5.94,2.4000000000000004,2945.TW,27.39%,41.1500015259,3.54,2.14,73.05,🚀 利潤擴張
7.78%,31.38,2025-12,✅ 穩健價值,榮昌,2025,2.55,7.471264367816093,50.0,25.0,2.3900000000000006,3684.TWO,34.09%,58.5,22.61,3.5,117.44999999999999,🚀 利潤擴張
15.14%,20.22,2025-12,⚠️ 追價風險,辛耘,2025,9.71,24.61866992068334,15.18,19.76,2.3900000000000006,3583.TW,37.11%,807.0,17.37,13.82,491.70000000000005,🚀 利潤擴張
-5.26%,19.86,2025-12,⚪ 數據不足,東訊,2025,-0.3,0.0,67.57,18.37,2.3599999999999994,2321.TW,29.80%,13.8000001907,16.01,-0.76,-29.1,🚀 利潤擴張
0.40%,38.81,2025-12,✅ 穩健價值,神準,2025,4.87,7.506053268765132,73.93,27.76,2.3000000000000007,3558.TWO,14.36%,124.0,25.46,5.2,247.80000000000004,🚀 利潤擴張
N/A,36.23,2025-12,⚪ 數據不足,晉弘,2025,-0.68,0.0,22.73,25.0,2.280000000000001,6796.TW,N/A,59.5999984741,22.72,0.2,-18.75,🔄 轉虧為盈
2.75%,-10.3,2025-12,✅ 穩健價值,世鎧,2025,1.27,5.868544600938967,-13.01,-10.88,2.219999999999999,2063.TWO,17.29%,25.0,-13.1,1.72,63.9,🌑 雙重衰退
N/A,18.97,2025-12,⚠️ 追價風險,創威,2025,1.4,22.24622030237581,20.69,18.9,2.219999999999999,6530.TWO,N/A,103.0,16.68,1.95,69.45,🚀 利潤擴張
N/A,10.75,2025-12,✅ 穩健價值,世界,2025,3.35,13.75219683655536,4.1,12.47,2.17,5347.TWO,N/A,156.5,10.3,4.3,170.70000000000002,🚀 利潤擴張
N/A,-4.9,2025-12,✅ 穩健價值,巨路,2025,7.66,4.9298519095869064,6.98,-4.01,2.0,6192.TW,N/A,126.5,-6.01,10.06,384.9,🌑 雙重衰退
7.03%,5.13,2025-12,✅ 穩健價值,士電,2025,5.46,12.6861555432984,9.86,7.92,1.9100000000000001,1503.TW,17.20%,230.0,6.01,6.27,271.95000000000005,🚀 利潤擴張
42.63%,35.41,2025-12,✅ 穩健價值,德英,2025,1.76,5.460869498869564,46.67,26.01,1.8800000000000026,4911.TWO,85.36%,31.3999996185,24.13,2.18,86.25000000000001,🏰 高護城河
N/A,36.49,2025-12,✅ 穩健價值,AMAX-KY,2025,3.69,12.591389114541023,86.8,28.97,1.759999999999998,6933.TW,N/A,155.0,27.21,5.04,184.65,🚀 利潤擴張
11.96%,24.04,2025-12,✅ 穩健價值,聯合,2025,4.47,6.085481475454545,29.11,23.26,1.7200000000000024,4129.TWO,78.77%,89.6999969482,21.54,5.83,221.10000000000002,🏰 高護城河
13.07%,22.35,2025-12,✅ 穩健價值,宏泰,2025,2.19,5.3546099290780145,14.06,16.39,1.7100000000000009,1612.TW,16.53%,37.75,14.68,2.77,105.75,🚀 利潤擴張
34.18%,31.3,2025-12,✅ 穩健價值,德律,2025,7.59,13.939634630659256,37.0,34.83,1.6099999999999994,3030.TW,60.64%,351.0,33.22,10.49,377.69999999999993,🏰 高護城河
14.21%,2.92,2025-12,✅ 穩健價值,遠傳,2025,2.79,10.82529474812433,9.41,7.02,1.5499999999999998,4904.TW,27.10%,101.0,5.47,3.81,139.95,🚀 利潤擴張
19.80%,51.33,2025-12,⚠️ 追價風險,台光電,2025,31.23,46.33767243054206,51.99,47.96,1.5399999999999991,2383.TW,28.58%,4770.0,46.42,41.67,1544.1000000000001,🚀 利潤擴張
N/A,32.78,2025-12,⚪ 數據不足,鑽石投資,2025,-1.36,0.0,33.98,53.38,1.5300000000000011,6901.TW,N/A,15.6999998093,51.85,-1.38,-69.00000000000001,🚀 利潤擴張
10.08%,5.97,2025-12,✅ 穩健價值,永記,2025,4.28,5.516265912305516,12.04,4.17,1.4499999999999997,1726.TW,28.35%,78.0,2.72,5.5,212.10000000000002,🚀 利潤擴張
N/A,33.01,2025-12,⚠️ 追價風險,旺矽,2025,23.65,69.66022483263863,39.51,32.76,1.3099999999999987,6223.TWO,N/A,5515.0,31.45,33.49,1187.5499999999997,🚀 利潤擴張
17.33%,3.52,2025-12,✅ 穩健價值,中華電,2025,3.79,10.983346550356858,4.12,3.96,1.29,2412.TW,33.63%,138.5,2.67,4.99,189.15,🚀 利潤擴張
39.14%,-29.02,2025-12,✅ 穩健價值,凱基金,2025,1.09,7.3489010989010985,-34.81,-10.99,1.2699999999999996,2883.TW,78.38%,26.75,-12.26,1.74,54.6,🏰 高護城河
4.93%,-6.07,2025-12,✅ 穩健價值,三陽工業,2025,4.6,4.225634127977303,-1.93,-3.34,1.2199999999999998,2206.TW,18.31%,63.2999992371,-4.56,5.78,224.70000000000002,🌑 雙重衰退
12.13%,10.63,2025-12,⚪ 中性觀察,大毅,2025,2.53,18.203592814371255,13.57,8.95,1.1399999999999997,2478.TW,24.27%,152.0,7.81,3.45,125.25000000000003,🚀 利潤擴張
23.81%,7.95,2025-12,✅ 穩健價值,中航,2025,4.21,3.933955436977746,94.01,6.43,1.0699999999999994,2612.TW,34.11%,54.7999992371,5.36,5.46,208.95,🚀 利潤擴張
14.33%,11.48,2025-12,✅ 穩健價值,晟銘電,2025,2.44,13.86651323360184,15.64,13.2,1.0299999999999994,3013.TW,21.20%,120.5,12.17,4.03,130.35000000000002,🚀 利潤擴張
18.42%,12.87,2025-12,✅ 穩健價值,世禾,2025,6.12,9.123910939012585,23.67,17.2,1.0299999999999976,3551.TWO,36.55%,188.5,16.17,8.36,309.9,🚀 利潤擴張
N/A,16.17,2025-12,✅ 穩健價值,星亞,2025,3.23,3.994252946637931,10.53,10.39,0.8800000000000008,7753.TWO,N/A,41.7000007629,9.51,4.22,156.6,🚀 利潤擴張
-2.28%,-32.0,2025-12,⚪ 數據不足,國碩,2025,-0.92,0.0,-217.24,-6.98,0.8299999999999992,2406.TW,11.28%,32.0,-7.81,-0.92,-41.85,🌑 雙重衰退
59.33%,21.48,2025-12,✅ 穩健價值,鈊象,2025,27.9,8.321775312066576,21.2,19.82,0.8099999999999987,3293.TWO,97.58%,780.0,19.01,38.51,1405.9499999999998,🏰 高護城河
-478.52%,-0.69,2025-12,⚪ 數據不足,合一,2025,-2.11,0.0,-31.06,10.29,0.7999999999999989,4743.TWO,41.13%,49.6500015259,9.49,-2.18,-100.95,🚀 利潤擴張
N/A,17.98,2025-12,✅ 穩健價值,國統,2025,2.95,6.151386008837952,28.82,21.07,0.7800000000000011,8936.TWO,N/A,57.7000007629,20.29,4.08,140.70000000000002,🚀 利潤擴張
2.38%,23.71,2025-12,✅ 穩健價值,精技,2025,2.38,6.507537592600503,21.43,18.73,0.5599999999999987,2414.TW,8.10%,51.7999992371,18.17,3.17,119.4,🚀 利潤擴張
N/A,9.05,2025-12,✅ 穩健價值,時報,2025,0.6,7.383720634534884,0.0,3.23,0.54,8923.TWO,N/A,19.0499992371,2.69,0.96,38.7,🚀 利潤擴張
-7.50%,-1.16,2025-12,✅ 穩健價值,磐亞,2025,0.61,9.577114427860696,-10.29,-6.32,0.45999999999999996,4707.TWO,-0.45%,19.25,-6.78,0.89,30.150000000000002,🌑 雙重衰退
-23.61%,-18.9,2025-12,⚪ 數據不足,欣大健康,2025,-1.56,0.0,16.58,-14.62,0.3800000000000008,4198.TWO,30.43%,37.75,-15.0,-1.96,-73.8,🌑 雙重衰退
10.03%,-3.25,2025-12,✅ 穩健價值,第一保,2025,2.43,3.507078507078507,-5.81,-2.67,0.3799999999999999,2852.TW,31.15%,27.25,-3.05,2.92,116.55,🌑 雙重衰退
N/A,19.5,2025-12,✅ 穩健價值,意德士,2025,5.54,15.220905172413792,25.35,19.42,0.16000000000000014,7556.TWO,N/A,282.5,19.26,7.1,278.40000000000003,🚀 利潤擴張
N/A,15.99,2025-12,✅ 穩健價值,捷敏-KY,2025,4.38,8.374384236453203,21.33,14.17,0.14000000000000057,6525.TW,N/A,119.0,14.03,5.88,213.14999999999998,🚀 利潤擴張
N/A,25.77,2025-12,⚪ 數據不足,蒙恬,2025,-0.68,0.0,26.09,34.19,0.030000000000001137,5211.TWO,N/A,18.7999992371,34.16,-0.77,-34.800000000000004,🚀 利潤擴張
N/A,11.75,2025-12,❌ 暫避觀望,金居,2025,2.71,60.53719008264463,-5.9,15.34,-0.17999999999999972,8358.TWO,N/A,586.0,15.52,4.21,145.2,⚠️ 獲利稀釋
9.96%,13.98,2025-12,⚪ 中性觀察,長榮航太,2025,4.16,12.46246246246246,10.05,11.43,-0.20000000000000107,2645.TW,14.11%,166.0,11.63,5.46,199.80000000000004,⚠️ 獲利稀釋
-35.14%,8.43,2025-12,⚪ 數據不足,元翎,2025,-1.54,0.0,-8.76,-4.02,-0.2999999999999994,4564.TW,-20.30%,15.6000003815,-3.72,-1.86,-73.05,🌑 雙重衰退
-174.96%,17.43,2025-12,⚪ 數據不足,杏國,2025,-0.95,0.0,18.8,15.58,-0.3000000000000007,4192.TWO,76.40%,21.1000003815,15.88,-1.3,-50.4,🏰 高護城河
N/A,-19.89,2025-12,⚪ 數據不足,中茂,2025,-0.91,0.0,7.14,-22.22,-0.34999999999999787,5205.TWO,N/A,22.7999992371,-21.87,-1.43,-49.8,🌑 雙重衰退
N/A,17.35,2025-12,❌ 暫避觀望,雷虎,2025,0.73,57.07964601769912,151.72,14.0,-0.3699999999999992,8033.TW,N/A,129.0,14.37,0.58,33.9,⚠️ 獲利稀釋
41.10%,1.98,2025-12,⚪ 中性觀察,臺企銀,2025,1.01,5.061538696276923,4.12,2.44,-0.41000000000000014,2834.TW,97.54%,16.4500007629,2.85,1.26,48.75,🏰 高護城河
11.17%,-0.11,2025-12,⚪ 中性觀察,聯華,2025,2.0,6.388455657238689,6.95,4.49,-0.4299999999999997,1229.TW,21.12%,40.9500007629,4.92,2.57,96.15,⚠️ 獲利稀釋
9.36%,2.68,2025-12,⚪ 中性觀察,華航,2025,1.81,3.0528844931249997,5.85,2.11,-0.4700000000000002,2610.TW,18.07%,19.0499992371,2.58,2.42,93.60000000000001,⚠️ 獲利稀釋
N/A,92.55,2025-12,❌ 暫避觀望,光聖,2025,13.87,40.668868703550785,66.63,63.72,-0.5,6442.TW,N/A,1970.0,64.22,23.46,726.5999999999999,⚠️ 獲利稀釋
22.63%,-47.7,2025-12,⚪ 中性觀察,昇陽,2025,0.24,11.79245283018868,-46.67,-69.95,-0.5799999999999983,3266.TW,42.09%,12.5,-69.37,0.58,15.9,🌑 雙重衰退
N/A,7.59,2025-12,⚪ 中性觀察,中保科,2025,4.99,7.013847080072246,3.81,5.71,-0.5800000000000001,9917.TW,N/A,116.5,6.29,6.77,249.14999999999998,⚠️ 獲利稀釋
9.78%,14.96,2025-12,⚪ 中性觀察,喬山,2025,3.41,7.401091405184174,64.73,13.11,-0.5800000000000001,1736.TW,48.58%,108.5,13.69,9.06,219.9,⚠️ 獲利稀釋
10.72%,0.49,2025-12,❌ 暫避觀望,三福化,2025,2.39,16.280417149478566,-23.89,-9.76,-0.5899999999999999,4755.TW,22.24%,140.5,-9.17,3.7,129.45,🌑 雙重衰退
N/A,11.43,2025-12,⚪ 中性觀察,中華資安,2025,8.52,8.614232209737827,6.85,2.97,-0.6699999999999999,7765.TW,N/A,253.0,3.64,11.47,440.55,⚠️ 獲利稀釋
N/A,8.94,2025-12,⚪ 中性觀察,宏�硌穈T,2025,11.25,6.0809000803643185,6.94,10.46,-0.7399999999999984,6811.TWO,N/A,227.0,11.2,14.36,559.9499999999999,⚠️ 獲利稀釋
5.80%,16.37,2025-12,⚪ 中性觀察,亞光,2025,5.51,8.580060422960726,23.82,13.99,-0.75,3019.TW,15.53%,142.0,14.74,6.6,248.25,⚠️ 獲利稀釋
N/A,7.66,2025-12,⚪ 中性觀察,矽格,2025,3.94,14.450035945363048,-4.62,6.63,-0.8799999999999999,6257.TW,N/A,201.0,7.51,6.14,208.65,⚠️ 獲利稀釋
30.59%,-12.01,2025-12,⚪ 中性觀察,國泰金,2025,4.84,5.598114319387154,-27.4,-2.94,-0.8999999999999999,2882.TW,62.29%,95.0,-2.04,7.06,254.54999999999998,🏰 高護城河
12.50%,21.75,2025-12,⚪ 中性觀察,湧德,2025,5.52,6.651017214397496,25.52,19.61,-0.9000000000000021,3689.TWO,30.92%,127.5,20.51,7.55,287.55,⚠️ 獲利稀釋
38.82%,0.9,2025-12,⚪ 中性觀察,台灣高鐵,2025,0.89,8.338870558637874,-2.2,1.74,-1.01,2633.TW,43.22%,25.1000003815,2.75,1.17,45.150000000000006,⚠️ 獲利稀釋
N/A,3.19,2025-12,⚪ 中性觀察,大台北,2025,1.54,6.866197183098592,0.0,0.6,-1.0899999999999999,9908.TW,N/A,29.25,1.69,1.72,63.9,⚠️ 獲利稀釋
N/A,8.78,2025-12,⚪ 數據不足,金萬林-創,2025,-1.96,0.0,8.41,8.37,-1.120000000000001,6645.TW,N/A,14.1999998093,9.49,-2.41,-99.3,⚠️ 獲利稀釋
-0.53%,-21.23,2025-12,❌ 暫避觀望,亞帝歐,2025,0.03,62.63157693973683,-88.0,-15.15,-1.1500000000000004,3516.TWO,13.94%,23.7999992371,-14.0,0.27,5.700000000000001,🌑 雙重衰退
N/A,9.04,2025-12,⚪ 中性觀察,詠業,2025,1.89,11.870629637395103,41.22,5.83,-1.1799999999999997,6792.TW,N/A,67.9000015259,7.01,2.23,85.80000000000001,⚠️ 獲利稀釋
15.69%,21.83,2025-12,❌ 暫避觀望,研華,2025,8.67,15.933694181326116,17.5,17.26,-1.2999999999999972,2395.TW,39.78%,471.0,18.56,12.25,443.40000000000003,⚠️ 獲利稀釋
38.94%,-2.64,2025-12,⚪ 中性觀察,國票金,2025,0.47,10.575539431151078,-2.08,3.28,-1.3199999999999998,2889.TW,90.85%,14.6999998093,4.6,0.63,20.85,🏰 高護城河
N/A,-1.1,2025-12,⚪ 中性觀察,久元,2025,2.7,11.068702290076336,-11.76,4.19,-1.4499999999999993,6261.TWO,N/A,101.5,5.64,4.23,137.55,⚠️ 獲利稀釋
32.73%,-0.6,2025-12,⚪ 中性觀察,大學光,2025,8.83,4.354304635761589,-9.44,-2.07,-1.5,3218.TWO,58.77%,131.5,-0.57,12.31,453.00000000000006,🏰 高護城河
N/A,14.59,2025-12,⚪ 中性觀察,達發,2025,14.0,14.033124440465533,13.73,7.78,-1.6499999999999995,6526.TW,N/A,627.0,9.43,17.32,670.2,⚠️ 獲利稀釋
3.94%,-7.17,2025-12,❌ 暫避觀望,長興,2025,1.09,20.970589132882356,-4.39,-9.62,-1.6899999999999995,1717.TW,21.29%,71.3000030518,-7.93,1.41,51.0,🌑 雙重衰退
4.16%,0.47,2025-12,⚪ 中性觀察,致伸,2025,4.76,4.892086530529759,3.8,1.64,-1.6900000000000002,4915.TW,17.61%,74.8000030518,3.33,5.71,229.35,⚠️ 獲利稀釋
