advice,price,pe,date,expansion,om,symbol,name,rev_yoy,est_price,prev_eps,prev_rev_yoy,gm,prev_year,status,eps_yoy,prev_eps_yoy,eps
⚪ 中性觀察,57.0,8.837209302325583,2026-03,-173.3,N/A,6844.TWO,諾貝兒,192.24,96.74999999999999,2.35,1.36,N/A,2025,⚠️ 獲利稀釋,18.94,-21.14,1.57
❌ 暫避觀望,1110.0,34.185401909454875,2026-03,-174.41,N/A,6640.TWO,均華,392.93,487.05000000000007,12.75,10.19,N/A,2025,⚠️ 獲利稀釋,218.52,-14.04,5.19
⚪ 中性觀察,144.5,11.42292490118577,2026-03,-174.49,17.33%,2412.TW,中華電,177.66,189.75,4.99,2.67,33.63%,2025,⚠️ 獲利稀釋,3.17,3.96,1.3
⚪ 中性觀察,32.1500015259,8.505291408968255,2026-03,-174.67999999999998,N/A,9960.TWO,邁達康,203.95,56.7,1.75,-3.52,N/A,2025,⚠️ 獲利稀釋,29.27,-13.79,0.53
❌ 暫避觀望,26.25,25.735294117647058,2026-03,-175.97999999999996,N/A,3021.TW,鴻名,592.65,15.3,0.33,-3.87,N/A,2025,⚠️ 獲利稀釋,416.67,-43.1,0.19
❌ 暫避觀望,294.5,47.5767366720517,2026-03,-176.56,9.03%,3675.TWO,德微,188.41,92.85,2.67,-9.88,36.51%,2025,⚠️ 獲利稀釋,11.85,-66.46,1.51
⚪ 中性觀察,153.0,10.35883547731889,2026-03,-176.75,N/A,6579.TW,研揚,261.06,221.54999999999998,5.62,20.03,N/A,2025,⚠️ 獲利稀釋,84.31,-27.15,3.81
❌ 暫避觀望,10.25,18.98148148148148,2026-03,-177.2,10.56%,1805.TW,寶徠,147.2,8.100000000000001,0.2,-54.43,21.75%,2025,📉 獲利侵蝕,-30.0,-93.38,0.14
❌ 暫避觀望,53.0999984741,34.70588135562091,2026-03,-177.57,-1.96%,3588.TW,通嘉,219.88,22.95,0.5,-7.24,31.63%,2025,⚠️ 獲利稀釋,42.31,-73.51,0.37
❌ 暫避觀望,239.5,16.2483039348711,2026-03,-177.81,10.45%,3587.TWO,閎康,373.81,221.1,6.1,8.51,30.02%,2025,⚠️ 獲利稀釋,196.0,-40.84,2.24
❌ 暫避觀望,572.0,81.71428571428571,2026-03,-178.23,21.78%,2455.TW,全新,202.94,105.0,2.97,4.29,37.27%,2025,⚠️ 獲利稀釋,24.71,-18.46,1.06
⚪ 中性觀察,19.8500003815,4.259656734227469,2026-03,-178.42000000000002,13.35%,3284.TWO,太普高,167.71,69.89999999999999,2.31,-17.82,25.16%,2025,📉 獲利侵蝕,-10.71,-12.16,0.5
⚪ 中性觀察,41.3499984741,4.241025484523076,2026-03,-178.65,N/A,6763.TWO,綠界科技*,168.81,146.25,4.21,8.73,N/A,2025,📉 獲利侵蝕,-9.84,117.01,0.55
⚪ 數據不足,31.7000007629,0.0,2026-03,-178.89999999999998,N/A,5251.TWO,天鉞電,162.23,-4.35,0.03,10.32,N/A,2025,📉 獲利侵蝕,-16.67,-50.0,0.1
⚪ 中性觀察,93.0,4.71841704718417,2026-03,-179.3,N/A,5403.TWO,中菲,152.96,295.65000000000003,8.57,7.88,N/A,2025,📉 獲利侵蝕,-26.34,-0.37,1.42
❌ 暫避觀望,23.0,16.42857142857143,2026-03,-179.72,N/A,3557.TW,嘉威,97.83,21.0,0.01,-24.49,N/A,2025,📉 獲利侵蝕,-81.89,-99.85,0.48
❌ 暫避觀望,545.0,45.22821576763485,2026-03,-179.77,15.62%,3450.TW,聯鈞,109.26,180.75,5.01,13.44,26.67%,2025,📉 獲利侵蝕,-70.51,31.15,0.69
⚪ 中性觀察,48.5999984741,4.442413023226691,2026-03,-179.86,N/A,3303.TWO,岱稜,156.53,164.1,4.57,0.49,N/A,2025,📉 獲利侵蝕,-23.33,16.97,0.92
❌ 暫避觀望,11.3500003815,47.29166825624999,2026-03,-180.07999999999998,11.05%,1611.TW,中電,188.41,3.6,0.03,-8.17,37.93%,2025,⚠️ 獲利稀釋,8.33,-94.0,0.13
⚪ 中性觀察,29.0,5.482041587901701,2026-03,-180.4,N/A,8410.TWO,森田,131.75,79.35,3.27,-4.28,N/A,2025,📉 獲利侵蝕,-48.65,-56.63,0.57
⚪ 中性觀察,68.4000015259,5.937500132456597,2026-03,-180.68,N/A,7736.TW,虎山,156.16,172.79999999999998,5.04,22.39,N/A,2025,📉 獲利侵蝕,-24.52,-31.43,1.18
⚪ 中性觀察,91.0999984741,3.435143230546757,2026-03,-180.94,N/A,8467.TW,波力-KY,113.25,397.80000000000007,10.03,-1.52,N/A,2025,📉 獲利侵蝕,-67.69,-10.98,0.83
⚪ 中性觀察,22.7999992371,1.6426512418659944,2026-03,-182.03,N/A,5206.TWO,坤悅,334.61,208.2,3.44,55.14,N/A,2025,⚠️ 獲利稀釋,152.58,66.99,2.45
❌ 暫避觀望,42.7000007629,4270.000076289996,2026-03,-182.06,N/A,6168.TW,宏齊,282.06,0.15000000000000013,0.05,5.6,N/A,2025,⚠️ 獲利稀釋,100.0,66.67,0.02
⚪ 數據不足,26.0,0.0,2026-03,-183.29000000000002,-5.26%,2321.TW,東訊,228.74,-23.549999999999997,-0.76,16.01,29.80%,2025,⚠️ 獲利稀釋,45.45,18.37,-0.12
⚪ 中性觀察,67.5,6.81130171543895,2026-03,-183.38,7.82%,2364.TW,倫飛,140.62,148.65,4.2,20.5,39.87%,2025,📉 獲利侵蝕,-42.76,2.69,0.83
⚪ 數據不足,24.0499992371,0.0,2026-03,-183.4,N/A,6496.TWO,科懋,148.52,-152.85,-3.97,4.22,N/A,2025,📉 獲利侵蝕,-34.88,-85.58,-1.18
⚪ 中性觀察,206.5,11.235038084874864,2026-03,-184.0,N/A,6922.TWO,宸曜,186.36,275.7,6.9,13.67,N/A,2025,⚠️ 獲利稀釋,2.36,-8.99,2.6
⚪ 數據不足,12.75,0.0,2026-03,-184.14,-3.01%,4121.TWO,優盛,192.47,-13.799999999999999,-0.36,-1.34,33.58%,2025,⚠️ 獲利稀釋,8.33,-5.88,-0.11
⚪ 中性觀察,50.0,5.91715976331361,2026-03,-184.59,N/A,6684.TWO,安格,84.83,126.74999999999999,1.57,-15.36,N/A,2025,📉 獲利侵蝕,-99.76,137.2,0.01
⚪ 中性觀察,129.0,12.13546566321731,2026-03,-185.04000000000002,10.77%,3088.TWO,艾訊,277.35,159.45,4.68,1.82,33.38%,2025,⚠️ 獲利稀釋,92.31,-37.99,2.25
⚪ 中性觀察,78.5999984741,3.0993690250039436,2026-03,-185.14999999999998,N/A,8279.TWO,生展,139.57,380.4,10.02,6.1,N/A,2025,📉 獲利侵蝕,-45.58,13.09,1.23
⚪ 中性觀察,74.6999969482,7.93836311883103,2026-03,-185.4,2.59%,1216.TW,統一,211.77,141.15,3.45,2.32,31.73%,2025,⚠️ 獲利稀釋,26.37,-5.22,1.15
⚪ 中性觀察,50.7000007629,8.177419477887097,2026-03,-185.5,N/A,7547.TWO,碩網,183.17,92.99999999999999,2.65,5.66,N/A,2025,📉 獲利侵蝕,-2.33,22.61,0.42
⚪ 中性觀察,48.5999984741,13.965516802902298,2026-03,-185.56,N/A,4952.TW,凌通,204.61,52.2,1.03,-13.56,N/A,2025,⚠️ 獲利稀釋,19.05,-54.63,0.5
❌ 暫避觀望,145.0,15.86433260393873,2026-03,-185.79,N/A,6568.TWO,宏觀,192.19,137.10000000000002,4.0,6.74,N/A,2025,⚠️ 獲利稀釋,6.4,4.76,1.34
⚪ 中性觀察,140.0,4.281345565749235,2026-03,-185.92,N/A,6605.TW,帝寶,173.42,490.50000000000006,13.97,-3.69,N/A,2025,📉 獲利侵蝕,-12.5,-26.4,4.41
⚪ 中性觀察,163.5,9.326868225898462,2026-03,-186.06,18.05%,3416.TW,融程電,182.83,262.95,7.39,19.07,38.51%,2025,📉 獲利侵蝕,-3.23,4.56,1.8
❌ 暫避觀望,451.5,88.01169590643275,2026-03,-186.09,N/A,6715.TW,嘉基,232.47,76.95,1.8,-25.1,N/A,2025,⚠️ 獲利稀釋,46.38,-65.38,1.02
⚪ 中性觀察,211.0,8.675986842105264,2026-03,-186.16,13.69%,2474.TW,可成,147.7,364.8,11.33,3.18,33.00%,2025,📉 獲利侵蝕,-38.46,-37.78,2.63
⚪ 中性觀察,173.5,12.880475129918334,2026-03,-186.21,N/A,8261.TW,富鼎,195.24,202.05000000000004,5.73,6.37,N/A,2025,⚠️ 獲利稀釋,9.03,19.71,1.57
⚪ 中性觀察,272.5,8.708852668584212,2026-03,-186.28,N/A,6138.TWO,茂達,226.99,469.34999999999997,13.04,22.89,N/A,2025,⚠️ 獲利稀釋,40.71,31.94,3.68
⚪ 中性觀察,19.7999992371,5.7391302136521745,2026-03,-186.28999999999996,7.24%,3703.TW,欣陸,746.29,51.74999999999999,1.8,11.98,13.84%,2025,⚠️ 獲利稀釋,560.0,25.87,0.33
⚪ 數據不足,23.75,0.0,2026-03,-186.60000000000002,N/A,6130.TWO,上亞科技,205.02,-57.3,-1.72,-20.79,N/A,2025,⚠️ 獲利稀釋,18.42,-129.33,-0.31
❌ 暫避觀望,157.0,18.44888366627497,2026-03,-187.08999999999997,19.78%,2303.TW,聯電,295.15,127.64999999999999,3.34,2.26,30.67%,2025,⚠️ 獲利稀釋,108.06,-11.97,1.29
⚪ 數據不足,13.1000003815,0.0,2026-03,-187.21,2.42%,1468.TW,昶和,152.59,-0.5999999999999996,0.21,-23.26,18.12%,2025,📉 獲利侵蝕,-34.62,-77.66,0.17
⚪ 數據不足,24.3500003815,0.0,2026-03,-187.35000000000002,-223.66%,3466.TWO,德晉,249.55,-46.50000000000001,-1.11,-72.48,-8.98%,2025,⚠️ 獲利稀釋,62.2,58.98,-0.31
⚪ 數據不足,47.0,0.0,2026-03,-187.85000000000002,10.21%,3594.TWO,磐儀,254.52,-0.5999999999999996,0.49,29.3,41.27%,2025,⚠️ 獲利稀釋,66.67,-63.43,-0.07
❌ 暫避觀望,233.5,47.75051124744377,2026-03,-187.90999999999997,13.23%,4576.TW,大銀微系統,306.09,73.35,2.01,20.44,38.42%,2025,⚠️ 獲利稀釋,118.18,294.12,0.96
⚪ 中性觀察,136.5,9.572230014025246,2026-03,-188.26000000000002,4.49%,3289.TWO,宜特,207.08,213.89999999999998,4.81,11.44,25.60%,2025,⚠️ 獲利稀釋,18.82,-34.26,2.05
⚪ 中性觀察,30.3999996185,6.785714200558036,2026-03,-188.87,7.57%,1733.TW,五鼎,219.52,67.19999999999999,1.63,5.0,30.15%,2025,⚠️ 獲利稀釋,30.65,27.34,0.81
⚪ 數據不足,19.3999996185,0.0,2026-03,-188.97000000000003,N/A,6128.TW,上福,147.3,-268.8,-9.56,-4.71,N/A,2025,🔄 轉虧為盈,-41.67,-431.94,0.28
⚪ 中性觀察,38.4000015259,3.6398105711753552,2026-03,-189.29,N/A,9938.TW,百和,145.78,158.25,4.1,2.05,N/A,2025,📉 獲利侵蝕,-43.51,-13.68,0.87
⚪ 中性觀察,29.0,3.913630229419703,2026-03,-189.35000000000002,16.61%,4560.TW,強信-KY,171.96,111.15,3.02,6.92,33.75%,2025,📉 獲利侵蝕,-17.39,48.04,0.76
❌ 暫避觀望,702.0,17.958557175748272,2026-03,-189.51,0.48%,3693.TWO,營邦,107.78,586.35,15.5,-11.96,29.12%,2025,📉 獲利侵蝕,-81.73,-38.69,1.54
⚪ 中性觀察,186.5,8.885183420676512,2026-03,-189.9,18.42%,3551.TWO,世禾,205.07,314.85,8.36,16.17,36.55%,2025,⚠️ 獲利稀釋,15.17,17.2,2.46
❌ 暫避觀望,718.0,23.02019878166079,2026-03,-190.43,19.22%,1519.TW,華城,200.1,467.85,13.99,20.89,42.20%,2025,⚠️ 獲利稀釋,9.67,-6.3,3.29
❌ 暫避觀望,39.0999984741,24.285713337950313,2026-03,-191.19,9.76%,2495.TW,普安,194.32,24.15,1.13,-10.89,43.31%,2025,⚠️ 獲利稀釋,3.13,-49.1,0.33
⚪ 中性觀察,52.7000007629,4.0821069529744385,2026-03,-191.64999999999998,12.48%,4933.TWO,友輝,174.54,193.65,5.77,2.41,28.71%,2025,📉 獲利侵蝕,-17.11,-18.35,1.9
⚪ 中性觀察,61.2999992371,7.521472299030675,2026-03,-192.04999999999998,N/A,6117.TW,迎廣,369.13,122.25,3.77,11.78,N/A,2025,⚠️ 獲利稀釋,177.08,-7.65,1.33
⚪ 數據不足,14.9499998093,0.0,2026-03,-192.17000000000002,N/A,8477.TWO,創業家,286.81,-30.450000000000003,-0.92,-52.73,N/A,2025,⚠️ 獲利稀釋,94.64,53.77,-0.03
⚪ 中性觀察,60.0,6.042296072507553,2026-03,-192.23000000000002,N/A,3332.TWO,幸康,231.62,148.95,3.53,19.44,N/A,2025,⚠️ 獲利稀釋,39.39,61.93,1.38
❌ 暫避觀望,310.0,25.141930251419307,2026-03,-192.51,N/A,6672.TW,騰輝電子-KY,257.27,184.95,4.85,0.88,N/A,2025,⚠️ 獲利稀釋,64.76,-2.81,1.73
⚪ 數據不足,29.0,0.0,2026-03,-192.66,N/A,5201.TWO,凱衛,89.63,-22.8,-0.06,12.63,N/A,2025,📉 獲利侵蝕,-103.03,-102.22,-0.67
⚪ 數據不足,23.75,0.0,2026-03,-192.74,-198.78%,3041.TW,揚智,172.74,-106.95,-3.43,-29.93,5.61%,2025,📉 獲利侵蝕,-20.0,-35.42,-0.48
⚪ 中性觀察,52.0,9.923664122137405,2026-03,-194.24,-4.97%,2066.TWO,世德,190.77,78.60000000000001,1.34,-9.64,19.80%,2025,📉 獲利侵蝕,-3.47,-77.5,1.96
⚪ 數據不足,88.1999969482,0.0,2026-03,-194.54999999999998,N/A,5263.TWO,智崴,396.14,-137.10000000000002,-2.87,-3.81,N/A,2025,🔄 轉虧為盈,201.59,-356.73,0.67
⚪ 中性觀察,248.0,7.285546415981199,2026-03,-195.34,N/A,6782.TW,視陽,219.37,510.59999999999997,14.08,15.02,N/A,2025,⚠️ 獲利稀釋,24.03,39.41,3.82
⚪ 中性觀察,259.5,13.636363636363635,2026-03,-195.95999999999998,N/A,7556.TWO,意德士,218.89,285.45000000000005,7.1,19.26,N/A,2025,⚠️ 獲利稀釋,22.93,19.42,2.52
⚪ 中性觀察,24.4500007629,5.821428753071428,2026-03,-196.48999999999998,N/A,8049.TWO,晶采,192.14,63.0,1.72,-0.92,N/A,2025,📉 獲利侵蝕,-4.35,-31.2,0.44
⚪ 中性觀察,219.0,6.959008579599619,2026-03,-196.72,N/A,4771.TW,望隼,206.96,472.04999999999995,12.71,16.17,N/A,2025,⚠️ 獲利稀釋,10.24,10.57,3.66
⚪ 數據不足,31.3500003815,0.0,2026-03,-196.74,-262.93%,2258.TW,鴻華先進-創,126.74,-69.45,-2.15,-51.34,19.82%,2025,📉 獲利侵蝕,-70.0,-73.98,-0.51
⚪ 中性觀察,46.2000007629,3.031496113051181,2026-03,-196.95999999999998,12.10%,3078.TWO,僑威,135.88,228.6,6.07,16.17,23.99%,2025,📉 獲利侵蝕,-61.08,8.01,0.72
⚪ 中性觀察,343.5,6.476244343891403,2026-03,-197.02,16.17%,4766.TW,南寶,205.28,795.6,20.25,0.95,33.74%,2025,⚠️ 獲利稀釋,8.26,-9.03,6.55
❌ 暫避觀望,135.5,15.88511137162954,2026-03,-197.9,N/A,8147.TWO,正淩,226.47,127.95000000000002,3.08,29.59,N/A,2025,⚠️ 獲利稀釋,28.57,62.03,0.9
❌ 暫避觀望,35.5,33.490566037735846,2026-03,-198.34,-3.25%,3040.TW,遠見,106.5,15.9,0.32,-4.54,58.07%,2025,🏰 高護城河,-91.84,-57.53,0.04
⚪ 中性觀察,170.0,6.054131054131054,2026-03,-198.42999999999995,6.32%,1256.TW,鮮活果汁-KY,548.43,421.2,11.19,2.94,24.61%,2025,⚠️ 獲利稀釋,350.0,24.88,3.24
⚪ 中性觀察,151.5,6.281094527363184,2026-03,-198.67,18.52%,4571.TW,鈞興-KY,179.22,361.8,9.61,0.1,33.35%,2025,📉 獲利侵蝕,-19.45,4.45,2.41
⚪ 中性觀察,88.4000015259,8.992879097243133,2026-03,-198.81,N/A,6245.TWO,立端,168.9,147.45,4.38,-3.53,N/A,2025,📉 獲利侵蝕,-29.91,-28.08,0.75
⚪ 中性觀察,106.5,6.407942238267149,2026-03,-199.3,N/A,9917.TW,中保科,199.94,249.29999999999995,6.77,6.29,N/A,2025,⚠️ 獲利稀釋,0.64,5.71,1.6
⚪ 中性觀察,29.25,11.337209302325581,2026-03,-199.35,7.44%,2201.TW,裕隆,182.28,38.7,0.93,-15.65,30.14%,2025,📉 獲利侵蝕,-17.07,-75.14,0.35
❌ 暫避觀望,284.0,19.452054794520546,2026-03,-199.36,26.59%,3264.TWO,欣銓,253.02,219.00000000000003,5.99,7.08,37.83%,2025,⚠️ 獲利稀釋,53.66,34.97,1.95
⚪ 中性觀察,28.2000007629,7.9661019104237285,2026-03,-199.65,N/A,6662.TWO,樂斯科,223.18,53.1,1.66,-10.2,N/A,2025,⚠️ 獲利稀釋,23.53,-3.49,0.21
⚪ 中性觀察,16.25,2.507716049382716,2026-03,-200.55,N/A,7780.TW,大研生醫*,107.98,97.2,0.51,39.1,N/A,2025,📉 獲利侵蝕,-92.57,-76.4,0.13
⚪ 中性觀察,215.0,7.673090649536045,2026-03,-201.63000000000002,2.95%,2912.TW,統一超,208.08,420.30000000000007,10.78,3.79,34.07%,2025,⚠️ 獲利稀釋,6.45,-2.88,2.97
⚪ 中性觀察,123.0,8.893709327548807,2026-03,-202.11,9.78%,1736.TW,喬山,110.9,207.45,9.06,13.69,48.58%,2025,📉 獲利侵蝕,-91.21,13.11,0.08
⚪ 中性觀察,128.5,14.736238532110091,2026-03,-202.12999999999997,N/A,8103.TW,瀚荃,261.03,130.8,3.92,5.25,N/A,2025,⚠️ 獲利稀釋,58.9,17.71,1.17
⚪ 中性觀察,258.5,9.35577271082157,2026-03,-202.16,22.33%,2428.TW,興勤,176.57,414.45,11.76,6.85,39.10%,2025,📉 獲利侵蝕,-25.59,-2.81,2.21
⚪ 中性觀察,79.0999984741,6.170046682847115,2026-03,-202.24,N/A,6577.TWO,勁豐,219.85,192.29999999999998,5.64,-7.81,N/A,2025,⚠️ 獲利稀釋,17.61,-14.93,1.67
⚪ 中性觀察,34.4500007629,7.361111274123932,2026-03,-202.33,N/A,7732.TW,金興精密,201.11,70.19999999999999,1.73,0.66,N/A,2025,📉 獲利侵蝕,-1.22,-37.18,0.82
⚪ 中性觀察,81.5,7.257346393588602,2026-03,-202.45000000000002,N/A,6486.TWO,互動,159.18,168.45000000000002,5.78,6.12,N/A,2025,📉 獲利侵蝕,-43.27,2.66,0.59
⚪ 中性觀察,54.2000007629,3.426043031788874,2026-03,-202.66,N/A,6757.TW,台灣虎航,244.12,237.30000000000004,5.37,2.9,N/A,2025,⚠️ 獲利稀釋,41.46,-10.95,2.91
⚪ 中性觀察,183.5,14.104534973097616,2026-03,-203.09,14.07%,3042.TW,晶技,198.02,195.15000000000003,5.28,5.34,32.18%,2025,📉 獲利侵蝕,-5.07,-15.57,1.32
❌ 暫避觀望,257.5,23.47310847766636,2026-03,-203.17,N/A,8028.TW,昇陽半導體,222.57,164.55,4.37,26.97,N/A,2025,⚠️ 獲利稀釋,19.4,51.58,1.61
⚪ 中性觀察,43.5,3.251121076233184,2026-03,-203.32999999999998,N/A,8077.TWO,洛��,236.89,200.7,6.04,1.41,N/A,2025,⚠️ 獲利稀釋,33.56,37.27,1.95
⚪ 中性觀察,97.3000030518,2.1850438592364703,2026-03,-203.49,N/A,6596.TWO,寬宏藝術,158.08,667.9499999999999,18.83,78.68,N/A,2025,📉 獲利侵蝕,-45.41,242.99,2.08
⚪ 中性觀察,166.0,4.275045068246202,2026-03,-203.71,10.54%,4536.TW,拓凱,174.36,582.4499999999999,14.92,-2.91,32.65%,2025,📉 獲利侵蝕,-29.35,-20.89,3.61
⚪ 中性觀察,257.5,9.727993955421232,2026-03,-203.8,14.44%,4770.TW,上品,200.72,397.04999999999995,10.2,-26.81,28.63%,2025,📉 獲利侵蝕,-3.08,-52.93,2.52
⚪ 數據不足,51.5,0.0,2026-03,-204.03,-22.71%,3527.TWO,聚積,120.7,-56.85,-1.84,-19.18,39.78%,2025,🔄 轉虧為盈,-83.33,-757.14,0.01
⚪ 數據不足,16.0499992371,0.0,2026-03,-204.3,N/A,6661.TWO,威健生技,169.3,-5.25,0.06,16.55,N/A,2025,📉 獲利侵蝕,-35.0,20.0,-0.27
⚪ 中性觀察,13.8500003815,3.9684814846704866,2026-03,-204.88,N/A,8404.TW,百和興業-KY,136.36,52.35,1.43,8.24,N/A,2025,📉 獲利侵蝕,-68.52,55.43,0.17
⚪ 中性觀察,47.7999992371,7.940199208820599,2026-03,-205.25,21.37%,4746.TW,台耀,121.25,90.3,3.67,2.54,41.59%,2025,📉 獲利侵蝕,-84.0,180.15,0.16
⚪ 中性觀察,34.9000015259,11.33116932659091,2026-03,-205.34,2.52%,3652.TW,精聯,222.99,46.2,1.34,0.59,32.08%,2025,⚠️ 獲利稀釋,17.65,7.2,0.4
❌ 暫避觀望,57.5,26.376146788990823,2026-03,-205.5,N/A,6202.TW,盛群,180.5,32.7,0.76,22.23,N/A,2025,📉 獲利侵蝕,-25.0,213.64,0.3
⚪ 中性觀察,23.7999992371,11.609755725414635,2026-03,-205.76999999999998,N/A,5381.TWO,光譜,170.48,30.749999999999996,0.72,-5.88,N/A,2025,📉 獲利侵蝕,-35.29,2.44,0.22
❌ 暫避觀望,106.5,31.791044776119406,2026-03,-205.91000000000003,N/A,6840.TWO,東研信超,172.58,50.24999999999999,1.58,8.46,N/A,2025,📉 獲利侵蝕,-33.33,205.88,0.12
⚪ 中性觀察,28.4500007629,7.606952075641711,2026-03,-206.02999999999997,4.92%,4554.TWO,橙的,110.07,56.1,2.12,21.26,42.45%,2025,📉 獲利侵蝕,-95.96,13.37,0.04
⚪ 數據不足,12.6000003815,0.0,2026-03,-206.51999999999998,N/A,6144.TWO,得利影,123.19,-16.8,-0.36,-7.24,N/A,2025,📉 獲利侵蝕,-83.33,36.84,-0.22
⚪ 數據不足,16.3999996185,0.0,2026-03,-206.72000000000003,N/A,6228.TWO,全譜,73.39,-28.650000000000002,-0.47,19.96,N/A,2025,📉 獲利侵蝕,-133.33,44.71,-0.07
❌ 暫避觀望,667.0,50.877192982456144,2026-03,-206.91999999999996,5.03%,3163.TWO,波若威,603.64,196.64999999999998,6.22,14.65,18.26%,2025,⚠️ 獲利稀釋,396.72,8.17,3.03
❌ 暫避觀望,12.3999996185,112.7272692590909,2026-03,-206.93,N/A,6164.TW,華興,156.93,1.6500000000000001,0.07,-10.97,N/A,2025,📉 獲利侵蝕,-50.0,-87.27,0.05
⚪ 數據不足,29.8999996185,0.0,2026-03,-207.06,-2289.99%,4174.TWO,浩鼎,134.38,-444.0,-15.61,-6.55,-76.10%,2025,📉 獲利侵蝕,-72.68,-77.68,-3.35
⚪ 中性觀察,79.4000015259,10.758807794837399,2026-03,-207.14,N/A,6411.TWO,晶焱,195.47,110.7,3.18,-10.51,N/A,2025,📉 獲利侵蝕,-11.67,-30.29,0.54
❌ 暫避觀望,15.3500003815,255.8333396916666,2026-03,-207.44,-42.60%,3150.TW,鈺寶-創,96.33,0.9000000000000001,-0.22,-12.58,40.07%,2025,📉 獲利侵蝕,-111.11,-131.88,-0.02
⚪ 數據不足,12.8999996185,0.0,2026-03,-207.92999999999998,N/A,8929.TWO,富堡,285.71,-24.45,-0.45,-6.89,N/A,2025,⚠️ 獲利稀釋,77.78,-147.37,-0.06
⚪ 中性觀察,47.2000007629,6.028097160012771,2026-03,-207.98,N/A,6509.TWO,聚和,254.89,117.45,2.87,2.77,N/A,2025,⚠️ 獲利稀釋,46.91,17.48,1.19
⚪ 中性觀察,182.5,3.9054140808902207,2026-03,-208.01999999999998,8.38%,3611.TWO,鼎翰,225.85,700.9499999999999,19.63,31.04,32.53%,2025,⚠️ 獲利稀釋,17.83,38.68,4.56
⚪ 中性觀察,20.4500007629,7.027491671099656,2026-03,-208.15,N/A,3128.TWO,昇銳,160.69,43.650000000000006,1.32,-0.14,N/A,2025,📉 獲利侵蝕,-47.46,-22.16,0.31
⚪ 中性觀察,92.8000030518,10.930506837667846,2026-03,-208.32,5.30%,3022.TW,威強電,154.92,127.35000000000001,4.63,-4.78,33.30%,2025,📉 獲利侵蝕,-53.4,-46.9,0.96
❌ 暫避觀望,22.0,34.92063492063492,2026-03,-208.51,N/A,2908.TW,特力,321.84,9.450000000000001,0.23,-8.72,N/A,2025,⚠️ 獲利稀釋,113.33,-64.62,0.32
⚪ 中性觀察,31.9500007629,6.5071284649490835,2026-03,-209.41,10.89%,1593.TWO,祺驊,247.51,73.65,2.18,12.31,31.32%,2025,⚠️ 獲利稀釋,38.1,28.24,0.58
❌ 暫避觀望,508.0,34.60490463215259,2026-03,-209.54999999999998,N/A,6291.TWO,沛亨,395.26,220.2,6.6,16.7,N/A,2025,⚠️ 獲利稀釋,185.71,7.67,3.0
⚪ 中性觀察,48.1500015259,4.479069909386046,2026-03,-209.56,N/A,6170.TWO,統振,219.66,161.25,4.49,9.65,N/A,2025,⚠️ 獲利稀釋,10.1,32.45,1.09
⚪ 中性觀察,39.2999992371,7.7821780667524765,2026-03,-209.69,N/A,6843.TWO,進典,179.87,75.75,2.2,11.04,N/A,2025,📉 獲利侵蝕,-29.82,-7.56,0.4
⚪ 中性觀察,50.0,3.35345405767941,2026-03,-209.85000000000002,19.04%,4417.TWO,金洲,182.02,223.65,6.13,12.91,29.73%,2025,📉 獲利侵蝕,-27.83,39.0,0.83
❌ 暫避觀望,931.0,25.506849315068493,2026-03,-209.95000000000002,N/A,6488.TWO,環球晶,240.11,547.5,15.29,-3.24,N/A,2025,⚠️ 獲利稀釋,30.16,-25.74,3.97
❌ 暫避觀望,58.7999992371,217.77777495222222,2026-03,-210.27,3.74%,2305.TW,全友,288.05,4.050000000000001,0.2,4.08,51.08%,2025,🏰 高護城河,77.78,35.71,0.16
⚪ 中性觀察,420.5,6.474210931485758,2026-03,-210.28,N/A,6472.TW,保瑞,111.76,974.25,23.9,9.11,N/A,2025,📉 獲利侵蝕,-98.52,-38.71,0.21
❌ 暫避觀望,93.3000030518,20.107759278405176,2026-03,-211.19000000000003,N/A,5425.TWO,台半,258.92,69.6,2.07,21.08,N/A,2025,⚠️ 獲利稀釋,47.73,9.66,0.7
⚪ 中性觀察,48.4000015259,8.566371951486726,2026-03,-211.48,N/A,8482.TW,商億-KY,219.95,84.75,2.3,-7.32,N/A,2025,⚠️ 獲利稀釋,8.47,-48.17,0.66
⚪ 數據不足,5.2100000381,0.0,2026-03,-211.87,-391.42%,1340.TW,勝悅-KY,200.76,-68.24999999999999,-2.61,-11.95,-118.96%,2025,📉 獲利侵蝕,-11.11,50.57,-0.3
⚪ 中性觀察,54.0,6.7669172932330826,2026-03,-212.18,7.78%,3684.TWO,榮昌,237.63,119.7,3.5,22.61,34.09%,2025,⚠️ 獲利稀釋,25.45,25.0,0.7
⚪ 中性觀察,29.1000003815,7.220843767121587,2026-03,-212.26,14.38%,4744.TWO,皇將,72.97,60.45,2.51,12.21,42.43%,2025,📉 獲利侵蝕,-139.29,216.0,-0.11
❌ 暫避觀望,174.0,18.629550321199144,2026-03,-213.1,N/A,4977.TW,眾達-KY,221.69,140.1,4.48,-1.54,N/A,2025,⚠️ 獲利稀釋,8.59,34.45,-1.18
⚪ 中性觀察,18.0,10.285714285714286,2026-03,-214.08000000000004,N/A,8423.TWO,保綠-KY,299.79,26.25,0.73,1.95,N/A,2025,⚠️ 獲利稀釋,85.71,25.86,0.26
