        股號                         名稱      收盤價        狀態                                  原因
  3289.TWO                         宜特   132.00      進入盤整     ADX 指標為 9.06 (低於 20)，市場目前缺乏推升動能
00970B.TWO                新光BBB投等債20+     9.42      均線糾纏      MA5/10/20 乖離率僅 0.16%，移動平均線高度重合
   2033.TW                         佳大    15.75      均線糾纏      MA5/10/20 乖離率僅 0.80%，移動平均線高度重合
   0050.TW                     元大台灣50    75.45      均線糾纏      MA5/10/20 乖離率僅 0.63%，移動平均線高度重合
  4419.TWO                       皇家美食    55.00 離開盤整 (向上)     收盤價 55.00 強勢突破布林上軌 (53.64)，趨勢轉強
  3710.TWO                       連展投控     6.64      均線糾纏      MA5/10/20 乖離率僅 1.36%，移動平均線高度重合
   4526.TW                         東台    34.45      均線糾纏      MA5/10/20 乖離率僅 1.00%，移動平均線高度重合
   3090.TW                        日電貿    92.50      均線糾纏      MA5/10/20 乖離率僅 0.33%，移動平均線高度重合
  5309.TWO                        系統電    57.80      均線糾纏      MA5/10/20 乖離率僅 0.56%，移動平均線高度重合
00847B.TWO                    中信美國市政債    26.13      均線糾纏      MA5/10/20 乖離率僅 0.28%，移動平均線高度重合
   6719.TW                         力智   163.00      均線糾纏      MA5/10/20 乖離率僅 1.07%，移動平均線高度重合
  3556.TWO                        禾瑞亞    42.70      均線糾纏      MA5/10/20 乖離率僅 0.83%，移動平均線高度重合
   2301.TW                        光寶科   147.50      進入盤整    ADX 指標為 19.38 (低於 20)，市場目前缺乏推升動能
  6637.TWO                         醫影    71.80      均線糾纏      MA5/10/20 乖離率僅 0.98%，移動平均線高度重合
00679B.TWO                    元大美債20年    27.38      均線糾纏      MA5/10/20 乖離率僅 0.21%，移動平均線高度重合
   2382.TW                         廣達   290.50      均線糾纏      MA5/10/20 乖離率僅 0.27%，移動平均線高度重合
   1711.TW                         永光    38.95      趨勢運行                    股價具備方向性，未達盤整過濾標準
   1102.TW                         亞泥    35.30      均線糾纏      MA5/10/20 乖離率僅 0.36%，移動平均線高度重合
  6762.TWO                         達亞   170.00      均線糾纏      MA5/10/20 乖離率僅 0.46%，移動平均線高度重合
  7782.TWO                       光速火箭    26.00      均線糾纏      MA5/10/20 乖離率僅 1.20%，移動平均線高度重合
   2032.TW                         新鋼    16.50      趨勢運行                    股價具備方向性，未達盤整過濾標準
    TXF.TW TAIWAN FUTURES EXCHANGE TX 33402.00      均線糾纏      MA5/10/20 乖離率僅 0.44%，移動平均線高度重合
  3088.TWO                         艾訊    81.50      均線糾纏      MA5/10/20 乖離率僅 0.43%，移動平均線高度重合
  7744.TWO                         崴寶   435.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
   6191.TW                        精成科    90.80      趨勢運行                    股價具備方向性，未達盤整過濾標準
   8422.TW                       可寧衛*    29.25      均線糾纏      MA5/10/20 乖離率僅 1.26%，移動平均線高度重合
   3701.TW                        大眾控    56.50      均線糾纏      MA5/10/20 乖離率僅 1.25%，移動平均線高度重合
  5508.TWO                        永信建    51.60      均線糾纏      MA5/10/20 乖離率僅 1.19%，移動平均線高度重合
   4562.TW                         穎漢    30.10      進入盤整    ADX 指標為 13.14 (低於 20)，市場目前缺乏推升動能
   5258.TW                         虹堡    47.90      均線糾纏      MA5/10/20 乖離率僅 0.91%，移動平均線高度重合
  1294.TWO                       漢田生技    81.10      趨勢運行                    股價具備方向性，未達盤整過濾標準
  4129.TWO                         聯合   100.50      趨勢運行                    股價具備方向性，未達盤整過濾標準
  6904.TWO                         伯鑫   121.00      均線糾纏      MA5/10/20 乖離率僅 0.19%，移動平均線高度重合
  8044.TWO                         網家    22.70      均線糾纏      MA5/10/20 乖離率僅 1.38%，移動平均線高度重合
   3530.TW                        晶相光    57.90      均線糾纏      MA5/10/20 乖離率僅 0.79%，移動平均線高度重合
  4772.TWO                        台特化   289.00      進入盤整    ADX 指標為 18.08 (低於 20)，市場目前缺乏推升動能
   1449.TW                         佳和    11.30      趨勢運行                    股價具備方向性，未達盤整過濾標準
  1599.TWO                        宏佳騰    25.90      均線糾纏      MA5/10/20 乖離率僅 0.31%，移動平均線高度重合
   6921.TW                      嘉雨思-創    71.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
   3092.TW                         鴻碩    28.75      趨勢運行                    股價具備方向性，未達盤整過濾標準
  6148.TWO                        驊宏資    33.50      趨勢運行                    股價具備方向性，未達盤整過濾標準
  5701.TWO                        劍湖山     3.52      趨勢運行                    股價具備方向性，未達盤整過濾標準
   1726.TW                         永記    75.00      均線糾纏      MA5/10/20 乖離率僅 0.17%，移動平均線高度重合
  5703.TWO                         亞都    13.30      均線糾纏      MA5/10/20 乖離率僅 1.32%，移動平均線高度重合
 00985B.TW                群益ESG投等債0-5    10.35      均線糾纏      MA5/10/20 乖離率僅 0.01%，移動平均線高度重合
  7728.TWO                       光焱科技   705.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
   2618.TW                        長榮航    35.00      均線糾纏      MA5/10/20 乖離率僅 0.57%，移動平均線高度重合
   8045.TW                       達運光電    74.10      均線糾纏      MA5/10/20 乖離率僅 0.66%，移動平均線高度重合
   2489.TW                         瑞軒    33.40      趨勢運行                    股價具備方向性，未達盤整過濾標準
  6509.TWO                         聚和    46.05      趨勢運行                    股價具備方向性，未達盤整過濾標準
   3312.TW                        弘憶股    35.30      均線糾纏      MA5/10/20 乖離率僅 1.06%，移動平均線高度重合
   2838.TW                        聯邦銀    20.90      均線糾纏      MA5/10/20 乖離率僅 1.18%，移動平均線高度重合
   3501.TW                         維熹    48.30      均線糾纏      MA5/10/20 乖離率僅 0.82%，移動平均線高度重合
   8039.TW                         台虹   111.00      均線糾纏      MA5/10/20 乖離率僅 0.86%，移動平均線高度重合
  3105.TWO                         穩懋   376.50      進入盤整    ADX 指標為 11.24 (低於 20)，市場目前缺乏推升動能
   8478.TW                       東哥遊艇   158.50      均線糾纏      MA5/10/20 乖離率僅 0.89%，移動平均線高度重合
   3550.TW                         聯穎    18.55      均線糾纏      MA5/10/20 乖離率僅 0.87%，移動平均線高度重合
   3432.TW                         台端    16.65      均線糾纏      MA5/10/20 乖離率僅 0.38%，移動平均線高度重合
   1514.TW                         亞力   103.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
00768B.TWO                    復華20年美債    51.80      均線糾纏      MA5/10/20 乖離率僅 0.21%，移動平均線高度重合
   7750.TW                         新代  1355.00      均線糾纏      MA5/10/20 乖離率僅 0.28%，移動平均線高度重合
  6821.TWO                         聯寶    59.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
   6209.TW                        今國光    50.30      趨勢運行                    股價具備方向性，未達盤整過濾標準
   4912.TW                    聯德控股-KY    90.40      均線糾纏      MA5/10/20 乖離率僅 0.39%，移動平均線高度重合
   3015.TW                         全漢    50.20      均線糾纏      MA5/10/20 乖離率僅 0.46%，移動平均線高度重合
