rev_yoy,gm,om,prev_year,prev_rev_yoy,date,advice,prev_eps_yoy,name,eps,status,est_price,eps_yoy,pe,prev_eps,expansion,symbol,price
261.06,N/A,N/A,2025,20.03,2026-03,⚪ 中性觀察,-27.15,研揚,3.81,⚠️ 獲利稀釋,221.54999999999998,84.31,11.374407582938389,5.62,-176.75,6579.TW,168.0
147.2,21.75%,10.56%,2025,-54.43,2026-03,❌ 暫避觀望,-93.38,寶徠,0.14,📉 獲利侵蝕,8.100000000000001,-30.0,19.166667373148144,0.2,-177.2,1805.TW,10.3500003815
219.88,31.63%,-1.96%,2025,-7.24,2026-03,❌ 暫避觀望,-73.51,通嘉,0.37,⚠️ 獲利稀釋,22.95,42.31,39.411764207254905,0.5,-177.57,3588.TW,60.2999992371
373.81,30.02%,10.45%,2025,8.51,2026-03,❌ 暫避觀望,-40.84,閎康,2.24,⚠️ 獲利稀釋,221.1,196.0,20.624151967435548,6.1,-177.81,3587.TWO,304.0
202.94,37.27%,21.78%,2025,4.29,2026-03,❌ 暫避觀望,-18.46,全新,1.06,⚠️ 獲利稀釋,105.0,24.71,59.42857142857143,2.97,-178.23,2455.TW,416.0
167.71,25.16%,13.35%,2025,-17.82,2026-03,⚪ 中性觀察,-12.16,太普高,0.5,📉 獲利侵蝕,69.89999999999999,-10.71,4.87124479890558,2.31,-178.42000000000002,3284.TWO,22.7000007629
168.81,N/A,N/A,2025,8.73,2026-03,⚪ 中性觀察,117.01,綠界科技*,0.55,📉 獲利侵蝕,146.25,-9.84,4.861538618041026,4.21,-178.65,6763.TWO,47.4000015259
162.23,N/A,N/A,2025,10.32,2026-03,⚪ 數據不足,-50.0,天鉞電,0.1,📉 獲利侵蝕,-4.35,-16.67,0.0,0.03,-178.89999999999998,5251.TWO,30.1000003815
152.96,N/A,N/A,2025,7.88,2026-03,⚪ 中性觀察,-0.37,中菲,1.42,📉 獲利侵蝕,295.65000000000003,-26.34,4.819888381532217,8.57,-179.3,5403.TWO,95.0
97.83,N/A,N/A,2025,-24.49,2026-03,❌ 暫避觀望,-99.85,嘉威,0.48,📉 獲利侵蝕,21.0,-81.89,19.03571401321429,0.01,-179.72,3557.TW,26.6499996185
109.26,26.67%,15.62%,2025,13.44,2026-03,❌ 暫避觀望,31.15,聯鈞,0.69,📉 獲利侵蝕,180.75,-70.51,46.88796680497925,5.01,-179.77,3450.TW,565.0
156.53,N/A,N/A,2025,0.49,2026-03,⚪ 中性觀察,16.97,岱稜,0.92,📉 獲利侵蝕,164.1,-23.33,5.575868372943328,4.57,-179.86,3303.TWO,61.0
188.41,37.93%,11.05%,2025,-8.17,2026-03,❌ 暫避觀望,-94.0,中電,0.13,⚠️ 獲利稀釋,3.6,8.33,54.166666666666664,0.03,-180.07999999999998,1611.TW,13.0
131.75,N/A,N/A,2025,-4.28,2026-03,⚪ 中性觀察,-56.63,森田,0.57,📉 獲利侵蝕,79.35,-48.65,6.219281951965974,3.27,-180.4,8410.TWO,32.9000015259
156.16,N/A,N/A,2025,22.39,2026-03,⚪ 中性觀察,-31.43,虎山,1.18,📉 獲利侵蝕,172.79999999999998,-24.52,6.310763623975694,5.04,-180.68,7736.TW,72.6999969482
113.25,N/A,N/A,2025,-1.52,2026-03,⚪ 中性觀察,-10.98,波力-KY,0.83,📉 獲利侵蝕,397.80000000000007,-67.69,4.732277526395173,10.03,-180.94,8467.TW,125.5
334.61,N/A,N/A,2025,55.14,2026-03,⚪ 中性觀察,66.99,坤悅,2.45,⚠️ 獲利稀釋,208.2,152.58,1.7219019898054757,3.44,-182.03,5206.TWO,23.8999996185
282.06,N/A,N/A,2025,5.6,2026-03,❌ 暫避觀望,66.67,宏齊,0.02,⚠️ 獲利稀釋,0.15000000000000013,100.0,2829.9999237099973,0.05,-182.06,6168.TW,28.2999992371
228.74,29.80%,-5.26%,2025,16.01,2026-03,⚪ 數據不足,18.37,東訊,-0.12,⚠️ 獲利稀釋,-23.549999999999997,45.45,0.0,-0.76,-183.29000000000002,2321.TW,14.0500001907
140.62,39.87%,7.82%,2025,20.5,2026-03,⚪ 中性觀察,2.69,倫飛,0.83,📉 獲利侵蝕,148.65,-42.76,6.8516651388395555,4.2,-183.38,2364.TW,67.9000015259
186.36,N/A,N/A,2025,13.67,2026-03,⚪ 中性觀察,-8.99,宸曜,2.6,⚠️ 獲利稀釋,275.7,2.36,10.119695321001089,6.9,-184.0,6922.TWO,186.0
192.47,33.58%,-3.01%,2025,-1.34,2026-03,⚪ 數據不足,-5.88,優盛,-0.11,⚠️ 獲利稀釋,-13.799999999999999,8.33,0.0,-0.36,-184.14,4121.TWO,13.5500001907
84.83,N/A,N/A,2025,-15.36,2026-03,⚪ 中性觀察,137.2,安格,0.01,📉 獲利侵蝕,126.74999999999999,-99.76,5.976331360946746,1.57,-184.59,6684.TWO,50.5
277.35,33.38%,10.77%,2025,1.82,2026-03,⚪ 中性觀察,-37.99,艾訊,2.25,⚠️ 獲利稀釋,159.45,92.31,13.640639698965193,4.68,-185.04000000000002,3088.TWO,145.0
139.57,N/A,N/A,2025,6.1,2026-03,⚪ 中性觀察,13.09,生展,1.23,📉 獲利侵蝕,380.4,-45.58,3.824921135646688,10.02,-185.14999999999998,8279.TWO,97.0
211.77,31.73%,2.59%,2025,2.32,2026-03,⚪ 中性觀察,-5.22,統一,1.15,⚠️ 獲利稀釋,141.15,26.37,7.917109458023379,3.45,-185.4,1216.TW,74.5
183.17,N/A,N/A,2025,5.66,2026-03,⚪ 中性觀察,22.61,碩網,0.42,📉 獲利侵蝕,92.99999999999999,-2.33,9.564516005983872,2.65,-185.5,7547.TWO,59.2999992371
204.61,N/A,N/A,2025,-13.56,2026-03,❌ 暫避觀望,-54.63,凌通,0.5,⚠️ 獲利稀釋,52.2,19.05,16.63793147295977,1.03,-185.56,4952.TW,57.9000015259
192.19,N/A,N/A,2025,6.74,2026-03,❌ 暫避觀望,4.76,宏觀,1.34,⚠️ 獲利稀釋,137.10000000000002,6.4,19.310722100656452,4.0,-185.79,6568.TWO,176.5
173.42,N/A,N/A,2025,-3.69,2026-03,⚪ 中性觀察,-26.4,帝寶,4.41,📉 獲利侵蝕,490.50000000000006,-12.5,4.327217125382263,13.97,-185.92,6605.TW,141.5
182.83,38.51%,18.05%,2025,19.07,2026-03,⚪ 中性觀察,4.56,融程電,1.8,📉 獲利侵蝕,262.95,-3.23,10.039931545921279,7.39,-186.06,3416.TW,176.0
232.47,N/A,N/A,2025,-25.1,2026-03,❌ 暫避觀望,-65.38,嘉基,1.02,⚠️ 獲利稀釋,76.95,46.38,91.91033138401559,1.8,-186.09,6715.TW,471.5
147.7,33.00%,13.69%,2025,3.18,2026-03,⚪ 中性觀察,-37.78,可成,2.63,📉 獲利侵蝕,364.8,-38.46,8.326480263157894,11.33,-186.16,2474.TW,202.5
195.24,N/A,N/A,2025,6.37,2026-03,❌ 暫避觀望,19.71,富鼎,1.57,⚠️ 獲利稀釋,202.05000000000004,9.03,15.961395694135112,5.73,-186.21,8261.TW,215.0
226.99,N/A,N/A,2025,22.89,2026-03,⚪ 中性觀察,31.94,茂達,3.68,⚠️ 獲利稀釋,469.34999999999997,40.71,11.457334611697028,13.04,-186.28,6138.TWO,358.5
746.29,13.84%,7.24%,2025,11.98,2026-03,⚪ 中性觀察,25.87,欣陸,0.33,⚠️ 獲利稀釋,51.74999999999999,560.0,6.318840358579711,1.8,-186.28999999999996,3703.TW,21.7999992371
205.02,N/A,N/A,2025,-20.79,2026-03,⚪ 數據不足,-129.33,上亞科技,-0.31,⚠️ 獲利稀釋,-57.3,18.42,0.0,-1.72,-186.60000000000002,6130.TWO,24.5
295.15,30.67%,19.78%,2025,2.26,2026-03,❌ 暫避觀望,-11.97,聯電,1.29,⚠️ 獲利稀釋,127.64999999999999,108.06,17.09753231492362,3.34,-187.08999999999997,2303.TW,145.5
152.59,18.12%,2.42%,2025,-23.26,2026-03,⚪ 數據不足,-77.66,昶和,0.17,📉 獲利侵蝕,-0.5999999999999996,-34.62,0.0,0.21,-187.21,1468.TW,12.0
249.55,-8.98%,-223.66%,2025,-72.48,2026-03,⚪ 數據不足,58.98,德晉,-0.31,⚠️ 獲利稀釋,-46.50000000000001,62.2,0.0,-1.11,-187.35000000000002,3466.TWO,33.2000007629
254.52,41.27%,10.21%,2025,29.3,2026-03,⚪ 數據不足,-63.43,磐儀,-0.07,⚠️ 獲利稀釋,-0.5999999999999996,66.67,0.0,0.49,-187.85000000000002,3594.TWO,47.9500007629
306.09,38.42%,13.23%,2025,20.44,2026-03,❌ 暫避觀望,294.12,大銀微系統,0.96,⚠️ 獲利稀釋,73.35,118.18,45.19427402862986,2.01,-187.90999999999997,4576.TW,221.0
207.08,25.60%,4.49%,2025,11.44,2026-03,⚪ 中性觀察,-34.26,宜特,2.05,⚠️ 獲利稀釋,213.89999999999998,18.82,12.23702664796634,4.81,-188.26000000000002,3289.TWO,174.5
219.52,30.15%,7.57%,2025,5.0,2026-03,⚪ 中性觀察,27.34,五鼎,0.81,⚠️ 獲利稀釋,67.19999999999999,30.65,6.540178401138394,1.63,-188.87,1733.TW,29.2999992371
147.3,N/A,N/A,2025,-4.71,2026-03,⚪ 數據不足,-431.94,上福,0.28,🔄 轉虧為盈,-268.8,-41.67,0.0,-9.56,-188.97000000000003,6128.TW,21.0
145.78,N/A,N/A,2025,2.05,2026-03,⚪ 中性觀察,-13.68,百和,0.87,📉 獲利侵蝕,158.25,-43.51,4.170616113744075,4.1,-189.29,9938.TW,44.0
171.96,33.75%,16.61%,2025,6.92,2026-03,⚪ 中性觀察,48.04,強信-KY,0.76,📉 獲利侵蝕,111.15,-17.39,4.466936366275303,3.02,-189.35000000000002,4560.TW,33.0999984741
107.78,29.12%,0.48%,2025,-11.96,2026-03,⚪ 中性觀察,-38.69,營邦,1.54,📉 獲利侵蝕,586.35,-81.73,12.790995139421845,15.5,-189.51,3693.TWO,500.0
205.07,36.55%,18.42%,2025,16.17,2026-03,⚪ 中性觀察,17.2,世禾,2.46,⚠️ 獲利稀釋,314.85,15.17,9.909480705097664,8.36,-189.9,3551.TWO,208.0
200.1,42.20%,19.22%,2025,20.89,2026-03,❌ 暫避觀望,-6.3,華城,3.29,⚠️ 獲利稀釋,467.85,9.67,26.70727797370952,13.99,-190.43,1519.TW,833.0
194.32,43.31%,9.76%,2025,-10.89,2026-03,❌ 暫避觀望,-49.1,普安,0.33,⚠️ 獲利稀釋,24.15,3.13,32.360247499440995,1.13,-191.19,2495.TW,52.0999984741
174.54,28.71%,12.48%,2025,2.41,2026-03,⚪ 中性觀察,-18.35,友輝,1.9,📉 獲利侵蝕,193.65,-17.11,5.220759219666925,5.77,-191.64999999999998,4933.TWO,67.4000015259
369.13,N/A,N/A,2025,11.78,2026-03,⚪ 中性觀察,-7.65,迎廣,1.33,⚠️ 獲利稀釋,122.25,177.08,9.337423125656441,3.77,-192.04999999999998,6117.TW,76.0999984741
286.81,N/A,N/A,2025,-52.73,2026-03,⚪ 數據不足,53.77,創業家,-0.03,⚠️ 獲利稀釋,-30.450000000000003,94.64,0.0,-0.92,-192.17000000000002,8477.TWO,17.2000007629
231.62,N/A,N/A,2025,19.44,2026-03,⚪ 中性觀察,61.93,幸康,1.38,⚠️ 獲利稀釋,148.95,39.39,6.545820745216516,3.53,-192.23000000000002,3332.TWO,65.0
257.27,N/A,N/A,2025,0.88,2026-03,❌ 暫避觀望,-2.81,騰輝電子-KY,1.73,⚠️ 獲利稀釋,184.95,64.76,19.91078669910787,4.85,-192.51,6672.TW,245.5
89.63,N/A,N/A,2025,12.63,2026-03,⚪ 數據不足,-102.22,凱衛,-0.67,📉 獲利侵蝕,-22.8,-103.03,0.0,-0.06,-192.66,5201.TWO,27.7000007629
172.74,5.61%,-198.78%,2025,-29.93,2026-03,⚪ 數據不足,-35.42,揚智,-0.48,📉 獲利侵蝕,-106.95,-20.0,0.0,-3.43,-192.74,3041.TW,28.1499996185
190.77,19.80%,-4.97%,2025,-9.64,2026-03,⚪ 中性觀察,-77.5,世德,1.96,📉 獲利侵蝕,78.60000000000001,-3.47,12.347327661870228,1.34,-194.24,2066.TWO,64.6999969482
396.14,N/A,N/A,2025,-3.81,2026-03,⚪ 數據不足,-356.73,智崴,0.67,🔄 轉虧為盈,-137.10000000000002,201.59,0.0,-2.87,-194.54999999999998,5263.TWO,101.5
219.37,N/A,N/A,2025,15.02,2026-03,⚪ 中性觀察,39.41,視陽,3.82,⚠️ 獲利稀釋,510.59999999999997,24.03,5.713866039952997,14.08,-195.34,6782.TW,194.5
218.89,N/A,N/A,2025,19.26,2026-03,⚪ 中性觀察,19.42,意德士,2.52,⚠️ 獲利稀釋,285.45000000000005,22.93,14.45086705202312,7.1,-195.95999999999998,7556.TWO,275.0
206.96,N/A,N/A,2025,16.17,2026-03,⚪ 中性觀察,10.57,望隼,3.66,⚠️ 獲利稀釋,472.04999999999995,10.24,6.085160470289164,12.71,-196.72,4771.TW,191.5
126.74,19.82%,-262.93%,2025,-51.34,2026-03,⚪ 數據不足,-73.98,鴻華先進-創,-0.51,📉 獲利侵蝕,-69.45,-70.0,0.0,-2.15,-196.74,2258.TW,33.0
135.88,23.99%,12.10%,2025,16.17,2026-03,⚪ 中性觀察,8.01,僑威,0.72,📉 獲利侵蝕,228.6,-61.08,3.6286088738254594,6.07,-196.95999999999998,3078.TWO,55.2999992371
205.28,33.74%,16.17%,2025,0.95,2026-03,⚪ 中性觀察,-9.03,南寶,6.55,⚠️ 獲利稀釋,795.6,8.26,7.013574660633484,20.25,-197.02,4766.TW,372.0
226.47,N/A,N/A,2025,29.59,2026-03,❌ 暫避觀望,62.03,正淩,0.9,⚠️ 獲利稀釋,127.95000000000002,28.57,17.174677608440795,3.08,-197.9,8147.TWO,146.5
106.5,58.07%,-3.25%,2025,-4.54,2026-03,❌ 暫避觀望,-57.53,遠見,0.04,🏰 高護城河,15.9,-91.84,36.226416533867926,0.32,-198.34,3040.TW,38.4000015259
548.43,24.61%,6.32%,2025,2.94,2026-03,⚪ 中性觀察,24.88,鮮活果汁-KY,3.24,⚠️ 獲利稀釋,421.2,350.0,6.463675213675214,11.19,-198.42999999999995,1256.TW,181.5
179.22,33.35%,18.52%,2025,0.1,2026-03,⚪ 中性觀察,4.45,鈞興-KY,2.41,📉 獲利侵蝕,361.8,-19.45,7.524875621890547,9.61,-198.67,4571.TW,181.5
168.9,N/A,N/A,2025,-3.53,2026-03,⚪ 中性觀察,-28.08,立端,0.75,📉 獲利侵蝕,147.45,-29.91,8.290946083418108,4.38,-198.81,6245.TWO,81.5
199.94,N/A,N/A,2025,6.29,2026-03,⚪ 中性觀察,5.71,中保科,1.6,⚠️ 獲利稀釋,249.29999999999995,0.64,7.0397111913357415,6.77,-199.3,9917.TW,117.0
182.28,30.14%,7.44%,2025,-15.65,2026-03,⚪ 中性觀察,-75.14,裕隆,0.35,📉 獲利侵蝕,38.7,-17.07,10.891473016085271,0.93,-199.35,2201.TW,28.1000003815
253.02,37.83%,26.59%,2025,7.08,2026-03,❌ 暫避觀望,34.97,欣銓,1.95,⚠️ 獲利稀釋,219.00000000000003,53.66,15.924657534246574,5.99,-199.36,3264.TWO,232.5
223.18,N/A,N/A,2025,-10.2,2026-03,⚪ 中性觀察,-3.49,樂斯科,0.21,⚠️ 獲利稀釋,53.1,23.53,8.418078880536722,1.66,-199.65,6662.TWO,29.7999992371
107.98,N/A,N/A,2025,39.1,2026-03,⚪ 中性觀察,-76.4,大研生醫*,0.13,📉 獲利侵蝕,97.2,-92.57,2.9629630806944443,0.51,-200.55,7780.TW,19.2000007629
208.08,34.07%,2.95%,2025,3.79,2026-03,⚪ 中性觀察,-2.88,統一超,2.97,⚠️ 獲利稀釋,420.30000000000007,6.45,7.97644539614561,10.78,-201.63000000000002,2912.TW,223.5
110.9,48.58%,9.78%,2025,13.69,2026-03,⚪ 中性觀察,13.11,喬山,0.08,📉 獲利侵蝕,207.45,-91.21,8.640636297903109,9.06,-202.11,1736.TW,119.5
261.03,N/A,N/A,2025,5.25,2026-03,⚪ 中性觀察,17.71,瀚荃,1.17,⚠️ 獲利稀釋,130.8,58.9,11.135320925928898,3.92,-202.12999999999997,8103.TW,97.0999984741
176.57,39.10%,22.33%,2025,6.85,2026-03,⚪ 中性觀察,-2.81,興勤,2.21,📉 獲利侵蝕,414.45,-25.59,11.436844010133912,11.76,-202.16,2428.TW,316.0
219.85,N/A,N/A,2025,-7.81,2026-03,⚪ 中性觀察,-14.93,勁豐,1.67,⚠️ 獲利稀釋,192.29999999999998,17.61,5.904835955397816,5.64,-202.24,6577.TWO,75.6999969482
201.11,N/A,N/A,2025,0.66,2026-03,⚪ 中性觀察,-37.18,金興精密,0.82,📉 獲利侵蝕,70.19999999999999,-1.22,7.6923076923076925,1.73,-202.33,7732.TW,36.0
159.18,N/A,N/A,2025,6.12,2026-03,⚪ 中性觀察,2.66,互動,0.59,📉 獲利侵蝕,168.45000000000002,-43.27,7.284060823846839,5.78,-202.45000000000002,6486.TWO,81.8000030518
244.12,N/A,N/A,2025,2.9,2026-03,⚪ 中性觀察,-10.95,台灣虎航,2.91,⚠️ 獲利稀釋,237.30000000000004,41.46,3.6788875324209855,5.37,-202.66,6757.TW,58.2000007629
198.02,32.18%,14.07%,2025,5.34,2026-03,❌ 暫避觀望,-15.57,晶技,1.32,📉 獲利侵蝕,195.15000000000003,-5.07,16.60261337432744,5.28,-203.09,3042.TW,216.0
222.57,N/A,N/A,2025,26.97,2026-03,❌ 暫避觀望,51.58,昇陽半導體,1.61,⚠️ 獲利稀釋,164.55,19.4,28.395624430264355,4.37,-203.17,8028.TW,311.5
236.89,N/A,N/A,2025,1.41,2026-03,⚪ 中性觀察,37.27,洛��,1.95,⚠️ 獲利稀釋,200.7,33.56,3.7331839135201794,6.04,-203.32999999999998,8077.TWO,49.9500007629
158.08,N/A,N/A,2025,78.68,2026-03,⚪ 中性觀察,242.99,寬宏藝術,2.08,📉 獲利侵蝕,667.9499999999999,-45.41,2.1109364473388728,18.83,-203.49,6596.TWO,94.0
174.36,32.65%,10.54%,2025,-2.91,2026-03,⚪ 中性觀察,-20.89,拓凱,3.61,📉 獲利侵蝕,582.4499999999999,-29.35,4.197785217615246,14.92,-203.71,4536.TW,163.0
200.72,28.63%,14.44%,2025,-26.81,2026-03,⚪ 中性觀察,-52.93,上品,2.52,📉 獲利侵蝕,397.04999999999995,-3.08,8.14129202871175,10.2,-203.8,4770.TW,215.5
120.7,39.78%,-22.71%,2025,-19.18,2026-03,⚪ 數據不足,-757.14,聚積,0.01,🔄 轉虧為盈,-56.85,-83.33,0.0,-1.84,-204.03,3527.TWO,70.6999969482
136.36,N/A,N/A,2025,8.24,2026-03,⚪ 中性觀察,55.43,百和興業-KY,0.17,📉 獲利侵蝕,52.35,-68.52,4.77077352965616,1.43,-204.88,8404.TW,16.6499996185
121.25,41.59%,21.37%,2025,2.54,2026-03,⚪ 中性觀察,180.15,台耀,0.16,📉 獲利侵蝕,90.3,-84.0,8.687707514468439,3.67,-205.25,4746.TW,52.2999992371
222.99,32.08%,2.52%,2025,0.59,2026-03,⚪ 中性觀察,7.2,精聯,0.4,⚠️ 獲利稀釋,46.2,17.65,13.051948299642856,1.34,-205.34,3652.TW,40.2000007629
180.5,N/A,N/A,2025,22.23,2026-03,❌ 暫避觀望,213.64,盛群,0.3,📉 獲利侵蝕,32.7,-25.0,30.73394495412844,0.76,-205.5,6202.TW,67.0
170.48,N/A,N/A,2025,-5.88,2026-03,⚪ 中性觀察,2.44,光譜,0.22,📉 獲利侵蝕,30.749999999999996,-35.29,13.560975237609757,0.72,-205.76999999999998,5381.TWO,27.7999992371
172.58,N/A,N/A,2025,8.46,2026-03,❌ 暫避觀望,205.88,東研信超,0.12,📉 獲利侵蝕,50.24999999999999,-33.33,19.820895977880596,1.58,-205.91000000000003,6840.TWO,66.4000015259
110.07,42.45%,4.92%,2025,21.26,2026-03,⚪ 中性觀察,13.37,橙的,0.04,📉 獲利侵蝕,56.1,-95.96,8.061497224197861,2.12,-206.02999999999997,4554.TWO,30.1499996185
123.19,N/A,N/A,2025,-7.24,2026-03,⚪ 數據不足,36.84,得利影,-0.22,📉 獲利侵蝕,-16.8,-83.33,0.0,-0.36,-206.51999999999998,6144.TWO,14.5
73.39,N/A,N/A,2025,19.96,2026-03,⚪ 數據不足,44.71,全譜,-0.07,📉 獲利侵蝕,-28.650000000000002,-133.33,0.0,-0.47,-206.72000000000003,6228.TWO,20.5
603.64,18.26%,5.03%,2025,14.65,2026-03,❌ 暫避觀望,8.17,波若威,3.03,⚠️ 獲利稀釋,196.64999999999998,396.72,68.11594202898551,6.22,-206.91999999999996,3163.TWO,893.0
156.93,N/A,N/A,2025,-10.97,2026-03,❌ 暫避觀望,-87.27,華興,0.05,📉 獲利侵蝕,1.6500000000000001,-50.0,121.36363983181816,0.07,-206.93,6164.TW,13.3500003815
134.38,-76.10%,-2289.99%,2025,-6.55,2026-03,⚪ 數據不足,-77.68,浩鼎,-3.35,📉 獲利侵蝕,-444.0,-72.68,0.0,-15.61,-207.06,4174.TWO,27.8999996185
195.47,N/A,N/A,2025,-10.51,2026-03,⚪ 中性觀察,-30.29,晶焱,0.54,📉 獲利侵蝕,110.7,-11.67,14.43089430894309,3.18,-207.14,6411.TWO,106.5
96.33,40.07%,-42.60%,2025,-12.58,2026-03,❌ 暫避觀望,-131.88,鈺寶-創,-0.02,📉 獲利侵蝕,0.9000000000000001,-111.11,313.3333206183333,-0.22,-207.44,3150.TW,18.7999992371
285.71,N/A,N/A,2025,-6.89,2026-03,⚪ 數據不足,-147.37,富堡,-0.06,⚠️ 獲利稀釋,-24.45,77.78,0.0,-0.45,-207.92999999999998,8929.TWO,14.0
254.89,N/A,N/A,2025,2.77,2026-03,⚪ 中性觀察,17.48,聚和,1.19,⚠️ 獲利稀釋,117.45,46.91,6.123882600625798,2.87,-207.98,6509.TWO,47.9500007629
225.85,32.53%,8.38%,2025,31.04,2026-03,⚪ 中性觀察,38.68,鼎翰,4.56,⚠️ 獲利稀釋,700.9499999999999,17.83,4.130109137598973,19.63,-208.01999999999998,3611.TWO,193.0
160.69,N/A,N/A,2025,-0.14,2026-03,⚪ 中性觀察,-22.16,昇銳,0.31,📉 獲利侵蝕,43.650000000000006,-47.46,8.436425854673539,1.32,-208.15,3128.TWO,24.5499992371
154.92,33.30%,5.30%,2025,-4.78,2026-03,⚪ 中性觀察,-46.9,威強電,0.96,📉 獲利侵蝕,127.35000000000001,-53.4,9.952885747938751,4.63,-208.32,3022.TW,84.5
321.84,N/A,N/A,2025,-8.72,2026-03,❌ 暫避觀望,-64.62,特力,0.32,⚠️ 獲利稀釋,9.450000000000001,113.33,33.01587180492063,0.23,-208.51,2908.TW,20.7999992371
247.51,31.32%,10.89%,2025,12.31,2026-03,⚪ 中性觀察,28.24,祺驊,0.58,⚠️ 獲利稀釋,73.65,38.1,6.201629483279023,2.18,-209.41,1593.TWO,30.4500007629
395.26,N/A,N/A,2025,16.7,2026-03,❌ 暫避觀望,7.67,沛亨,3.0,⚠️ 獲利稀釋,220.2,185.71,37.32970027247956,6.6,-209.54999999999998,6291.TWO,548.0
219.66,N/A,N/A,2025,9.65,2026-03,⚪ 中性觀察,32.45,統振,1.09,⚠️ 獲利稀釋,161.25,10.1,4.902325652362791,4.49,-209.56,6170.TWO,52.7000007629
179.87,N/A,N/A,2025,11.04,2026-03,⚪ 中性觀察,-7.56,進典,0.4,📉 獲利侵蝕,75.75,-29.82,8.01980198019802,2.2,-209.69,6843.TWO,40.5
182.02,29.73%,19.04%,2025,12.91,2026-03,⚪ 中性觀察,39.0,金洲,0.83,📉 獲利侵蝕,223.65,-27.83,3.1287727381556003,6.13,-209.85000000000002,4417.TWO,46.6500015259
240.11,N/A,N/A,2025,-3.24,2026-03,❌ 暫避觀望,-25.74,環球晶,3.97,⚠️ 獲利稀釋,547.5,30.16,30.410958904109588,15.29,-209.95000000000002,6488.TWO,1110.0
288.05,51.08%,3.74%,2025,4.08,2026-03,❌ 暫避觀望,35.71,全友,0.16,🏰 高護城河,4.050000000000001,77.78,124.6296352811111,0.2,-210.27,2305.TW,33.6500015259
111.76,N/A,N/A,2025,9.11,2026-03,⚪ 中性觀察,-38.71,保瑞,0.21,📉 獲利侵蝕,974.25,-98.52,6.505003849114703,23.9,-210.28,6472.TW,422.5
258.92,N/A,N/A,2025,21.08,2026-03,❌ 暫避觀望,9.66,台半,0.7,⚠️ 獲利稀釋,69.6,47.73,25.538793103448278,2.07,-211.19000000000003,5425.TWO,118.5
219.95,N/A,N/A,2025,-7.32,2026-03,⚪ 數據不足,-48.17,商億-KY,0.66,⚠️ 獲利稀釋,0.0,8.47,0.0,2.3,-211.48,8482.TW,0.0
200.76,-118.96%,-391.42%,2025,-11.95,2026-03,⚪ 數據不足,50.57,勝悅-KY,-0.3,📉 獲利侵蝕,-68.24999999999999,-11.11,0.0,-2.61,-211.87,1340.TW,5.7199997902
237.63,34.09%,7.78%,2025,22.61,2026-03,⚪ 中性觀察,25.0,榮昌,0.7,⚠️ 獲利稀釋,119.7,25.45,7.343358204774435,3.5,-212.18,3684.TWO,58.5999984741
72.97,42.43%,14.38%,2025,12.21,2026-03,⚪ 中性觀察,216.0,皇將,-0.11,📉 獲利侵蝕,60.45,-139.29,6.972704809305211,2.51,-212.26,4744.TWO,28.1000003815
221.69,N/A,N/A,2025,-1.54,2026-03,❌ 暫避觀望,34.45,眾達-KY,-1.18,⚠️ 獲利稀釋,140.1,8.59,19.75374732334047,4.48,-213.1,4977.TW,184.5
299.79,N/A,N/A,2025,1.95,2026-03,⚪ 中性觀察,25.86,保綠-KY,0.26,⚠️ 獲利稀釋,26.25,85.71,10.142857142857142,0.73,-214.08000000000004,8423.TWO,17.75
234.71,25.59%,8.79%,2025,28.48,2026-03,❌ 暫避觀望,-24.29,聯一光,0.47,⚠️ 獲利稀釋,29.099999999999998,20.51,47.57732116072165,1.06,-214.20000000000002,3441.TWO,92.3000030518
117.28,47.97%,18.04%,2025,-12.89,2026-03,⚪ 中性觀察,3612.5,日勝生,0.06,📉 獲利侵蝕,127.04999999999998,-97.79,1.322314027072019,2.85,-215.07,2547.TW,11.1999998093
196.24,N/A,N/A,2025,5.25,2026-03,❌ 暫避觀望,-58.24,立��,0.17,📉 獲利侵蝕,4.050000000000001,-19.05,208.14815097370362,0.38,-215.29000000000002,8111.TWO,56.2000007629
205.88,31.96%,13.66%,2025,0.33,2026-03,⚪ 中性觀察,-23.39,三芳,0.97,📉 獲利侵蝕,101.85,-10.19,5.360824966995582,2.85,-216.07,1307.TW,36.4000015259
140.17,30.12%,9.56%,2025,-1.28,2026-03,⚪ 中性觀察,203.51,松瑞藥,0.29,📉 獲利侵蝕,69.14999999999999,-76.23,4.3275489724295015,1.72,-216.39999999999998,4167.TWO,19.9500007629
166.87,36.41%,-11.64%,2025,11.77,2026-03,⚪ 數據不足,-1950.0,西柏,0.03,🔄 轉虧為盈,-38.1,-50.0,0.0,-0.83,-216.87,3541.TWO,21.9500007629
176.26,N/A,N/A,2025,-19.95,2026-03,⚪ 數據不足,-112.99,橘子,0.63,🔄 轉虧為盈,-0.4500000000000004,-41.12,0.0,-1.53,-217.38,6180.TWO,50.2999992371
221.19,31.11%,23.00%,2025,3.54,2026-03,⚪ 中性觀察,-3.53,世坤,1.13,⚠️ 獲利稀釋,131.4,2.73,5.011415699303654,3.83,-218.46,4305.TWO,43.9000015259
225.94,34.49%,10.29%,2025,-4.79,2026-03,⚪ 中性觀察,60.48,東森,0.3,⚠️ 獲利稀釋,68.39999999999999,7.14,4.133772013486842,1.99,-218.8,2614.TW,18.8500003815
