symbol,om,price,gm,date,advice,eps,pe,prev_eps,eps_yoy,prev_year,prev_rev_yoy,status,est_price,name,prev_eps_yoy,rev_yoy,expansion
2886.TW,33.61%,43.4000015259,83.45%,2025-12,✅ 穩健價值,2.36,7.18543071620861,1.91,0.85,2025,-5.03,🏰 高護城河,90.6,兆豐金,-3.54,-1.77,2.62
9933.TW,N/A,40.9500007629,N/A,2025-12,⚪ 數據不足,1.91,0.0,-0.23,-20.92,2025,-23.49,🔄 轉虧為盈,-15.600000000000001,中鼎,-112.85,-23.41,2.4899999999999984
8401.TWO,N/A,22.8500003815,N/A,2025-12,✅ 穩健價值,2.63,3.8403361985714284,1.71,1.54,2025,0.54,🧐 疑業外收益,89.25,白紗科,-0.58,-0.87,2.41
2945.TW,1.25%,42.5,27.39%,2025-12,✅ 穩健價值,2.14,8.726899383983573,1.44,5.94,2025,3.48,🚀 利潤擴張,73.05,三商家購,-2.04,3.54,2.4000000000000004
3684.TWO,7.78%,62.0,34.09%,2025-12,✅ 穩健價值,3.5,7.918263090676884,2.55,25.0,2025,31.38,🚀 利潤擴張,117.44999999999999,榮昌,50.0,22.61,2.3900000000000006
3583.TW,15.14%,803.0,37.11%,2025-12,⚠️ 追價風險,13.82,24.496644295302012,9.71,19.76,2025,20.22,🚀 利潤擴張,491.70000000000005,辛耘,15.18,17.37,2.3900000000000006
2321.TW,-5.26%,13.6000003815,29.80%,2025-12,⚪ 數據不足,-0.76,0.0,-0.3,18.37,2025,19.86,🚀 利潤擴張,-29.1,東訊,67.57,16.01,2.3599999999999994
3558.TWO,0.40%,140.5,14.36%,2025-12,✅ 穩健價值,5.2,8.504842615012105,4.87,27.76,2025,38.81,🚀 利潤擴張,247.80000000000004,神準,73.93,25.46,2.3000000000000007
6796.TW,N/A,58.7999992371,N/A,2025-12,⚪ 數據不足,0.2,0.0,-0.68,25.0,2025,36.23,🔄 轉虧為盈,-18.75,晉弘,22.73,22.72,2.280000000000001
2063.TWO,2.75%,25.0,17.29%,2025-12,✅ 穩健價值,1.72,5.868544600938967,1.27,-10.88,2025,-10.3,🌑 雙重衰退,63.9,世鎧,-13.01,-13.1,2.219999999999999
6530.TWO,N/A,97.3000030518,N/A,2025-12,⚪ 中性觀察,1.95,21.01511944963283,1.4,18.9,2025,18.97,🚀 利潤擴張,69.45,創威,20.69,16.68,2.219999999999999
5347.TWO,N/A,169.5,N/A,2025-12,✅ 穩健價值,4.3,14.894551845342706,3.35,12.47,2025,10.75,🚀 利潤擴張,170.70000000000002,世界,4.1,10.3,2.17
6192.TW,N/A,117.5,N/A,2025-12,✅ 穩健價值,10.06,4.579111457521435,7.66,-4.01,2025,-4.9,🌑 雙重衰退,384.9,巨路,6.98,-6.01,2.0
1503.TW,7.03%,220.0,17.20%,2025-12,✅ 穩健價值,6.27,12.13458356315499,5.46,7.92,2025,5.13,🚀 利潤擴張,271.95000000000005,士電,9.86,6.01,1.9100000000000001
4911.TWO,42.63%,31.2000007629,85.36%,2025-12,✅ 穩健價值,2.18,5.426087089199999,1.76,26.01,2025,35.41,🏰 高護城河,86.25000000000001,德英,46.67,24.13,1.8800000000000026
6933.TW,N/A,150.5,N/A,2025-12,✅ 穩健價值,5.04,12.225832656376928,3.69,28.97,2025,36.49,🚀 利潤擴張,184.65,AMAX-KY,86.8,27.21,1.759999999999998
4129.TWO,11.96%,90.0999984741,78.77%,2025-12,✅ 穩健價值,5.83,6.112618621037991,4.47,23.26,2025,24.04,🏰 高護城河,221.10000000000002,聯合,29.11,21.54,1.7200000000000024
1612.TW,13.07%,37.7000007629,16.53%,2025-12,✅ 穩健價值,2.77,5.347517838709219,2.19,16.39,2025,22.35,🚀 利潤擴張,105.75,宏泰,14.06,14.68,1.7100000000000009
3030.TW,34.18%,322.5,60.64%,2025-12,✅ 穩健價值,10.49,12.807783955520256,7.59,34.83,2025,31.3,🏰 高護城河,377.69999999999993,德律,37.0,33.22,1.6099999999999994
4904.TW,14.21%,109.0,27.10%,2025-12,✅ 穩健價值,3.81,11.682743837084672,2.79,7.02,2025,2.92,🚀 利潤擴張,139.95,遠傳,9.41,5.47,1.5499999999999998
2383.TW,19.80%,4830.0,28.58%,2025-12,⚠️ 追價風險,41.67,46.92053623469982,31.23,47.96,2025,51.33,🚀 利潤擴張,1544.1000000000001,台光電,51.99,46.42,1.5399999999999991
6901.TW,N/A,16.2000007629,N/A,2025-12,⚪ 數據不足,-1.38,0.0,-1.36,53.38,2025,32.78,🚀 利潤擴張,-69.00000000000001,鑽石投資,33.98,51.85,1.5300000000000011
1726.TW,10.08%,78.0,28.35%,2025-12,✅ 穩健價值,5.5,5.516265912305516,4.28,4.17,2025,5.97,🚀 利潤擴張,212.10000000000002,永記,12.04,2.72,1.4499999999999997
6223.TWO,N/A,6485.0,N/A,2025-12,⚠️ 追價風險,33.49,81.9123405330302,23.65,32.76,2025,33.01,🚀 利潤擴張,1187.5499999999997,旺矽,39.51,31.45,1.3099999999999987
2412.TW,17.33%,145.0,33.63%,2025-12,✅ 穩健價值,4.99,11.498810467882631,3.79,3.96,2025,3.52,🚀 利潤擴張,189.15,中華電,4.12,2.67,1.29
2883.TW,39.14%,27.4500007629,78.38%,2025-12,✅ 穩健價值,1.74,7.541209000796703,1.09,-10.99,2025,-29.02,🏰 高護城河,54.6,凱基金,-34.81,-12.26,1.2699999999999996
2206.TW,4.93%,63.0,18.31%,2025-12,✅ 穩健價值,5.78,4.205607476635514,4.6,-3.34,2025,-6.07,🌑 雙重衰退,224.70000000000002,三陽工業,-1.93,-4.56,1.2199999999999998
2478.TW,12.13%,171.5,24.27%,2025-12,⚪ 中性觀察,3.45,20.53892215568862,2.53,8.95,2025,10.63,🚀 利潤擴張,125.25000000000003,大毅,13.57,7.81,1.1399999999999997
2612.TW,23.81%,55.4000015259,34.11%,2025-12,✅ 穩健價值,5.46,3.97702810666906,4.21,6.43,2025,7.95,🚀 利潤擴張,208.95,中航,94.01,5.36,1.0699999999999994
3013.TW,14.33%,107.5,21.20%,2025-12,✅ 穩健價值,4.03,12.370540851553509,2.44,13.2,2025,11.48,🚀 利潤擴張,130.35000000000002,晟銘電,15.64,12.17,1.0299999999999994
3551.TWO,18.42%,193.0,36.55%,2025-12,✅ 穩健價值,8.36,9.341723136495643,6.12,17.2,2025,12.87,🚀 利潤擴張,309.9,世禾,23.67,16.17,1.0299999999999976
7753.TWO,N/A,42.3499984741,N/A,2025-12,✅ 穩健價值,4.22,4.056513263802682,3.23,10.39,2025,16.17,🚀 利潤擴張,156.6,星亞,10.53,9.51,0.8800000000000008
2406.TW,-2.28%,39.0,11.28%,2025-12,⚪ 數據不足,-0.92,0.0,-0.92,-6.98,2025,-32.0,🌑 雙重衰退,-41.85,國碩,-217.24,-7.81,0.8299999999999992
3293.TWO,59.33%,755.0,97.58%,2025-12,✅ 穩健價值,38.51,8.055051744372134,27.9,19.82,2025,21.48,🏰 高護城河,1405.9499999999998,鈊象,21.2,19.01,0.8099999999999987
4743.TWO,-478.52%,48.3499984741,41.13%,2025-12,⚪ 數據不足,-2.18,0.0,-2.11,10.29,2025,-0.69,🚀 利潤擴張,-100.95,合一,-31.06,9.49,0.7999999999999989
8936.TWO,N/A,56.0,N/A,2025-12,✅ 穩健價值,4.08,5.970149253731343,2.95,21.07,2025,17.98,🚀 利潤擴張,140.70000000000002,國統,28.82,20.29,0.7800000000000011
2414.TW,2.38%,61.2000007629,8.10%,2025-12,✅ 穩健價值,3.17,7.6884423068969845,2.38,18.73,2025,23.71,🚀 利潤擴張,119.4,精技,21.43,18.17,0.5599999999999987
8923.TWO,N/A,19.3500003815,N/A,2025-12,✅ 穩健價值,0.96,7.500000147868216,0.6,3.23,2025,9.05,🚀 利潤擴張,38.7,時報,0.0,2.69,0.54
4707.TWO,-7.50%,20.0,-0.45%,2025-12,✅ 穩健價值,0.89,9.950248756218905,0.61,-6.32,2025,-1.16,🌑 雙重衰退,30.150000000000002,磐亞,-10.29,-6.78,0.45999999999999996
4198.TWO,-23.61%,37.0,30.43%,2025-12,⚪ 數據不足,-1.96,0.0,-1.56,-14.62,2025,-18.9,🌑 雙重衰退,-73.8,欣大健康,16.58,-15.0,0.3800000000000008
2852.TW,10.03%,27.7000007629,31.15%,2025-12,✅ 穩健價值,2.92,3.5649936631788934,2.43,-2.67,2025,-3.25,🌑 雙重衰退,116.55,第一保,-5.81,-3.05,0.3799999999999999
7556.TWO,N/A,273.5,N/A,2025-12,✅ 穩健價值,7.1,14.735991379310343,5.54,19.42,2025,19.5,🚀 利潤擴張,278.40000000000003,意德士,25.35,19.26,0.16000000000000014
6525.TW,N/A,125.5,N/A,2025-12,✅ 穩健價值,5.88,8.831808585503166,4.38,14.17,2025,15.99,🚀 利潤擴張,213.14999999999998,捷敏-KY,21.33,14.03,0.14000000000000057
5211.TWO,N/A,19.3999996185,N/A,2025-12,⚪ 數據不足,-0.77,0.0,-0.68,34.19,2025,25.77,🚀 利潤擴張,-34.800000000000004,蒙恬,26.09,34.16,0.030000000000001137
8358.TWO,N/A,574.0,N/A,2025-12,❌ 暫避觀望,4.21,59.29752066115703,2.71,15.34,2025,11.75,⚠️ 獲利稀釋,145.2,金居,-5.9,15.52,-0.17999999999999972
2645.TW,9.96%,166.5,14.11%,2025-12,⚪ 中性觀察,5.46,12.499999999999998,4.16,11.43,2025,13.98,⚠️ 獲利稀釋,199.80000000000004,長榮航太,10.05,11.63,-0.20000000000000107
4564.TW,-35.14%,15.4499998093,-20.30%,2025-12,⚪ 數據不足,-1.86,0.0,-1.54,-4.02,2025,8.43,🌑 雙重衰退,-73.05,元翎,-8.76,-3.72,-0.2999999999999994
4192.TWO,-174.96%,21.0499992371,76.40%,2025-12,⚪ 數據不足,-1.3,0.0,-0.95,15.58,2025,17.43,🏰 高護城河,-50.4,杏國,18.8,15.88,-0.3000000000000007
5205.TWO,N/A,24.9500007629,N/A,2025-12,⚪ 數據不足,-1.43,0.0,-0.91,-22.22,2025,-19.89,🌑 雙重衰退,-49.8,中茂,7.14,-21.87,-0.34999999999999787
8033.TW,N/A,129.5,N/A,2025-12,❌ 暫避觀望,0.58,57.30088495575222,0.73,14.0,2025,17.35,⚠️ 獲利稀釋,33.9,雷虎,151.72,14.37,-0.3699999999999992
2834.TW,41.10%,17.2999992371,97.54%,2025-12,⚪ 中性觀察,1.26,5.323076688338461,1.01,2.44,2025,1.98,🏰 高護城河,48.75,臺企銀,4.12,2.85,-0.41000000000000014
1229.TW,11.17%,41.6500015259,21.12%,2025-12,⚪ 中性觀察,2.57,6.497660144446178,2.0,4.49,2025,-0.11,⚠️ 獲利稀釋,96.15,聯華,6.95,4.92,-0.4299999999999997
2610.TW,9.36%,20.3999996185,18.07%,2025-12,⚪ 中性觀察,2.42,3.2692307080929486,1.81,2.11,2025,2.68,⚠️ 獲利稀釋,93.60000000000001,華航,5.85,2.58,-0.4700000000000002
6442.TW,N/A,1855.0,N/A,2025-12,❌ 暫避觀望,23.46,38.294797687861276,13.87,63.72,2025,92.55,⚠️ 獲利稀釋,726.5999999999999,光聖,66.63,64.22,-0.5
3266.TW,22.63%,13.1999998093,42.09%,2025-12,⚪ 中性觀察,0.58,12.452830008773583,0.24,-69.95,2025,-47.7,🌑 雙重衰退,15.9,昇陽,-46.67,-69.37,-0.5799999999999983
9917.TW,N/A,122.0,N/A,2025-12,⚪ 中性觀察,6.77,7.344972907886816,4.99,5.71,2025,7.59,⚠️ 獲利稀釋,249.14999999999998,中保科,3.81,6.29,-0.5800000000000001
1736.TW,9.78%,116.0,48.58%,2025-12,⚪ 中性觀察,9.06,7.91268758526603,3.41,13.11,2025,14.96,⚠️ 獲利稀釋,219.9,喬山,64.73,13.69,-0.5800000000000001
4755.TW,10.72%,140.0,22.24%,2025-12,❌ 暫避觀望,3.7,16.22247972190035,2.39,-9.76,2025,0.49,🌑 雙重衰退,129.45,三福化,-23.89,-9.17,-0.5899999999999999
7765.TW,N/A,245.5,N/A,2025-12,⚪ 中性觀察,11.47,8.35886959482465,8.52,2.97,2025,11.43,⚠️ 獲利稀釋,440.55,中華資安,6.85,3.64,-0.6699999999999999
6811.TWO,N/A,228.5,N/A,2025-12,⚪ 中性觀察,14.36,6.121082239485669,11.25,10.46,2025,8.94,⚠️ 獲利稀釋,559.9499999999999,宏�硌穈T,6.94,11.2,-0.7399999999999984
3019.TW,5.80%,145.5,15.53%,2025-12,⚪ 中性觀察,6.6,8.791540785498489,5.51,13.99,2025,16.37,⚠️ 獲利稀釋,248.25,亞光,23.82,14.74,-0.75
6257.TW,N/A,221.5,N/A,2025-12,❌ 暫避觀望,6.14,15.923795830337886,3.94,6.63,2025,7.66,⚠️ 獲利稀釋,208.65,矽格,-4.62,7.51,-0.8799999999999999
2882.TW,30.59%,100.5,62.29%,2025-12,⚪ 中性觀察,7.06,5.9222156747200945,4.84,-2.94,2025,-12.01,🏰 高護城河,254.54999999999998,國泰金,-27.4,-2.04,-0.8999999999999999
3689.TWO,12.50%,116.0,30.92%,2025-12,⚪ 中性觀察,7.55,6.05112154407929,5.52,19.61,2025,21.75,⚠️ 獲利稀釋,287.55,湧德,25.52,20.51,-0.9000000000000021
2633.TW,38.82%,25.4500007629,43.22%,2025-12,⚪ 中性觀察,1.17,8.45514975511628,0.89,1.74,2025,0.9,⚠️ 獲利稀釋,45.150000000000006,台灣高鐵,-2.2,2.75,-1.01
9908.TW,N/A,29.3999996185,N/A,2025-12,⚪ 中性觀察,1.72,6.901408361150235,1.54,0.6,2025,3.19,⚠️ 獲利稀釋,63.9,大台北,0.0,1.69,-1.0899999999999999
6645.TW,N/A,14.1499996185,N/A,2025-12,⚪ 數據不足,-2.41,0.0,-1.96,8.37,2025,8.78,⚠️ 獲利稀釋,-99.3,金萬林-創,8.41,9.49,-1.120000000000001
3516.TWO,-0.53%,24.6499996185,13.94%,2025-12,❌ 暫避觀望,0.27,64.8684200486842,0.03,-15.15,2025,-21.23,🌑 雙重衰退,5.700000000000001,亞帝歐,-88.0,-14.0,-1.1500000000000004
6792.TW,N/A,67.3000030518,N/A,2025-12,⚪ 中性觀察,2.23,11.765734799265735,1.89,5.83,2025,9.04,⚠️ 獲利稀釋,85.80000000000001,詠業,41.22,7.01,-1.1799999999999997
2395.TW,15.69%,473.0,39.78%,2025-12,❌ 暫避觀望,12.25,16.001353179972934,8.67,17.26,2025,21.83,⚠️ 獲利稀釋,443.40000000000003,研華,17.5,18.56,-1.2999999999999972
2889.TW,38.94%,15.0,90.85%,2025-12,⚪ 中性觀察,0.63,10.791366906474819,0.47,3.28,2025,-2.64,🏰 高護城河,20.85,國票金,-2.08,4.6,-1.3199999999999998
6261.TWO,N/A,97.3000030518,N/A,2025-12,⚪ 中性觀察,4.23,10.610687355703382,2.7,4.19,2025,-1.1,⚠️ 獲利稀釋,137.55,久元,-11.76,5.64,-1.4499999999999993
3218.TWO,32.73%,135.0,58.77%,2025-12,⚪ 中性觀察,12.31,4.470198675496689,8.83,-2.07,2025,-0.6,🏰 高護城河,453.00000000000006,大學光,-9.44,-0.57,-1.5
6526.TW,N/A,633.0,N/A,2025-12,⚪ 中性觀察,17.32,14.167412712623097,14.0,7.78,2025,14.59,⚠️ 獲利稀釋,670.2,達發,13.73,9.43,-1.6499999999999995
1717.TW,3.94%,70.4000015259,21.29%,2025-12,❌ 暫避觀望,1.41,20.705882801735292,1.09,-9.62,2025,-7.17,🌑 雙重衰退,51.0,長興,-4.39,-7.93,-1.6899999999999995
4915.TW,4.16%,76.5,17.61%,2025-12,⚪ 中性觀察,5.71,5.003270111183781,4.76,1.64,2025,0.47,⚠️ 獲利稀釋,229.35,致伸,3.8,3.33,-1.6900000000000002
2820.TW,65.42%,17.7000007629,87.03%,2025-12,⚪ 中性觀察,1.34,5.190616059501466,1.05,31.37,2025,29.19,🏰 高護城河,51.150000000000006,華票,29.63,33.06,-1.6900000000000013
6953.TWO,N/A,233.0,N/A,2025-12,⚪ 中性觀察,7.99,12.781130005485464,5.53,0.0,2025,-7.09,📉 獲利侵蝕,273.45,家碩,-4.49,1.72,-1.72
2515.TW,5.82%,12.8500003815,9.34%,2025-12,⚪ 中性觀察,0.4,13.817204711290321,0.27,-14.89,2025,-10.98,🌑 雙重衰退,13.950000000000001,中工,-21.21,-13.12,-1.7700000000000014
1590.TW,31.25%,1290.0,47.51%,2025-12,⚪ 中性觀察,42.0,12.659470068694798,30.36,10.18,2025,9.91,⚠️ 獲利稀釋,1528.5,亞德客-KY,4.29,11.97,-1.790000000000001
4105.TWO,21.51%,74.0999984741,56.36%,2025-12,⚪ 中性觀察,6.27,4.746956981044202,5.05,7.55,2025,14.57,🏰 高護城河,234.15,東洋,37.23,9.49,-1.9400000000000004
7751.TWO,N/A,1375.0,N/A,2025-12,❌ 暫避觀望,20.5,29.31769722814499,14.3,60.48,2025,54.14,⚠️ 獲利稀釋,703.5,竑騰,44.57,62.42,-1.9400000000000048
6568.TWO,N/A,176.5,N/A,2025-12,❌ 暫避觀望,4.0,19.438325991189426,2.37,4.76,2025,5.88,⚠️ 獲利稀釋,136.2,宏觀,-24.19,6.74,-1.9800000000000004
5328.TWO,N/A,42.3499984741,N/A,2025-12,❌ 暫避觀望,0.39,58.01369653986301,0.21,0.0,2025,5.47,📉 獲利侵蝕,10.95,華容,61.54,1.99,-1.99
6271.TW,N/A,238.5,N/A,2025-12,⚪ 中性觀察,7.64,12.579113924050633,5.41,-6.83,2025,-4.19,🌑 雙重衰退,284.40000000000003,同欣電,-15.2,-4.53,-2.3
3632.TWO,3.73%,8.3000001907,54.59%,2025-12,⚪ 數據不足,-0.38,0.0,-0.43,-31.03,2025,-35.55,🏰 高護城河,-17.400000000000002,研勤,-760.0,-28.72,-2.3100000000000023
3059.TW,2.92%,46.0,23.91%,2025-12,⚪ 中性觀察,1.24,14.88673139158576,0.98,18.27,2025,25.58,⚠️ 獲利稀釋,46.349999999999994,華晶科,16.87,20.59,-2.3200000000000003
5536.TWO,N/A,1180.0,N/A,2025-12,❌ 暫避觀望,28.42,17.857142857142854,20.35,34.76,2025,46.97,⚠️ 獲利稀釋,991.2000000000002,聖暉*,34.86,37.11,-2.3500000000000014
2727.TW,7.36%,246.5,47.07%,2025-12,⚪ 中性觀察,16.02,6.113591269841269,12.01,2.75,2025,3.33,⚠️ 獲利稀釋,604.8000000000001,王品,-2.81,5.21,-2.46
2376.TW,4.26%,342.0,10.28%,2025-12,⚪ 中性觀察,18.2,7.463989524225229,13.77,24.57,2025,24.08,⚠️ 獲利稀釋,687.3,技嘉,33.43,27.07,-2.5
3529.TWO,60.64%,3090.0,100.00%,2025-12,❌ 暫避觀望,25.6,50.34213098729228,18.06,4.19,2025,7.92,🏰 高護城河,920.6999999999999,力旺,2.21,6.74,-2.55
7805.TWO,N/A,701.0,N/A,2025-12,⚪ 數據不足,44.56,0.0,30.84,3.16,2025,6.11,⚠️ 獲利稀釋,0.0,威聯通,3.99,5.8,-2.6399999999999997
2903.TW,14.06%,23.8500003815,54.41%,2025-12,⚪ 中性觀察,1.56,6.552197907005494,1.12,-5.49,2025,-2.99,🏰 高護城河,54.6,遠百,1.83,-2.68,-2.81
3131.TWO,29.56%,3230.0,42.10%,2025-12,❌ 暫避觀望,45.48,33.57588357588357,26.19,56.98,2025,53.06,⚠️ 獲利稀釋,1443.0,弘塑,28.76,59.93,-2.950000000000003
4527.TWO,16.80%,41.3499984741,29.77%,2025-12,⚪ 中性觀察,3.4,6.926297901859296,1.34,-19.05,2025,-24.37,🌑 雙重衰退,89.55000000000001,方土霖,-52.98,-15.95,-3.1000000000000014
6214.TW,N/A,145.5,N/A,2025-12,⚪ 中性觀察,7.91,8.234295415959252,5.42,9.74,2025,15.19,⚠️ 獲利稀釋,265.05,精誠,-6.74,12.89,-3.1500000000000004
4584.TWO,12.30%,40.5999984741,34.23%,2025-12,⚪ 中性觀察,3.43,4.328358046279317,2.63,-4.72,2025,5.03,🌑 雙重衰退,140.70000000000002,君帆,-4.71,-1.51,-3.21
3209.TW,3.28%,0.0,4.62%,2025-12,⚪ 數據不足,3.02,0.0,1.58,0.0,2025,-1.06,📉 獲利侵蝕,0.0,全科,-34.03,3.25,-3.25
6486.TWO,N/A,81.5999984741,N/A,2025-12,⚪ 中性觀察,5.78,6.986301239220891,2.84,2.66,2025,-9.56,⚠️ 獲利稀釋,175.2,互動,-16.72,6.12,-3.46
2640.TWO,21.47%,157.5,51.63%,2025-12,⚪ 中性觀察,9.01,7.155838255338483,6.51,0.9,2025,3.84,🏰 高護城河,330.15,大車隊,1.56,4.37,-3.47
2067.TWO,-9.19%,6.4699997902,7.03%,2025-12,⚪ 數據不足,-2.8,0.0,-2.49,-2.19,2025,3.79,📉 獲利侵蝕,-110.7,嘉鋼,-19.71,1.31,-3.5
5452.TWO,N/A,32.2000007629,N/A,2025-12,❌ 暫避觀望,0.33,36.179776138089885,0.3,-17.5,2025,-12.51,🌑 雙重衰退,13.35,佶優,50.0,-13.95,-3.5500000000000007
6672.TW,N/A,221.0,N/A,2025-12,❌ 暫避觀望,4.85,18.96995708154507,3.46,-2.81,2025,-1.28,📉 獲利侵蝕,174.74999999999997,騰輝電子-KY,-9.9,0.88,-3.69
2488.TW,7.42%,53.2000007629,19.83%,2025-12,⚪ 中性觀察,4.56,4.912280772197599,3.53,-12.98,2025,1.02,🌑 雙重衰退,162.45,漢平,-6.61,-9.29,-3.6900000000000013
7703.TWO,N/A,203.5,N/A,2025-12,⚪ 中性觀察,8.72,9.158415841584157,6.74,27.67,2025,34.82,⚠️ 獲利稀釋,333.3,銳澤,40.42,31.42,-3.75
4726.TWO,-18.26%,25.3500003815,1.76%,2025-12,⚪ 數據不足,-2.17,0.0,-1.91,4.42,2025,-7.0,⚠️ 獲利稀釋,-89.85000000000001,永昕,-2.69,8.23,-3.8100000000000005
3029.TW,6.54%,103.5,14.31%,2025-12,⚪ 中性觀察,6.53,6.400742115027828,4.91,30.86,2025,45.68,⚠️ 獲利稀釋,242.55,零壹,34.15,34.73,-3.8699999999999974
2855.TW,34.40%,50.5,82.96%,2025-12,⚪ 中性觀察,3.0,10.202020202020202,1.67,0.0,2025,-16.01,🏰 高護城河,74.25,統一證,-32.66,3.92,-3.92
4722.TW,5.11%,226.5,17.84%,2025-12,❌ 暫避觀望,2.0,51.949541284403665,1.33,-11.71,2025,-6.97,🌑 雙重衰退,65.4,國精化,-29.12,-7.72,-3.990000000000001
2312.TW,1.66%,34.9500007629,5.36%,2025-12,⚪ 中性觀察,1.05,12.48214312960714,0.85,-4.59,2025,1.36,🌑 雙重衰退,42.00000000000001,金寶,-10.64,-0.55,-4.04
2948.TWO,9.02%,37.75,48.05%,2025-12,⚪ 中性觀察,2.14,7.344357976653697,1.62,-2.28,2025,3.92,📉 獲利侵蝕,77.1,寶陞,2.53,1.84,-4.12
2892.TW,35.12%,31.0,78.99%,2025-12,⚪ 中性觀察,1.87,6.378600823045268,1.51,3.31,2025,4.61,🏰 高護城河,72.89999999999999,第一金,2.03,7.59,-4.279999999999999
6142.TW,N/A,8.4300003052,N/A,2025-12,⚪ 數據不足,-0.26,0.0,-0.17,48.0,2025,75.47,⚠️ 獲利稀釋,-10.8,友勁,56.41,52.32,-4.32
9926.TW,N/A,49.4000015259,N/A,2025-12,⚪ 中性觀察,2.68,6.987270371414427,2.3,1.52,2025,6.06,⚠️ 獲利稀釋,106.05000000000001,新海,0.0,5.91,-4.390000000000001
2347.TW,2.54%,89.0999984741,4.26%,2025-12,⚪ 中性觀察,5.08,7.761323908893729,3.42,-7.97,2025,-8.89,🌑 雙重衰退,172.2,聯強,-9.04,-3.49,-4.4799999999999995
4171.TWO,-9.23%,17.4500007629,73.67%,2025-12,⚪ 數據不足,-1.93,0.0,-1.98,8.21,2025,5.83,🏰 高護城河,-81.3,瑞基,-33.1,12.71,-4.5
4121.TWO,-3.01%,13.5,33.58%,2025-12,⚪ 數據不足,-0.36,0.0,-0.27,-5.88,2025,-1.15,🌑 雙重衰退,-13.950000000000001,優盛,-47.37,-1.34,-4.54
4728.TWO,41.97%,377.0,77.03%,2025-12,⚪ 中性觀察,13.33,10.833333333333334,10.43,6.9,2025,13.37,🏰 高護城河,522.0,雙美,7.08,11.45,-4.549999999999999
2480.TW,10.67%,156.0,24.08%,2025-12,⚪ 中性觀察,8.0,7.66961651917404,5.94,6.67,2025,17.02,⚠️ 獲利稀釋,305.1,敦陽科,7.41,11.38,-4.710000000000001
6996.TWO,N/A,197.5,N/A,2025-12,⚪ 中性觀察,12.15,7.2824483775811215,7.74,-14.17,2025,-15.41,🌑 雙重衰退,406.79999999999995,力領科技,-38.46,-9.4,-4.77
5434.TW,N/A,466.0,N/A,2025-12,⚪ 中性觀察,21.81,8.98573081372927,15.45,13.53,2025,22.38,⚠️ 獲利稀釋,777.9,崇越,7.32,18.57,-5.040000000000001
5880.TW,N/A,24.0499992371,N/A,2025-12,⚪ 中性觀察,1.36,7.157737868184524,1.03,7.94,2025,8.58,⚠️ 獲利稀釋,50.4,合庫金,-0.96,13.01,-5.069999999999999
2901.TW,20.24%,23.6000003815,84.77%,2025-12,❌ 暫避觀望,0.38,27.12643722011494,0.25,-7.32,2025,-3.66,🏰 高護城河,13.05,欣欣,-21.88,-2.15,-5.17
2453.TW,4.56%,56.4000015259,24.39%,2025-12,⚪ 中性觀察,3.12,7.334200458504552,2.2,1.96,2025,7.96,⚠️ 獲利稀釋,115.35000000000001,凌群,5.26,7.21,-5.25
5548.TWO,N/A,23.4500007629,N/A,2025-12,⚪ 中性觀察,2.03,5.466200644032635,1.16,9.24,2025,13.03,⚠️ 獲利稀釋,64.35,安倉,-24.84,14.56,-5.32
2345.TW,12.65%,2335.0,17.90%,2025-12,❌ 暫避觀望,47.13,21.891993249578096,32.18,119.5,2025,146.74,⚠️ 獲利稀釋,1599.9,智邦,140.62,124.88,-5.3799999999999955
3041.TW,-198.78%,24.5499992371,5.61%,2025-12,⚪ 數據不足,-3.43,0.0,-2.1,-35.42,2025,-21.55,🌑 雙重衰退,-105.75000000000001,揚智,-3.19,-29.93,-5.490000000000002
6658.TW,N/A,171.5,N/A,2025-12,❌ 暫避觀望,1.38,70.28688524590166,0.36,24.77,2025,44.67,⚠️ 獲利稀釋,36.599999999999994,聯策,63.64,30.53,-5.760000000000002
8464.TW,N/A,348.5,N/A,2025-12,⚪ 中性觀察,22.53,6.402719088737828,15.83,-4.37,2025,3.29,📉 獲利侵蝕,816.45,億豐,-6.66,1.47,-5.84
8081.TW,N/A,283.0,N/A,2025-12,⚪ 中性觀察,17.76,6.412871062769091,13.05,-0.84,2025,5.5,📉 獲利侵蝕,661.95,致新,-3.49,5.0,-5.84
8043.TWO,N/A,184.5,N/A,2025-12,❌ 暫避觀望,1.67,271.32352941176475,0.08,9.87,2025,5.48,⚠️ 獲利稀釋,10.2,蜜望實,-94.84,15.75,-5.880000000000001
5508.TWO,N/A,56.9000015259,N/A,2025-12,⚪ 中性觀察,3.07,6.74170634193128,2.26,-80.85,2025,-80.56,🌑 雙重衰退,126.6,永信建,-84.53,-74.75,-6.099999999999994
6903.TWO,N/A,397.0,N/A,2025-12,❌ 暫避觀望,10.62,19.949748743718594,5.49,18.74,2025,-15.22,⚠️ 獲利稀釋,298.5,巨漢,-24.9,24.87,-6.130000000000003
1535.TW,5.96%,50.2000007629,12.18%,2025-12,⚪ 中性觀察,4.0,5.2620545873060784,2.79,-1.48,2025,11.05,📉 獲利侵蝕,143.10000000000002,中宇,-2.45,4.67,-6.15
6409.TW,N/A,930.0,N/A,2025-12,⚪ 中性觀察,40.23,8.38139870223504,34.16,-16.23,2025,-10.8,🌑 雙重衰退,1664.3999999999999,旭隼,-7.42,-10.05,-6.18
